label,a0,c2_over_v2_analytic,c_over_v_analytic,c2_over_v2_numeric,c_over_v_numeric,c_minus_1,a0_minus_phi,grad_energy,curvature_energy,shape_energy
analytic_root,1.6553542175871456,1.0,1.0,0.9999999999989639,0.999999999999482,0.0,0.037320228837250724,0.4910763040214236,11.091267421661229,0.026414056134940092
bisection_root,1.6553542175871314,0.9999999999999973,0.9999999999999987,0.9999999999989613,0.9999999999994806,-1.3322676295501878e-15,0.03732022883723651,0.49107630402142405,11.091267421661346,0.026414056134939544
golden_ratio_phi,1.618033988749895,0.9930524745833182,0.9965201827275343,0.9930524745822698,0.9965201827270082,-0.003479817272465713,0.0,0.49248583802087714,11.403252247502312,0.025
v5_a0_1p5,1.5,0.9714285714285714,0.9856107606091623,0.9714285714275448,0.9856107606086415,-0.014389239390837694,-0.1180339887498949,0.5,12.5,0.020833333333333332
v5_a0_2p0,2.0,1.0666666666666667,1.0327955589886444,1.0666666666656313,1.0327955589881432,0.03279555898864439,0.3819660112501051,0.5,9.0,0.041666666666666664
grad_energy_min,1.75,1.0178571428571428,1.008889063701824,1.0178571428561,1.008889063701307,0.008889063701823963,0.1319660112501051,0.4895833333333333,10.375,0.030208333333333334
curvature_energy_min,2.3333333333333335,1.1354497354497355,1.0655748380333196,1.1354497354486999,1.0655748380328338,0.06557483803331965,0.7152993445834386,0.5462962962962963,8.333333333333329,0.0601851851851852
shape_energy_min,0.5,0.8095238095238095,0.8997354108424374,0.8095238095227698,0.8997354108418596,-0.10026458915756264,-1.118033988749895,0.75,28.5,0.004166666666666667
