rho,f,fp,e_radial,e_phase,e_potential
1e-05,0.0,1.1663790070530573,1.3604399880940758,0.0,0.5
0.015017498749374688,0.00875779675440043,0.5831404358389327,0.3400527679104204,0.34009051153232445,0.49992330393737716
0.030024997498749376,0.01750828829881839,0.5829924518858178,0.3398801989558376,0.34003327532642674,0.49969350682428004
0.04503249624812407,0.026255822287252907,0.5827462575757478,0.3395932007185398,0.3399376011390683,0.4993108694102805
0.060039994997498757,0.034998924630439424,0.5824018900374832,0.3391919615192327,0.3398037022085691,0.4987758254950042
0.07504749374687343,0.043736123553496514,0.5819595727319549,0.33867694429435946,0.3396316764912827,0.4980889809912119
0.09005499249624813,0.052465951265300445,0.5814196095799211,0.3380487624040679,0.3394216296318105,0.4972511125705237
0.10506249124562282,0.06118694506750786,0.5807823746966319,0.33730816675825886,0.33917368626569844,0.49626316593068986
0.1200699899949975,0.06989764838655525,0.5800483099587027,0.33645604188594724,0.3388879920392906,0.4951262536906677
0.1350774887443722,0.07859661178126966,0.5792179238372412,0.3354934032943242,0.33856471401075566,0.4938416529210436
0.15008498749374688,0.08728239393398363,0.5782917904710363,0.33442139492619694,0.3382040406180329,0.4924108023188799
0.1650924862431216,0.09595356263302073,0.5772705487535276,0.33324128645819884,0.33780618153702335,0.49083529903601203
0.18009998499249627,0.10460869573349751,0.5761549013618419,0.33195447036327375,0.33737136740285706,0.4891168951740748
0.19510748374187095,0.11324638210809693,0.5749456137131349,0.33056245872797335,0.336899849531388,0.48725749395671175
0.21011498249124566,0.12186522258030726,0.573643512840661,0.32906687982417354,0.3363918995937969,0.48525914559334044
0.22512248124062034,0.13046383084018362,0.5722494861886678,0.3274694744431943,0.3358478092616537,0.48312404284873345
0.24012997998999502,0.13904083434142264,0.570764480327434,0.32577209200344576,0.3352678898252164,0.4808545163337764
0.2551374787393697,0.14759487517856765,0.5691894995907981,0.3239766864444232,0.33465247178679797,0.4784530295336004
0.2701449774887444,0.15612461094320332,0.567525604639091,0.3220853119209658,0.3340019044306329,0.4759221735900543
0.28515247623811907,0.16462871555804362,0.5657739109507313,0.32010011831248597,0.333316555370491,0.47326466185615373
0.30015997498749375,0.17310588008786926,0.5639355872459916,0.3180233465624814,0.33259681007622094,0.4704833242407423
0.3151674737368685,0.18155481352632358,0.5620118538466244,0.3158573238641196,0.331843071380378,0.46758110136210224
0.33017497248624317,0.1899742435576331,0.5600039809751899,0.31360445870806086,0.3310557589660909,0.4645610385296678
0.34518247123561785,0.19836291729237784,0.5579132869980444,0.3112672358089623,0.33023530883734165,0.4614262795733229
0.36018996998499253,0.20671960197649547,0.5557411366160575,0.3088482109273075,0.3293821727728358,0.4581800605400005
0.3751974687343672,0.21504308567276656,0.5534889390072013,0.30635000560331743,0.32849681776466966,0.45482570327744853
0.3902049674837419,0.22333217791408988,0.5511581459252275,0.3037753018197344,0.32757972544300734,0.451366608925088
0.4052124662331166,0.23158571032792064,0.5487502497586996,0.30112683661023515,0.326631391487996,0.447806251331859
0.4202199649824913,0.2398025372313092,0.5462667815546787,0.298407396630107,0.32565232503016045,0.4441481704208418
0.435227463731866,0.24798153619604182,0.5437093090113918,0.29561981270564514,0.32464304804051974,0.4403959655202423
0.4502349624812407,0.2561216085834512,0.5410794344442099,0.29276695437846606,0.3236040947116769,0.4365532886800567
0.46524246123061536,0.2642216800485275,0.5383787927292659,0.28985172446062185,0.3225360108311284,0.43262383799338405
0.48024995997999004,0.2722807010130281,0.5356090492290162,0.2868770536160107,0.3214393531480393,0.4286113509409247
0.4952574587293647,0.28029764710734606,0.5327718977040212,0.28384589498314405,0.32031468873472135,0.42451959777671944
0.5102649574787393,0.28827151958096275,0.5298690582151745,0.280761218853836,0.3191625943440406,0.42035237497261874
0.525272456228114,0.29620134568137274,0.5269022750205512,0.2776260074218326,0.31798365576396703,0.41611349873836256
0.5402799549774887,0.3040861790014309,0.5238733144709808,0.2744432496148112,0.31677846717046426,0.41180679863347647
0.5552874537268634,0.31192509979513316,0.5207839629083666,0.27121593602254296,0.31554763047989104,0.40743611128646684
0.5702949524762381,0.31971721526190106,0.5176360245706858,0.2679470539333436,0.3142917547020698,0.4030052742360361
0.5853024512256128,0.32746165979950037,0.5144313195075038,0.2646395824902314,0.31301145529514707,0.3985181199082263
0.6003099499749874,0.3351575952257787,0.5111716815097261,0.2612964879774809,0.31170735352334356,0.39397846974256473
0.6153174487243622,0.3428042109694635,0.5078589560571951,0.25792071924750404,0.31038007581866006,0.38939012847940824
0.6303249474737369,0.35040072423031393,0.5044949982876102,0.2545152032972159,0.30903025314757293,0.3847568786197941
0.6453324462231116,0.3579463801089731,0.5010816709901202,0.2510828410022511,0.30765852038371533,0.3800824750681874
0.6603399449724863,0.3654404517069137,0.49762084262679435,0.24762650301660083,0.30626551568750576,0.37537063996759207
0.675347443721861,0.3728822401969197,0.49411438538503516,0.24414902584443104,0.30485187989364376,0.3706250577355515
0.6903549424712356,0.38027107486459,0.49056417326384366,0.24065320809003843,0.3034182559073533,0.36584937030863157
0.7053624412206103,0.38760631312139293,0.4869720801966943,0.23714180689109568,0.30196528811021156,0.3610471726020336
0.720369939969985,0.39488734048984137,0.4833399782136172,0.23361753453953993,0.3004936217763597,0.3562220081900585
0.7353774387193597,0.402113570561394,0.4796697356449236,0.2300830552936709,0.2990039024998433,0.3513773652122127
0.7503849374687344,0.4092844449277266,0.4759632153688474,0.2265409823842518,0.29749677563379034,0.3465166725088443
0.765392436218109,0.41639943308604704,0.47222227310520737,0.22299387521664907,0.2959728857420869,0.3416432959893008
0.7803999349674837,0.42345803231916046,0.4684487557570315,0.21944423677031094,0.2944328760641629,0.33676053523473143
