profile_mode_used,profile_success,w_perp,weight_mode,sigma_volume,sin2_average_numeric,sigma_perp,sigma_total,chi_R,c2,target_11_48,matches_11_48,L_K,eta_K,shell_deficit,shell_factor
solve_bvp,True,1.0,canonical,3.0,0.6666666666803746,0.6666666666666666,3.6666666666666665,2.0,0.22916666666666666,0.22916666666666666,True,16.371637,0.015270311698213197,0.0008550022043221516,0.9991449977956779
