target,target_id,reference,reference_id,L_cert_target_database,L_cert_reference_database,L_v8_geom_raw_if_available,L_v8_used_if_available,delta_L_v8_geom_minus_cert,scale_geom_to_cert,NsoftV,leading_full_cert,leading_half_alpha_inv_cert,status
4_1,4:1:1,0_1,0:1:2,21.043322,12.0,21.04492420468734,21.04492420468734,0.0016022046873409579,0.9999238674051872,16.755160819145562,352.58424427906385,176.29212213953193,CERTIFIED_LENGTH_FROM_IDEAL_DATABASE_L_COLUMN_ALPHA_BLIND
