normalizer,n_runs,n_valid,pass_count,pass_fraction,alpha_inv_blind_v13_mean,alpha_inv_blind_v13_std,alpha_inv_blind_v13_span,alpha_inv_blind_v13_cv_abs,abs_correction_ratio_mean,abs_correction_ratio_max,DeltaF_phys_cert_mean,DeltaF_phys_cert_std,stability_gate
raw,32,32,0,0.0,3854.5384224253776,5337.402137273373,16535.427306256453,1.3847059108869744,27.897886842662793,119.03640960413792,7434.767434043082,10674.804274546746,FAIL_CERTIFIED_STABILITY_GATE
Mmax,32,32,19,0.59375,212.38969047593255,109.56039481935689,346.9140259340568,0.5158461061544416,0.5674364524284491,2.493921084459025,150.46997014419134,219.12078963871377,FAIL_CERTIFIED_STABILITY_GATE
sqrtM,32,32,1,0.03125,665.5735868528391,763.2213933925221,2364.219186915283,1.1467122621277839,3.975106811461221,17.0052013720197,1056.8377628980043,1526.4427867850443,FAIL_CERTIFIED_STABILITY_GATE
Lcert,32,32,8,0.25,364.2171376469621,326.01517717949486,1010.0045161187275,0.8951121281269948,1.7040377112357667,7.2708923123654605,454.1248644862503,652.0303543589897,FAIL_CERTIFIED_STABILITY_GATE
Lcert2,32,32,20,0.625,151.02396186506462,19.91341349551635,61.692335110943844,0.13185598662355574,0.10408474798431988,0.4441151677358507,27.73851292245548,39.8268269910327,FAIL_CERTIFIED_STABILITY_GATE
Lcert3,32,32,32,1.0,138.0018568805785,1.21633612420776,3.768244746138919,0.00881391128860194,0.006357626179002129,0.027127108164922704,1.6943029534832394,2.432672248415519,PASS_CERTIFIED_STABLE_NORMALIZER
NsoftV,32,32,8,0.25,359.01970312882503,318.5527250311141,986.8856219727818,0.8872847987309755,1.66503247231055,7.104462373653793,443.7299954499763,637.1054500622282,FAIL_CERTIFIED_STABILITY_GATE
NsoftV_Lcert,32,32,20,0.625,150.70649608457262,19.45759761416126,60.280204232037505,0.12910921638866948,0.10170225935931454,0.43394941957568406,27.103581361471452,38.91519522832251,FAIL_CERTIFIED_STABILITY_GATE
leading_full_cert,32,32,20,0.625,150.70649608457262,19.45759761416126,60.280204232037505,0.12910921638866948,0.10170225935931454,0.43394941957568406,27.103581361471452,38.91519522832251,FAIL_CERTIFIED_STABILITY_GATE
leading_half_cert,32,32,20,0.625,164.25828676530836,38.91519522832252,120.56040846407504,0.23691465432075526,0.20340451871862908,0.8678988391513681,54.207162722942904,77.83039045664502,FAIL_CERTIFIED_STABILITY_GATE
M_Lcert,32,32,20,0.625,141.75015209448213,6.6920855146835265,21.18994123398025,0.047210429165698425,0.03465972599004297,0.15233180924174078,9.19089338129054,13.384171029367057,FAIL_CERTIFIED_STABILITY_GATE
sqrtM_Lcert,32,32,20,0.625,169.4311895116266,46.61851428739363,144.40945562837015,0.27514718170702923,0.24280448017881298,1.0386989017664943,64.55296821557943,93.23702857478726,FAIL_CERTIFIED_STABILITY_GATE
M_Lcert2,32,32,32,1.0,137.4354010172716,0.40876092688125865,1.294308030038792,0.002974204054091488,0.0021170592769704684,0.00930461683469654,0.5613912268694047,0.8175218537625196,PASS_CERTIFIED_STABLE_NORMALIZER
