a_M_exponent,b_L_exponent,n_knots,normalizer_formula,slope_logR_vs_logL,corr_logR_logL,std_logR,residual_std_after_length_fit,max_subleading_ratio,score,gate,note
1.0,0.0,10,M^1 L^0,5.95519896517903,0.9319588946454151,2.2256825197438044,0.8069522484184258,0.07840176136671344,16.156937027283636,FAIL_NOT_SUBLEADING,
1.0,1.0,10,M^1 L^1,4.955198965179029,0.9058781373924764,1.9052633589245933,0.8069522484184254,0.00220903702284607,5.156937027283636,PASS_MULTIKNOT_EXPONENT_DIAGNOSTIC,
1.0,2.0,10,M^1 L^2,3.9551989651790267,0.862868141632418,1.5965686508151302,0.8069522484184254,6.224151706847284e-05,4.156937027283633,PASS_MULTIKNOT_EXPONENT_DIAGNOSTIC,CANONICAL_CANDIDATE_M_LCERT2
1.0,3.0,10,M^1 L^3,2.9551989651790262,0.7869861578440258,1.30792646903723,0.8069522484184258,1.7537082479467997e-06,3.156937027283633,PASS_MULTIKNOT_EXPONENT_DIAGNOSTIC,
1.0,4.0,10,M^1 L^4,1.9551989651790298,0.6449516318440041,1.0559114744088527,0.8069522484184257,4.9412237422382196e-08,2.1569370272836363,PASS_MULTIKNOT_EXPONENT_DIAGNOSTIC,
