file,relative_path,input_format_detected,knot_id,harmonics_N,scale_m_per_unit,length_series_units,length_m,writhe,crossing_est,sigma,sigma_source,Hvortex_X(b0=3.000),hyperbolic_volume_meta,Hvortex_Vol(Vol/Vol(4_1)),H_used,xi,K_fluid_kg_per_m,K_energy_kg_per_m,mass_fluid_kg,mass_energy_kg,mass_fluid_over_m_e,mass_fluid_over_m_p,mass_energy_over_m_e,mass_energy_over_m_p,fit_source_txt_found,fit_rms_raw_vs_fs,fit_rel_bbox,type_meta,chiral_meta
knot_7.2.fseries,knot_7.2\knot_7.2.fseries,fseries,7_2,100,1.0,106.77425686159516,106.77425686159516,5.856454228452711,8,1.0,writhe_fallback,5.0,,,5.0,1.0,9.844625550645778e-39,8.226091068037216e-09,5.255762886254375e-36,4.3916738033273975e-06,5.769614123718306e-06,3.142230059175325e-09,4.8210438238585126e+24,2.625622527796868e+21,True,0.4636238019463588,0.02039744619823495,,
knot_7.2_ideal.txt,knot_7.2\knot_7.2_ideal.txt,ideal,7_2,100,1.0,106.77425686159516,106.77425686159516,5.856454228452711,8,1.0,writhe_fallback,5.0,,,5.0,1.0,9.844625550645778e-39,8.226091068037216e-09,5.255762886254375e-36,4.3916738033273975e-06,5.769614123718306e-06,3.142230059175325e-09,4.8210438238585126e+24,2.625622527796868e+21,True,0.4636238019463588,0.02039744619823495,,
knot_7.3.fseries,knot_7.3\knot_7.3.fseries,fseries,7_3,100,1.0,143.5782240956117,143.5782240956117,-7.350510994744264,8,-1.0,writhe_fallback,-5.0,,,-5.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-7.06736926724002e-36,-5.905437733987786e-06,-7.758339640557975e-06,-4.225323826707099e-09,-6.482807100347924e+24,-3.5306470938511304e+21,True,0.34367623444204787,0.011250521784978871,,
knot_7.3_ideal.txt,knot_7.3\knot_7.3_ideal.txt,ideal,7_3,100,1.0,143.5782240956117,143.5782240956117,-7.350510994744264,8,-1.0,writhe_fallback,-5.0,,,-5.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-7.06736926724002e-36,-5.905437733987786e-06,-7.758339640557975e-06,-4.225323826707099e-09,-6.482807100347924e+24,-3.5306470938511304e+21,True,0.34367623444204787,0.011250521784978871,,
knot_7.4.fseries,knot_7.4\knot_7.4.fseries,fseries,7_4,100,1.0,123.11603125613449,123.11603125613449,-5.855373291875797,7,-1.0,writhe_fallback,-4.0,,,-4.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-4.848124907992983e-36,-4.051054740193115e-06,-5.322121744849396e-06,-2.898518092658651e-09,-4.447122739517544e+24,-2.421978740572773e+21,True,0.4762014963478231,0.018111099185672868,,
knot_7.4_ideal.txt,knot_7.4\knot_7.4_ideal.txt,ideal,7_4,100,1.0,123.11603125613449,123.11603125613449,-5.855373291875797,7,-1.0,writhe_fallback,-4.0,,,-4.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-4.848124907992983e-36,-4.051054740193115e-06,-5.322121744849396e-06,-2.898518092658651e-09,-4.447122739517544e+24,-2.421978740572773e+21,True,0.4762014963478231,0.018111099185672868,,
knot_8.17.fseries,knot_8.17\knot_8.17.fseries,fseries,8_17,100,1.0,106.05110117054548,106.05110117054548,-0.010030103282419505,10,-1.0,writhe_fallback,-7.0,,,-7.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-7.308233661803707e-36,-6.106702112661747e-06,-8.02275313158704e-06,-4.3693279146317096e-09,-6.70374891734573e+24,-3.6509757681458857e+21,True,0.4514936434256946,0.02354530822753295,,
knot_8.17_ideal.txt,knot_8.17\knot_8.17_ideal.txt,ideal,8_17,100,1.0,106.05110117054548,106.05110117054548,-0.010030103282419505,10,-1.0,writhe_fallback,-7.0,,,-7.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-7.308233661803707e-36,-6.106702112661747e-06,-8.02275313158704e-06,-4.3693279146317096e-09,-6.70374891734573e+24,-3.6509757681458857e+21,True,0.4514936434256946,0.02354530822753295,,
knot_8.18.fseries,knot_8.18\knot_8.18.fseries,fseries,8_18,100,1.0,121.84832893407481,121.84832893407481,-0.02827155299172523,12,-1.0,writhe_fallback,-9.0,,,-9.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-1.0795960550950958e-35,-9.021019052698683e-06,-1.1851471959813523e-05,-6.454513358962677e-09,-9.902996018504777e+24,-5.393340195372578e+21,True,0.3173853806309809,0.01688730395567474,,
knot_8.18_ideal.txt,knot_8.18\knot_8.18_ideal.txt,ideal,8_18,100,1.0,121.84832893407481,121.84832893407481,-0.02827155299172523,12,-1.0,writhe_fallback,-9.0,,,-9.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-1.0795960550950958e-35,-9.021019052698683e-06,-1.1851471959813523e-05,-6.454513358962677e-09,-9.902996018504777e+24,-5.393340195372578e+21,True,0.3173853806309809,0.01688730395567474,,
knot_8.1.fseries,knot_8.1\knot_8.1.fseries,fseries,8_1,100,1.0,119.28508258171426,119.28508258171426,2.4646963473927843,9,1.0,writhe_fallback,6.0,,,6.0,1.0,9.844625550645778e-39,8.226091068037216e-09,7.045901830769016e-36,5.8874997142531286e-06,7.73477335202029e-06,4.2124892248362554e-09,6.463115296464744e+24,3.5199226022726127e+21,True,0.4746294468579939,0.01944023143190417,,
knot_8.1_ideal.txt,knot_8.1\knot_8.1_ideal.txt,ideal,8_1,100,1.0,119.28508258171426,119.28508258171426,2.4646963473927843,9,1.0,writhe_fallback,6.0,,,6.0,1.0,9.844625550645778e-39,8.226091068037216e-09,7.045901830769016e-36,5.8874997142531286e-06,7.73477335202029e-06,4.2124892248362554e-09,6.463115296464744e+24,3.5199226022726127e+21,True,0.4746294468579939,0.01944023143190417,,
knot_8.2.1.fseries,knot_8.2.1\knot_8.2.1.fseries,fseries,8_2_1,100,1.0,148.3961636783773,148.3961636783773,-5.126836431945919,11,-1.0,writhe_fallback,-8.0,,,-8.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-1.1687237316527729e-35,-9.765762852525505e-06,-1.2829888057743406e-05,-6.9873754199898995e-09,-1.0720552753659307e+25,-5.838595509367166e+21,True,2.418880766286196,0.08971825765728579,,
knot_8.2.1_ideal.txt,knot_8.2.1\knot_8.2.1_ideal.txt,ideal,8_2_1,100,1.0,148.3961636783773,148.3961636783773,-5.126836431945919,11,-1.0,writhe_fallback,-8.0,,,-8.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-1.1687237316527729e-35,-9.765762852525505e-06,-1.2829888057743406e-05,-6.9873754199898995e-09,-1.0720552753659307e+25,-5.838595509367166e+21,True,2.418880766286196,0.08971825765728579,,
knot_9.1.fseries,knot_9.1\knot_9.1.fseries,fseries,9_1,100,1.0,127.18702082984483,127.18702082984483,11.674106241147959,9,1.0,writhe_fallback,6.0,,,6.0,1.0,9.844625550645778e-39,8.226091068037216e-09,7.512651569832043e-36,6.277512096111899e-06,8.24715679568418e-06,4.491541969782539e-09,6.891258840132302e+24,3.7530968637927284e+21,True,0.464053037081526,0.019686251510875902,,
knot_9.1_ideal.txt,knot_9.1\knot_9.1_ideal.txt,ideal,9_1,100,1.0,127.18702082984483,127.18702082984483,11.674106241147959,9,1.0,writhe_fallback,6.0,,,6.0,1.0,9.844625550645778e-39,8.226091068037216e-09,7.512651569832043e-36,6.277512096111899e-06,8.24715679568418e-06,4.491541969782539e-09,6.891258840132302e+24,3.7530968637927284e+21,True,0.464053037081526,0.019686251510875902,,
knot_9.2.20.fseries,knot_9.2.20\knot_9.2.20.fseries,fseries,9_2_20,100,1.0,137.7789148963276,137.7789148963276,8.222539433792205,9,1.0,writhe_fallback,6.0,,,6.0,1.0,9.844625550645778e-39,8.226091068037216e-09,8.13829095557182e-36,6.8002914071552414e-06,8.933964384694571e-06,4.8655890732424435e-09,7.465149816925012e+24,4.065647658230499e+21,True,1.2462643158845617,0.052816507800263646,,
