knot,id,conway,L_database,D_database,raw_spectrum_file,n_eigenvalues,min_eig,max_eig,S_all,boundary_nodes,selected_nodes,tube_radius,outer_radius,screening_mu,n_center,n_theta,n_sphere,boundary_subspace,operator_backend,scipy
0_1,0:1:1,0,6.283185,1.0,raw_spectrum_0_1.npy,639,0.8083194180032613,1.0000148272963456,2.775861502568198,640,640,0.009893215394655033,0.5413184813822329,1.8473413238109735,48,8,256,all,BEM_V5_SOFT_INDEX_HEAT_KERNEL,True
3_1,3:1:1,3,16.371637,1.0,raw_spectrum_3_1.npy,639,0.8083579919356852,1.0000646486054536,2.845149777235314,640,640,0.007370349185838318,0.3359948374767251,2.9762362050258333,48,8,256,all,BEM_V5_SOFT_INDEX_HEAT_KERNEL,True
4_1,4:1:1,2 2,21.043322,1.0,raw_spectrum_4_1.npy,639,0.8084128878607123,1.0001601456265652,2.8511171478355917,640,640,0.005748516784069108,0.2746152580902271,3.6414582603834846,48,8,256,all,BEM_V5_SOFT_INDEX_HEAT_KERNEL,True
