normalizer,description,denominator,DeltaF_pair_raw,DeltaF_phys_cert_normalized,correction_to_leading_ratio,gate
raw,no correction normalizer,1.0,-151.1190028837591,-151.1190028837591,0.5509071031825189,FAIL_NOT_SUBLEADING
Mmax,M_max,1023.0,-151.1190028837591,-0.14772141044355727,0.0005385211174804681,PASS_SUBLEADING_CORRECTION
sqrtM,sqrt(M_max),31.984371183438952,-151.1190028837591,-4.724776423367871,0.017224259311615624,PASS_SUBLEADING_CORRECTION
Lcert,certified length,16.371637,-151.1190028837591,-9.23053711023272,0.033650092729427046,PASS_SUBLEADING_CORRECTION
Lcert2,certified length squared,268.030498059769,-151.1190028837591,-0.563812715260711,0.0020553896186085146,PASS_SUBLEADING_CORRECTION
Lcert3,certified length cubed,4388.098019163743,-151.1190028837591,-0.03443838360578792,0.00012554576054969426,PASS_SUBLEADING_CORRECTION
NsoftV,N_soft V_soft,16.755160819145562,-151.1190028837591,-9.019251114025742,0.032879845745975515,PASS_SUBLEADING_CORRECTION
NsoftV_Lcert,N_soft V_soft L_cert,274.30941080767377,-151.1190028837591,-0.5509071031825189,0.0020083419725208614,PASS_SUBLEADING_CORRECTION
leading_full_cert,full leading bracket term NsoftV L_cert,274.30941080767377,-151.1190028837591,-0.5509071031825189,0.0020083419725208614,PASS_SUBLEADING_CORRECTION
leading_half_cert,half leading term,137.15470540383689,-151.1190028837591,-1.1018142063650378,0.004016683945041723,PASS_SUBLEADING_CORRECTION
M_Lcert,M_max L_cert,16748.184651,-151.1190028837591,-0.009023007927891223,3.289354127998734e-05,PASS_SUBLEADING_CORRECTION
sqrtM_Lcert,sqrt(M_max) L_cert,523.6365146885229,-151.1190028837591,-0.2885952347567853,0.001052079233836887,PASS_SUBLEADING_CORRECTION
M_Lcert2,M_max L_cert^2,274195.1995151437,-151.1190028837591,-0.000551136574057391,2.0091785128137972e-06,PASS_SUBLEADING_CORRECTION
