target,target_id,reference,reference_id,L_cert_target_database,L_cert_reference_database,L_v8_geom_raw_if_available,L_v8_used_if_available,delta_L_v8_geom_minus_cert,scale_geom_to_cert,NsoftV,leading_full_cert,leading_half_alpha_inv_cert,status
5_1,5:1:2,0_1,0:1:1,24.734148,6.283185307179586,23.600439874509323,23.600439874509323,-1.1337081254906778,1.0480375845331251,16.755160819145562,414.4246274645476,207.2123137322738,CERTIFIED_LENGTH_FROM_IDEAL_DATABASE_L_COLUMN_ALPHA_BLIND
