normalizer,description,denominator,DeltaF_pair_raw,DeltaF_phys_cert_normalized,correction_to_leading_ratio,gate
raw,no correction normalizer,1.0,-130.85820850845775,-130.85820850845775,0.47704600481317866,FAIL_NOT_SUBLEADING
Mmax,M_max,119.0,-130.85820850845775,-1.0996488109954432,0.004008789956413266,PASS_SUBLEADING_CORRECTION
sqrtM,sqrt(M_max),10.908712114635714,-130.85820850845775,-11.995752306350752,0.04373073556255538,PASS_SUBLEADING_CORRECTION
Lcert,certified length,16.371637,-130.85820850845775,-7.992982528775697,0.029138564751538205,PASS_SUBLEADING_CORRECTION
Lcert2,certified length squared,268.030498059769,-130.85820850845775,-0.4882213384511088,0.0017798198647782262,PASS_SUBLEADING_CORRECTION
Lcert3,certified length cubed,4388.098019163743,-130.85820850845775,-0.029821168063469083,0.0001087136164073407,PASS_SUBLEADING_CORRECTION
NsoftV,N_soft V_soft,16.755160819145562,-130.85820850845775,-7.810024023101613,0.028471586155596557,PASS_SUBLEADING_CORRECTION
NsoftV_Lcert,N_soft V_soft L_cert,274.30941080767377,-130.85820850845775,-0.47704600481317866,0.0017390799805539641,PASS_SUBLEADING_CORRECTION
leading_full_cert,full leading bracket term NsoftV L_cert,274.30941080767377,-130.85820850845775,-0.47704600481317866,0.0017390799805539641,PASS_SUBLEADING_CORRECTION
leading_half_cert,half leading term,137.15470540383689,-130.85820850845775,-0.9540920096263573,0.0034781599611079283,PASS_SUBLEADING_CORRECTION
M_Lcert,M_max L_cert,1948.224803,-130.85820850845775,-0.0671679204098798,0.0002448618886683883,PASS_SUBLEADING_CORRECTION
sqrtM_Lcert,sqrt(M_max) L_cert,178.5934748783183,-130.85820850845775,-0.7327155070901433,0.002671127851329429,PASS_SUBLEADING_CORRECTION
M_Lcert2,M_max L_cert^2,31895.629269112513,-130.85820850845775,-0.004102700323118561,1.4956469451917866e-05,PASS_SUBLEADING_CORRECTION
