profile_mode_used,profile_success,w_perp,weight_mode,sigma_volume,sin2_average_numeric,sigma_perp,sigma_total,chi_R,c2,target_11_48,matches_11_48,L_K,eta_K,shell_deficit,shell_factor
pade_fallback,True,0.333825711494939,profile_radial_ratio,3.0,0.6666666666803746,0.22255047432995934,3.2225504743299593,2.0,0.20140940464562246,0.22916666666666666,False,16.371637,0.015270311698213197,0.0007514421161158665,0.9992485578838841
