normalizer,n_runs,n_valid,pass_count,pass_fraction,alpha_inv_blind_v13_mean,alpha_inv_blind_v13_std,alpha_inv_blind_v13_span,alpha_inv_blind_v13_cv_abs,abs_correction_ratio_mean,abs_correction_ratio_max,DeltaF_phys_cert_mean,DeltaF_phys_cert_std,stability_gate
raw,3,3,0,0.0,358.80891251567573,408.1741430465682,746.2587135907368,1.1375808370666818,1.887998415464654,5.033135556756738,443.30841422367774,816.3482860931364,FAIL_CERTIFIED_STABILITY_GATE
Mmax,3,3,3,1.0,137.3088606968394,0.2776850549255945,0.5239677778836835,0.0020223389336736833,0.0013897480398907724,0.003421574137835988,0.30831058600504,0.5553701098511736,PASS_CERTIFIED_STABLE_NORMALIZER
sqrtM,3,3,2,0.6666666666666666,142.97460612336283,10.650472679528242,19.747771759278834,0.07449205819345774,0.050934432233264625,0.1312297468305932,11.639801439051888,21.3009453590565,FAIL_CERTIFIED_STABILITY_GATE
Lcert,3,3,2,0.6666666666666666,150.69362073110923,24.93178556588863,45.582412656152655,0.16544685465070724,0.11532129715951152,0.3074301950841408,27.07783065454467,49.863571131777256,FAIL_CERTIFIED_STABILITY_GATE
Lcert2,3,3,3,1.0,137.98167923224955,1.5228645471365323,2.78423059686412,0.011036715566950451,0.007043968612272036,0.018778219617509282,1.6539476568253173,3.045729094273056,FAIL_CERTIFIED_STABILITY_GATE
Lcert3,3,3,3,1.0,137.2052179963414,0.09301846523573173,0.1700642762152711,0.0006779513679881482,0.00043025438520729697,0.001146997066787474,0.1010251850090078,0.18603693047146452,PASS_CERTIFIED_STABLE_NORMALIZER
NsoftV,3,3,2,0.6666666666666666,150.38371642344836,24.361099690559897,44.53903616001179,0.16199293560457206,0.1126816051390746,0.30039315116603016,26.458022039222925,48.722199381119786,FAIL_CERTIFIED_STABILITY_GATE
NsoftV_Lcert,3,3,3,1.0,137.96274989075116,1.488006342344379,2.720499859605468,0.010785565984460947,0.006882732932514605,0.018348388201255023,1.6160889738285136,2.976012684688757,FAIL_CERTIFIED_STABILITY_GATE
leading_full_cert,3,3,3,1.0,137.96274989075116,1.488006342344379,2.720499859605468,0.010785565984460947,0.006882732932514605,0.018348388201255023,1.6160889738285136,2.976012684688757,FAIL_CERTIFIED_STABILITY_GATE
leading_half_cert,3,3,3,1.0,138.7707943776654,2.9760126846887673,5.440999719210964,0.02144552604195328,0.01376546586502921,0.036696776402510047,3.232177947657027,5.952025369377514,FAIL_CERTIFIED_STABILITY_GATE
M_Lcert,3,3,3,1.0,137.1641214013332,0.016961349370596797,0.03200460515242298,0.00012365733252480074,8.48875430044517e-05,0.00020899401433320248,0.018831994992622916,0.033922698741193295,PASS_CERTIFIED_STABLE_NORMALIZER
sqrtM_Lcert,3,3,3,1.0,137.51019219599615,0.6505441501987942,1.2062185204374316,0.004730879506528215,0.003111138625493872,0.008015676552723054,0.7109735843185314,1.3010883003976021,PASS_CERTIFIED_STABLE_NORMALIZER
M_Lcert2,3,3,3,1.0,137.15528054470374,0.0010360203668411813,0.001954881185810109,7.553630911815354e-06,5.185036963893818e-06,1.2765614967715352e-05,0.0011502817337461682,0.0020720407336904246,PASS_CERTIFIED_STABLE_NORMALIZER
