selected_normalizer,run_id,n_center,n_theta,n_sphere,tube_fraction,outer_factor,L_cert_target,leading_half_alpha_inv_cert,DeltaF_pair_raw,normalizer_denominator,DeltaF_phys_cert_normalized,finite_correction_half_cert,alpha_inv_pred_blind_v13,correction_to_leading_ratio,gate
M_Lcert2,g001_nc48_nt8_ns256_tf0p24_of3p2,48,8,256,0.24,3.2,16.371637,137.15470540383689,61.16977167431899,171271.4882601924,0.00035715093210021644,0.00017857546605010822,137.15488397930292,1.3020002888294096e-06,PASS_SUBLEADING_CORRECTION
M_Lcert2,g002_nc64_nt10_ns384_tf0p2_of3p8,64,10,384,0.2,3.8,16.371637,137.15470540383689,-111.88097809237976,274195.1995151437,-0.0004080340512533321,-0.00020401702562666604,137.15450138681126,1.4874956351366907e-06,PASS_SUBLEADING_CORRECTION
M_Lcert2,g003_nc80_nt12_ns512_tf0p16_of4p4,80,12,512,0.16,4.4,16.371637,137.15470540383689,1380.636449089094,394272.8626459202,0.00350172832039162,0.00175086416019581,137.15645626799707,1.2765614967715352e-05,PASS_SUBLEADING_CORRECTION
