knot,reference,M,S_M_knot,S_M_reference,DeltaS_M,alpha_inv_pred_blind_M
3_1,0_1,1,0.21427738078398806,0.21513617968123439,-0.0008587988972463267,-0.00042939944862316337
3_1,0_1,2,0.42411649420499054,0.42559779000012293,-0.001481295795132398,-0.000740647897566199
3_1,0_1,3,0.6332574662158788,0.6324259485855843,0.0008315176302944316,0.0004157588151472158
3_1,0_1,4,0.8395820565962823,0.8311341927467715,0.008447863849510795,0.0042239319247553975
3_1,0_1,5,0.9161822022028467,0.907750991516766,0.00843121068608077,0.004215605343040385
3_1,0_1,6,0.9906929506557636,0.9825451113644905,0.008147839291273051,0.004073919645636526
3_1,0_1,7,1.064389773041057,1.0567167652878593,0.00767300775319768,0.00383650387659884
3_1,0_1,8,1.1378201794422398,1.1306225562806953,0.007197623161544486,0.003598811580772243
3_1,0_1,9,1.2073592984846737,1.200224284152331,0.0071350143323427595,0.0035675071661713798
3_1,0_1,10,1.249156642506436,1.2421061315384045,0.007050510968031443,0.0035252554840157213
3_1,0_1,11,1.2873935718145226,1.280420648347662,0.0069729234668607365,0.0034864617334303682
3_1,0_1,12,1.322158673508251,1.315275707057904,0.006882966450346917,0.0034414832251734584
3_1,0_1,13,1.3526485909597767,1.345897072579879,0.006751518379897847,0.0033757591899489237
3_1,0_1,14,1.379907801561033,1.3732139489367754,0.006693852624257701,0.0033469263121288506
3_1,0_1,15,1.3958975998176644,1.3983382065409438,-0.0024406067232793927,-0.0012203033616396963
3_1,0_1,16,1.4116234997019974,1.4234380523464152,-0.011814552644417775,-0.0059072763222088875
3_1,0_1,17,1.4210076453855547,1.4353669291477849,-0.014359283762230168,-0.007179641881115084
3_1,0_1,18,1.4302815353309972,1.4472714829209468,-0.01698994758994954,-0.00849497379497477
3_1,0_1,19,1.4376111616251208,1.4585424294583706,-0.020931267833249834,-0.010465633916624917
3_1,0_1,20,1.4433670543749886,1.4665142499737005,-0.023147195598711923,-0.011573597799355961
3_1,0_1,21,1.4478540240240967,1.4730160971229518,-0.025162073098855098,-0.012581036549427549
3_1,0_1,22,1.4487854499139472,1.479490250097994,-0.030704800184046865,-0.015352400092023433
3_1,0_1,23,1.4496088010234651,1.4859189044044576,-0.0363101033809925,-0.01815505169049625
3_1,0_1,24,1.4500132461201756,1.4923178670049977,-0.04230462088482212,-0.02115231044241106
3_1,0_1,25,1.4502577242935726,1.4973811243149493,-0.047123400021376716,-0.023561700010688358
3_1,0_1,26,1.4502336314159074,1.5024218113501417,-0.0521881799342343,-0.02609408996711715
3_1,0_1,27,1.450168757795546,1.5073194588514776,-0.05715070105593156,-0.02857535052796578
3_1,0_1,28,1.449989878051952,1.5110209649119095,-0.061031086859957506,-0.030515543429978753
3_1,0_1,29,1.449705614428056,1.5147158126597182,-0.06501019823166221,-0.032505099115831104
3_1,0_1,30,1.4492001196593198,1.5170477670024636,-0.06784764734314375,-0.03392382367157187
3_1,0_1,31,1.4485437732374256,1.5193791375507095,-0.07083536431328397,-0.03541768215664198
3_1,0_1,32,1.447724621826425,1.521513163353451,-0.07378854152702607,-0.03689427076351304
3_1,0_1,33,1.4467600712310333,1.5236468265321705,-0.0768867553011372,-0.0384433776505686
3_1,0_1,34,1.4455444907488455,1.5252092170479639,-0.07966472629911836,-0.03983236314955918
3_1,0_1,35,1.4440933933805038,1.5253388992151267,-0.08124550583462287,-0.04062275291731143
3_1,0_1,36,1.4423274884203363,1.5254682628854883,-0.083140774465152,-0.041570387232576
3_1,0_1,37,1.4401736706253143,1.5246208180029515,-0.08444714737763714,-0.04222357368881857
4_1,0_1,1,0.21547662687028246,0.21513617968123439,0.00034044718904807647,0.00017022359452403824
4_1,0_1,2,0.4299393639132527,0.42559779000012293,0.0043415739131297815,0.0021707869565648907
4_1,0_1,3,0.6392879589838241,0.6324259485855843,0.0068620103982397485,0.0034310051991198742
4_1,0_1,4,0.8460871907466803,0.8311341927467715,0.01495299799990879,0.007476498999954395
4_1,0_1,5,0.9228349141861223,0.907750991516766,0.01508392266935632,0.00754196133467816
4_1,0_1,6,0.997490245763203,0.9825451113644905,0.014945134398712479,0.007472567199356239
