lmax,basis_size_lge2,n_theta,n_phi,L_K,eta_K,zero_area_excess_grid,min_random_area_excess,min_optimized_area_excess,max_final_coeff_norm,pass_no_nonlinear_lge2_promotion,status,scipy_available,spherical_harmonic_backend
6,45,48,96,16.371637,0.015270311698213197,0.0,0.0017182549494663135,0.0,5.830157146551928e-07,True,PASS_NONLINEAR_SHAPE_STABILITY_IN_STAR_SHAPED_CLASS,True,sph_harm_y
