alpha_map_status,rel_sep_3_1_vs_0_1_S_logdet,rel_sep_3_1_vs_4_1_S_logdet,global_control_gate_G6,global_control_note
NO_CANONICAL_ALPHA_MAP_SPECIFIED__NO_FIT_PERFORMED,0.018695122846072693,0.003966692295686835,PASS,Trefoil separated from available controls
