status,fit_model,M_min,M_max,n_points,n_params,rms,A_M,A_M_se,A_sqrtM,A_sqrtM_se,A_logM,A_logM_se,F,F_se,b_inv_sqrt,b_inv_sqrt_se,b_inv,b_inv_se,knot,reference,DeltaF_pair,half_DeltaF_pair,max_common_modes,status_note
PASS_FIT,hk+inv_sqrt+inv,25,99,75,6,0.0009424370404801451,-0.29874112509946593,0.028733933678418713,16.898734836152236,1.66648076439697,-88.61824679121685,8.951345815779847,343.50198764447794,35.141735232669475,-814.9378613680651,84.42814586990765,692.9397712162108,73.73318726500813,3_1,0_1,343.50198764447794,171.75099382223897,99,DIRECT_PAIR_SUBTRACTED_FIT_NO_SEPARATE_FK_MINUS_FREF
PASS_FIT,hk+inv_sqrt+inv,25,99,75,6,0.0018333687216426523,-0.5869208675109842,0.055897522055084276,32.73989007613362,3.2418862772074055,-169.79933201203278,17.4134894219529,655.0758018669471,68.36293081922973,-1550.1176144474762,164.24218830078226,1312.4750635725227,143.43676391349788,4_1,0_1,655.0758018669471,327.53790093347357,99,DIRECT_PAIR_SUBTRACTED_FIT_NO_SEPARATE_FK_MINUS_FREF
