normalizer,description,denominator,DeltaF_pair_raw,DeltaF_phys_cert_normalized,correction_to_leading_ratio,gate
raw,no correction normalizer,1.0,-38.1303390093567,-38.1303390093567,0.13900485184626415,FAIL_NOT_SUBLEADING
Mmax,M_max,147.0,-38.1303390093567,-0.25939006128814085,0.0009456112370494161,PASS_SUBLEADING_CORRECTION
sqrtM,sqrt(M_max),12.12435565298214,-38.1303390093567,-3.1449373559062543,0.011464926947443521,PASS_SUBLEADING_CORRECTION
Lcert,certified length,16.371637,-38.1303390093567,-2.3290486473256586,0.008490589661025599,PASS_SUBLEADING_CORRECTION
Lcert2,certified length squared,268.030498059769,-38.1303390093567,-0.1422611952198585,0.0005186158025019488,PASS_SUBLEADING_CORRECTION
Lcert3,certified length cubed,4388.098019163743,-38.1303390093567,-0.008689491174270385,3.167769982329494e-05,PASS_SUBLEADING_CORRECTION
NsoftV,N_soft V_soft,16.755160819145562,-38.1303390093567,-2.2757369756658163,0.008296240981908568,PASS_SUBLEADING_CORRECTION
NsoftV_Lcert,N_soft V_soft L_cert,274.30941080767377,-38.1303390093567,-0.13900485184626415,0.0005067447428689367,PASS_SUBLEADING_CORRECTION
leading_full_cert,full leading bracket term NsoftV L_cert,274.30941080767377,-38.1303390093567,-0.13900485184626415,0.0005067447428689367,PASS_SUBLEADING_CORRECTION
leading_half_cert,half leading term,137.15470540383689,-38.1303390093567,-0.2780097036925283,0.0010134894857378733,PASS_SUBLEADING_CORRECTION
M_Lcert,M_max L_cert,2406.630639,-38.1303390093567,-0.01584386834915414,5.7759113340310194e-05,PASS_SUBLEADING_CORRECTION
sqrtM_Lcert,sqrt(M_max) L_cert,198.49554960952156,-38.1303390093567,-0.19209669478417185,0.0007002920323388262,PASS_SUBLEADING_CORRECTION
M_Lcert2,M_max L_cert^2,39400.48321478604,-38.1303390093567,-0.0009677632327881531,3.527998656475843e-06,PASS_SUBLEADING_CORRECTION
