normalizer,n_runs,n_valid,pass_count,pass_fraction,alpha_inv_blind_v13_mean,alpha_inv_blind_v13_std,alpha_inv_blind_v13_span,alpha_inv_blind_v13_cv_abs,abs_correction_ratio_mean,abs_correction_ratio_max,DeltaF_phys_cert_mean,DeltaF_phys_cert_std,stability_gate
raw,4,4,0,0.0,84.86815429949914,24.84652909715243,56.8455915580674,0.2927662242950306,0.38122316657227157,0.6235769327189793,-104.5731022086755,49.69305819430486,FAIL_CERTIFIED_STABILITY_GATE
Mmax,4,4,4,1.0,137.1035944056899,0.02428790723084055,0.05556753817992899,0.00017715003998343447,0.0003726521667373133,0.0006095571189823844,-0.10222199629391543,0.04857581446168607,PASS_CERTIFIED_STABLE_NORMALIZER
sqrtM,4,4,4,1.0,135.51995226754852,0.7768334401402208,1.7772927668967782,0.00573224405072522,0.011919045223239012,0.019496301151040247,-3.269506272576712,1.5536668802804297,PASS_CERTIFIED_STABLE_NORMALIZER
Lcert,4,4,4,1.0,133.96097767188573,1.5176569757289755,3.472199607044047,0.011329097488719544,0.023285586320553747,0.038088856521738136,-6.387455463902327,3.03531395145793,FAIL_CERTIFIED_STABILITY_GATE
Lcert2,4,4,4,1.0,136.9596285320524,0.09270038028138777,0.21208628111187977,0.00067684456562098,0.00142231264476202,0.002326514845261847,-0.390153743568974,0.185400760562791,PASS_CERTIFIED_STABLE_NORMALIZER
Lcert3,4,4,4,1.0,137.14278986528785,0.005662254805761653,0.012954494477980916,4.128729487947236e-05,8.68766296713041e-05,0.0001421064274306746,-0.0238310770980919,0.011324509611518447,PASS_CERTIFIED_STABLE_NORMALIZER
NsoftV,4,4,4,1.0,134.034081754281,1.4829179716831566,3.3927213335435056,0.011063738060307133,0.02275258176792076,0.03721700671511543,-6.241247299111763,2.9658359433663124,FAIL_CERTIFIED_STABILITY_GATE
NsoftV_Lcert,4,4,4,1.0,136.96409382055074,0.09057847860193514,0.20723164907354885,0.0006613301053968958,0.0013897560621409307,0.002273261172057225,-0.38122316657227157,0.1811569572038711,PASS_CERTIFIED_STABLE_NORMALIZER
leading_full_cert,4,4,4,1.0,136.96409382055074,0.09057847860193514,0.20723164907354885,0.0006613301053968958,0.0013897560621409307,0.002273261172057225,-0.38122316657227157,0.1811569572038711,PASS_CERTIFIED_STABLE_NORMALIZER
leading_half_cert,4,4,4,1.0,136.7734822372646,0.18115695720387306,0.4144632981470977,0.001324503509310491,0.0027795121242818613,0.00454652234411445,-0.7624463331445431,0.3623139144077422,PASS_CERTIFIED_STABLE_NORMALIZER
M_Lcert,4,4,4,1.0,137.15158348034524,0.0014835356556540844,0.0033941345132575407,1.0816759223685413e-05,2.2762058964373165e-05,3.723250881890336e-05,-0.0062438469832867315,0.0029670713112980745,PASS_CERTIFIED_STABLE_NORMALIZER
sqrtM_Lcert,4,4,4,1.0,137.0548526440739,0.04744995507414226,0.10855925811796396,0.0003462114194334143,0.0007280301428158354,0.0011908583821544692,-0.19970551952603838,0.09489991014829058,PASS_CERTIFIED_STABLE_NORMALIZER
M_Lcert2,4,4,4,1.0,137.15451471285763,9.061620751025249e-05,0.00020731796786321866,6.606870193078494e-07,1.390334941116344e-06,2.2742080598845034e-06,-0.0003813819585229462,0.00018123241501739103,PASS_CERTIFIED_STABLE_NORMALIZER
