normalizer,description,denominator,DeltaF_pair_raw,DeltaF_phys_cert_normalized,correction_to_leading_ratio,gate
raw,no correction normalizer,1.0,404.39545622765297,404.39545622765297,1.474231070078694,FAIL_NOT_SUBLEADING
Mmax,M_max,99.0,404.39545622765297,4.0848025881581105,0.014891222930087817,PASS_SUBLEADING_CORRECTION
sqrtM,sqrt(M_max),9.9498743710662,404.39545622765297,40.64327258277927,0.1481657973859141,FAIL_NOT_SUBLEADING
Lcert,certified length,16.371637,404.39545622765297,24.700978663749567,0.09004787182116815,FAIL_NOT_SUBLEADING
Lcert2,certified length squared,268.030498059769,404.39545622765297,1.5087665737854783,0.005500236281879946,PASS_SUBLEADING_CORRECTION
Lcert3,certified length cubed,4388.098019163743,404.39545622765297,0.09215734344619772,0.00033596128975251193,PASS_SUBLEADING_CORRECTION
NsoftV,N_soft V_soft,16.755160819145562,404.39545622765297,24.13557593344994,0.08798668577350445,FAIL_NOT_SUBLEADING
NsoftV_Lcert,N_soft V_soft L_cert,274.30941080767377,404.39545622765297,1.474231070078694,0.005374336468216615,PASS_SUBLEADING_CORRECTION
leading_full_cert,full leading bracket term NsoftV L_cert,274.30941080767377,404.39545622765297,1.474231070078694,0.005374336468216615,PASS_SUBLEADING_CORRECTION
leading_half_cert,half leading term,137.15470540383689,404.39545622765297,2.948462140157388,0.01074867293643323,PASS_SUBLEADING_CORRECTION
M_Lcert,M_max L_cert,1620.7920629999999,404.39545622765297,0.2495048349873694,0.0009095744628400825,PASS_SUBLEADING_CORRECTION
sqrtM_Lcert,sqrt(M_max) L_cert,162.89573139869913,404.39545622765297,2.4825417630979274,0.00905015163638884,PASS_SUBLEADING_CORRECTION
M_Lcert2,M_max L_cert^2,26535.01930791713,404.39545622765297,0.015240066401873519,5.555794224121158e-05,PASS_SUBLEADING_CORRECTION
