normalizer,n_runs,n_valid,pass_count,pass_fraction,alpha_inv_blind_v13_mean,alpha_inv_blind_v13_std,alpha_inv_blind_v13_span,alpha_inv_blind_v13_cv_abs,abs_correction_ratio_mean,abs_correction_ratio_max,DeltaF_phys_cert_mean,DeltaF_phys_cert_std,stability_gate
raw,32,32,0,0.0,811.1379218497668,1481.2900941787782,6063.751735723195,1.826187697895762,5.31011916568082,42.809576969366866,1347.9664328918598,2962.580188357557,FAIL_CERTIFIED_STABILITY_GATE
Mmax,32,32,25,0.78125,144.9014124143335,16.526066733529834,64.12149599002495,0.11405041854440263,0.0606333150582324,0.45062712599333543,15.493414020993256,33.05213346705967,FAIL_CERTIFIED_STABILITY_GATE
sqrtM,32,32,6,0.1875,209.35053146827818,156.25451747383204,623.5053086951438,0.7463774578356325,0.5668433688903219,4.392169923249359,144.39165212888258,312.5090349476641,FAIL_CERTIFIED_STABILITY_GATE
Lcert,32,32,13,0.40625,178.32244058181146,90.4790458143421,370.38151626029793,0.5073901272276036,0.3243486992584077,2.614862335963524,82.33547035594913,180.9580916286842,FAIL_CERTIFIED_STABILITY_GATE
Lcert2,32,32,28,0.875,139.66928199614557,5.526572926967664,22.623364802206282,0.039568993611066035,0.019811622946343588,0.15971905167232356,5.029153184617343,11.053145853935328,FAIL_CERTIFIED_STABILITY_GATE
Lcert3,32,32,32,1.0,137.30829887725122,0.33756996487081253,1.3818633287683042,0.0024584818807826627,0.0012101186305525581,0.009755838812717603,0.3071869468286734,0.6751399297416213,PASS_CERTIFIED_STABLE_NORMALIZER
NsoftV,32,32,13,0.40625,177.3801155757161,88.40799024060442,361.90352340840263,0.49840981303717086,0.3169243926094177,2.555008419880387,80.45082034375841,176.8159804812088,FAIL_CERTIFIED_STABILITY_GATE
NsoftV_Lcert,32,32,28,0.875,139.61172360988917,5.40007027034648,22.1055184285116,0.038679203513278415,0.01935813703965081,0.15606309985253072,4.91403641210457,10.800140540692958,FAIL_CERTIFIED_STABILITY_GATE
leading_full_cert,32,32,28,0.875,139.61172360988917,5.40007027034648,22.1055184285116,0.038679203513278415,0.01935813703965081,0.15606309985253072,4.91403641210457,10.800140540692958,FAIL_CERTIFIED_STABILITY_GATE
leading_half_cert,32,32,27,0.84375,142.06874181594145,10.80014054069296,44.21103685702323,0.07602052642012687,0.03871627407930162,0.31212619970506145,9.82807282420914,21.600281081385916,FAIL_CERTIFIED_STABILITY_GATE
M_Lcert,32,32,32,1.0,137.62788392657694,1.0094327606658933,3.9166209212936565,0.007334507600250653,0.00370355848094069,0.027524866694352886,0.9463570454801346,2.0188655213317808,PASS_CERTIFIED_STABLE_NORMALIZER
sqrtM_Lcert,32,32,27,0.84375,141.5645164730929,9.544220744317263,38.08448163706194,0.06741958353759735,0.03462349970808186,0.2682792150381394,8.819622138512024,19.088441488634526,FAIL_CERTIFIED_STABILITY_GATE
M_Lcert2,32,32,32,1.0,137.18360773796144,0.061657411575025196,0.23923208908760785,0.0004494517427533972,0.00022621796958610126,0.0016812531754981427,0.057804668249127104,0.12331482315004788,PASS_CERTIFIED_STABLE_NORMALIZER
