knot,id,conway,L_database,D_database,raw_spectrum_file,n_eigenvalues,min_eig,max_eig,S_all,boundary_nodes,selected_nodes,tube_radius,outer_radius,screening_mu,n_center,n_theta,n_sphere,boundary_subspace,operator_backend,scipy
0_1,0:1:1,0,6.283185,1.0,raw_spectrum_0_1.npy,639,0.8084312540711205,1.0000167248463396,2.745218565660435,640,640,0.008244346162212528,0.603047362318219,1.658244546756371,48,8,256,all,BEM_V5_SOFT_INDEX_HEAT_KERNEL,True
3_1,3:1:1,3,16.371637,1.0,raw_spectrum_3_1.npy,639,0.8084616826743481,1.0000740027180368,2.800277583865002,640,640,0.006141957654865265,0.3737063796576676,2.675897588144057,48,8,256,all,BEM_V5_SOFT_INDEX_HEAT_KERNEL,True
4_1,4:1:1,2 2,21.043322,1.0,raw_spectrum_4_1.npy,639,0.8085017906285726,1.0002647477187787,2.7984879443364328,640,640,0.004790430653390923,0.30550691218470727,3.273248362365717,48,8,256,all,BEM_V5_SOFT_INDEX_HEAT_KERNEL,True
