mesh_label,component_id,vertices,faces,watertight,volume,surface_area,center_x,center_y,center_z,extent_x,extent_y,extent_z,pca_val_1,pca_val_2,pca_val_3,normal_x,normal_y,normal_z,normal_dot_axle_axis,normal_angle_to_axle_deg
gear_stl,1,42619,85238,YES,15723.9653537,8717.64273557,-5.07813777529,-8.77154752073,-0.0334927549652,52.8181304932,56.8221302032,45.4024124146,223.028042149,210.142367373,20.4355922772,0.578305198201,-0.339052953791,0.742028430897,0.742117750497,42.0878707541
gear_stl,2,42619,85238,YES,15723.9653132,8717.64273989,-5.0573141139,8.7835701399,-0.0334927371397,52.541261673,57.0747680664,45.4024124146,223.028042118,210.1423674,20.4355922664,-0.582781070337,-0.331300515793,0.742028430919,0.741768242932,42.1177386371
gear_stl,3,42619,85238,YES,15723.9653204,8717.6427524,10.1354519101,-0.0120225536927,-0.0334927569362,57.3315353394,49.6145648956,45.4024124146,223.028042068,210.142367434,20.4355922821,0.00447587205341,0.67035346956,0.742028431004,0.742199126325,42.0809141423
