knot,id,conway,L_database,D_database,raw_spectrum_file,n_eigenvalues,min_eig,max_eig,S_all,boundary_nodes,selected_nodes,tube_radius,outer_radius,screening_mu,n_center,n_theta,n_sphere,boundary_subspace,operator_backend,scipy
0_1,0:1:1,0,6.283185307179586,1.0,raw_spectrum_0_1.npy,47,0.8069715872752824,0.9999992905228182,1.60383322043623,48,48,0.04616525305762805,0.5280590493711786,1.8937276071507843,10,3,18,all,BEM_V5_SOFT_INDEX_HEAT_KERNEL,True
3_1,3:1:1,3,16.371637,1.0,raw_spectrum_3_1.npy,47,0.8072544549378196,1.000919174172594,1.5365062557168838,48,48,0.010158395848730942,0.2997407436367084,3.336216451147594,10,3,18,all,BEM_V5_SOFT_INDEX_HEAT_KERNEL,True
4_1,4:1:1,2 2,21.043322,1.0,raw_spectrum_4_1.npy,47,0.807213825507997,1.0020655415831736,1.5284202602206258,48,48,0.008382416344413869,0.2644288608427704,3.7817354611477176,10,3,18,all,BEM_V5_SOFT_INDEX_HEAT_KERNEL,True
