s_m,x_m,y_m,z_m,kappa_m_inv,tau_m_inv,phi_integrated_rad,phi_pt_rad
0.0000000000000000e+00,1.2877489972338780e-15,1.4599230796244901e-14,-6.5020692122711492e-15,1.1772004155448486e+14,7.3014578071475290e+15,0.0000000000000000e+00,0.0000000000000000e+00
5.3464470366107037e-17,1.2458092964075213e-15,1.4597940877921002e-14,-6.4689354355169624e-15,1.1828511850076758e+14,7.2993653375162860e+15,3.9036857455961993e-01,5.6299053176789293e-03
1.0692894073221407e-16,1.2039347699444397e-15,1.4596325589574706e-14,-6.4357335615953839e-15,1.1881671076532491e+14,7.2814771778601990e+15,7.8062527633864831e-01,1.3336260871934957e-02
1.6039341109832111e-16,1.1621287060019443e-15,1.4594383875586756e-14,-6.4024629687315943e-15,1.1280000070389314e+14,7.2709946112148040e+15,1.1699255971358398e+00,1.7501853690216507e-02
2.1385788146442815e-16,1.1203939867153618e-15,1.4592114707081098e-14,-6.3691235975333935e-15,1.2617943575505530e+14,3.1763269546142641e+13,1.5586654730592575e+00,1.9502902205260408e-02
2.6732235183053521e-16,1.0787329362281649e-15,1.4589517414388062e-14,-6.3357161061153865e-15,1.2001065169824006e+14,2.3157750061239691e+13,1.5603636794426381e+00,1.9454990709767639e-02
3.2078682219664222e-16,1.0371473931306797e-15,1.4586591412810431e-14,-6.3022417789236625e-15,1.2026665443563506e+14,3.7570587244664023e+12,1.5616017962845330e+00,1.7830973660547311e-02
3.7425129256274923e-16,9.9563881863019664e-16,1.4583336182922952e-14,-6.2687023828193927e-15,1.2045575177613847e+14,6.8274860792261328e+11,1.5618026654393709e+00,1.5376565557536637e-02
4.2771576292885629e-16,9.5420846634564609e-16,1.4579751275163756e-14,-6.2350999480607676e-15,1.2057604103551339e+14,7.0860319929959434e+12,1.5618391682320869e+00,1.2986527137723414e-02
4.8118023329496335e-16,9.1285758688834116e-16,1.4575836327318434e-14,-6.2014365088489619e-15,1.2063470142254144e+14,2.2481989278546395e+13,1.5622180191795896e+00,1.1561145015625662e-02
5.3464470366107042e-16,8.7158762654459839e-16,1.4571591119362949e-14,-6.1677138503343716e-15,1.2062106192960470e+14,4.5048198177031781e+13,1.5634200068291437e+00,1.1863756331954356e-02
5.8810917402717738e-16,8.3040038495832573e-16,1.4567015665819969e-14,-6.1339333024230952e-15,1.2051568128199241e+14,7.1957726601050250e+13,1.5658284848856261e+00,1.4404586134653119e-02
6.4157364439328444e-16,7.8929810381461143e-16,1.4562110339123580e-14,-6.1000956120670040e-15,1.2029164058390225e+14,9.9854005103851984e+13,1.5696756666271006e+00,1.9371385420017262e-02
6.9503811475939150e-16,7.4828347006172202e-16,1.4556876011277465e-14,-6.0662009124382133e-15,1.1991710976885348e+14,1.2537900942085939e+14,1.5750143081239125e+00,2.6617102183930541e-02
7.4850258512549846e-16,7.0735953151521642e-16,1.4551314196163159e-14,-6.0322487913761446e-15,1.1936051167138202e+14,1.4569623348152722e+14,1.5817176304576259e+00,3.5702548007829904e-02
8.0196705549160553e-16,6.6652953763477066e-16,1.4545427171965595e-14,-5.9982384451189481e-15,1.1859681652163019e+14,1.5893657705272781e+14,1.5895072024150525e+00,4.5981846544385530e-02
8.5543152585771259e-16,6.2579673153135417e-16,1.4539218062888120e-14,-5.9641688891417866e-15,1.1761398312736762e+14,1.6450062612385219e+14,1.5980046623289785e+00,5.6712951409294998e-02
