E,R_over_a,C_mm,C_ml,C_ll,lambda_min,lambda_max,sector_nm,sector_nl,action_bem,action_pressure,action_total,pressure_Ep,d_action_bem_dlogE,d2_action_bem_dlogE2,d_action_pressure_dlogE,d2_action_pressure_dlogE2,d_action_total_dlogE,d2_action_total_dlogE2,d_lambda_min_dlogE,d2_lambda_min_dlogE2
29.999999999999996,29.999999999999996,317.68579461409286,157.18941425154415,430.39307399934177,207.05367246053567,541.025196152899,2,3,3515.2769077344888,2.2134953581749564,3517.4904030926637,274.30941080767377,-0.4297673084234619,0.34791579057468547,-0.9985958434037879,0.002260896626083365,-1.4283631518250528,0.3501766871742607,-0.14206454400691224,0.11338811215223166
31.434061253683986,31.434061253683986,317.67611214365513,157.1894914897089,430.3928148140956,207.04703880259206,541.0218881551586,2,3,3515.256839888994,2.1668662481788066,3517.4237061371728,274.30941080767377,-0.41352149308659136,0.5082974384413674,-0.9984902715669293,0.003561330972502219,-1.4120117646525614,0.5118587693828491,-0.13676992277578393,0.1657908433834736
32.93667356334522,32.93667356334522,317.66712987899876,157.18955592144937,430.3925986539985,207.04089960590102,541.0188289270963,2,3,3515.2382892296873,2.120246997468225,3517.3585362271556,274.30941080767377,-0.3822977393792826,0.6427399345404337,-0.9982632530074902,0.005227298263315916,-1.3805609923874727,0.6479672328627171,-0.12658144436545626,0.20997439404402662
34.511113809426234,34.511113809426234,317.658798341334,157.1896096639775,430.3924183741829,207.0352174433669,541.01599927215,2,3,3515.2211373503565,2.0736390885885214,3517.294776438945,274.30941080767377,-0.3534964262798894,0.5931504060974748,-0.9980020975627752,0.006013329509212184,-1.3514985238361987,0.5991637356387933,-0.11716054991302371,0.1942241678307377
36.16081551394546,36.16081551394546,317.65107171459306,157.1896544844967,430.3922680201973,207.02995805791602,541.0133816768744,2,3,3515.2052764270547,2.0270442270160243,3517.232320654071,274.30941080767377,-0.3269038065627683,0.5478822095942091,-0.9977016720536334,0.006917556635482214,-1.324605478614103,0.5547997661011088,-0.10844297494259081,0.17977786365398374
37.88937632828426,37.88937632828426,317.6439075195709,157.1896918583064,430.39214262806667,207.02509002407047,541.0109601235671,2,3,3515.1906080152803,1.9804643746803243,3517.1710723899605,274.30941080767377,-0.3023300610584556,0.506458960424383,-0.9973560714223879,0.007957752811162067,-1.2996861324863858,0.5144167133127695,-0.10037121149434824,0.16650048330839173
39.7005658789057,39.7005658789057,317.6372663261103,157.18972301715704,430.3920380584479,207.0205844553878,541.0087199291704,2,3,3515.1770420181783,1.933901788527269,3517.1109438067056,274.30941080767377,-0.2796059317915933,0.4684705937935192,-0.9969585026651266,0.009154363764466211,-1.2765644344472094,0.47762495760211365,-0.0928936024874929,0.154274920505733
41.59833398811458,41.59833398811458,317.6311114979287,157.1897489895249,430.39195085891856,207.01641475061137,541.0066476062359,2,3,3515.1644957981403,1.8873590648806897,3517.051854863021,274.30941080767377,-0.25857989527867176,0.43356279335478254,-0.9965011513108379,0.010530909657521903,-1.2550810465909308,0.44409370284990324,-0.08596357644273667,0.1429992064425295
43.58681928778662,43.58681928778662,317.6254089655307,157.18977063418077,430.3918781495209,207.01255637257913,541.0047307424725,2,3,3515.15289340899,1.8408391904748276,3516.993732599465,274.30941080767377,-0.23911578291881597,0.40142823078316336,-0.9959750278228796,0.012114447390137784,-1.2350908107473515,0.4135426782251894,-0.07953899907988671,0.13258421289369904
45.67035824485131,45.67035824485131,317.6201270233543,157.18978866818512,430.39181752755496,207.00898665492767,541.0029578959816,2,3,3515.1421649298168,1.7943456011605277,3516.936510530977,274.30941080767377,-0.22109077242203057,0.371799287585989,-0.9953697909038652,0.013936102420764485,-1.216460563322471,0.3857353900949736,-0.07358162254695344,0.12295173128976211
47.85349461821156,47.85349461821156,317.6152361478866,157.18980369024752,430.39176698832944,207.005684632437,541.0013185037791,2,3,3515.1322458847408,1.747882249439108,3516.88012813418,274.30941080767377,-0.20439368790539447,0.3444419866208568,-0.994673544230718,0.01603168055691917,-1.1990672321335296,0.36047366708278616,-0.06805661641146799,0.11403286247448285
50.140989367723286,50.140989367723286,317.6107088339722,157.18981620022564,430.3917248591538,207.00263089153526,540.9998028015907,2,3,3515.1230767354905,1.7014536821513284,3516.8245304176417,274.30941080767377,-0.18892355805292027,0.31915092537942513,-0.9938726026248439,0.01844237174177188,-1.1827961606832105,0.33759329719077513,-0.06293216726908213,0.1057666641203876
52.53783103684438,52.53783103684438,317.6065194469512,157.1898266154075,430.391689744331,206.99980743803593,540.9984017532463,2,3,3515.114602435837,1.6550651298484866,3516.7696675656853,274.30941080767377,-0.17458838938910048,0.29574503589550605,-0.9929512230610129,0.021215559669766293,-1.1675396124410327,0.3169605956337094,-0.05817913605187641,0.09809901185607206
55.04924663159554,55.04924663159554,317.6026440886063,157.1898352841099,430.39166047929893,206.99719757964567,540.9971069882596,2,3,3515.1067720387173,1.6087226096022877,3516.7154946483197,274.30941080767377,-0.16130412041820819,0.2740640255079887,-0.9918912952280508,0.024405753143131648,-1.153195415645314,0.2984697785732866,-0.05377076399554426,0.09098163881210786
