normalizer,description,denominator,DeltaF_pair_raw,DeltaF_phys_cert_normalized,correction_to_leading_ratio,gate
raw,no correction normalizer,1.0,2.283235132960739e-10,2.283235132960739e-10,8.323575652173235e-13,PASS_SUBLEADING_CORRECTION
Mmax,M_max,143.0,2.283235132960739e-10,1.59666792514737e-12,5.8206822742470174e-15,PASS_SUBLEADING_CORRECTION
sqrtM,sqrt(M_max),11.958260743101398,2.283235132960739e-10,1.9093371369058954e-11,6.960523633819427e-14,PASS_SUBLEADING_CORRECTION
Lcert,certified length,16.371637,2.283235132960739e-10,1.3946284864248694e-11,5.084143786093739e-14,PASS_SUBLEADING_CORRECTION
Lcert2,certified length squared,268.030498059769,2.283235132960739e-10,8.518564676366018e-13,3.105458413287406e-15,PASS_SUBLEADING_CORRECTION
Lcert3,certified length cubed,4388.098019163743,2.283235132960739e-10,5.203245513179909e-14,1.8968527174694906e-16,PASS_SUBLEADING_CORRECTION
NsoftV,N_soft V_soft,16.755160819145562,2.283235132960739e-10,1.3627055911941844e-11,4.967768284660188e-14,PASS_SUBLEADING_CORRECTION
NsoftV_Lcert,N_soft V_soft L_cert,274.30941080767377,2.283235132960739e-10,8.323575652173235e-13,3.0343748060503596e-15,PASS_SUBLEADING_CORRECTION
leading_full_cert,full leading bracket term NsoftV L_cert,274.30941080767377,2.283235132960739e-10,8.323575652173235e-13,3.0343748060503596e-15,PASS_SUBLEADING_CORRECTION
leading_half_cert,half leading term,137.15470540383689,2.283235132960739e-10,1.664715130434647e-12,6.068749612100719e-15,PASS_SUBLEADING_CORRECTION
M_Lcert,M_max L_cert,2341.144091,2.283235132960739e-10,9.752646758215869e-14,3.555345304960656e-16,PASS_SUBLEADING_CORRECTION
sqrtM_Lcert,sqrt(M_max) L_cert,195.77630403740633,2.283235132960739e-10,1.1662469287010795e-12,4.251574618848089e-15,PASS_SUBLEADING_CORRECTION
M_Lcert2,M_max L_cert^2,38328.36122254697,2.283235132960739e-10,5.957038235220992e-15,2.171649240061123e-17,PASS_SUBLEADING_CORRECTION
