quantity,value,unit
constants_source,fallback canonical constants,
v_swirl_m_s,1093845.63,m s^-1
n_points,240,
n_line_m_inv,500000.0,m^-1
q0_m_inv,1570796.3267948965,m^-1
A,0.9191997995153954,
q_edge_m_inv,3133418.750944695,m^-1
xi_m,3.0801702311766075e-06,m
B,0.02898233358636851,
ell_fit,1.994796331958723,
x1_m,1.0026086212200759e-06,m
f_edge_Hz,545499812613.26953,Hz
rmse,0.01339437438109459,
r2,0.9975436478987615,
fit_method,scipy.curve_fit,
