knot,id,conway,L_database,D_database,raw_spectrum_file,n_eigenvalues,min_eig,max_eig,S_all,boundary_nodes,selected_nodes,tube_radius,outer_radius,screening_mu,n_center,n_theta,n_sphere,boundary_subspace,operator_backend,scipy
0_1,0:1:1,0,6.283185,1.0,raw_spectrum_0_1.npy,83,0.8056306320008991,1.0000205153297084,1.9412823383162132,84,84,0.04461417740335959,0.5345651974427338,1.8706792076697563,12,4,36,all,BEM_V5_SOFT_INDEX_HEAT_KERNEL,True
3_1,3:1:1,3,16.371637,1.0,raw_spectrum_3_1.npy,83,0.8059505326621508,1.0037249361114007,1.8511996033739766,84,84,0.01050202916793687,0.2827838932852324,3.5362692987303257,12,4,36,all,BEM_V5_SOFT_INDEX_HEAT_KERNEL,True
4_1,4:1:1,2 2,21.043322,1.0,raw_spectrum_4_1.npy,83,0.749862416574977,1.209419942899097,1.8942288577507616,84,84,0.00853328930435557,0.2517690405188393,3.9718942326634967,12,4,36,all,BEM_V5_SOFT_INDEX_HEAT_KERNEL,True
