knot,reference,M,S_M_knot,S_M_reference,DeltaS_M,alpha_inv_pred_blind_M
3_1,0_1,1,0.21573291222726096,0.21612991446638827,-0.0003970022391273087,-0.00019850111956365435
3_1,0_1,2,0.4313943830950281,0.4322192116151273,-0.0008248285200991856,-0.0004124142600495928
3_1,0_1,3,0.6458533893521873,0.6466947361123544,-0.0008413467601671165,-0.00042067338008355826
3_1,0_1,4,0.8173518811229563,0.811268436567512,0.006083444555444295,0.0030417222777221475
3_1,0_1,5,0.899907940968769,0.8937966452804342,0.006111295688334795,0.0030556478441673973
3_1,0_1,6,0.9818823633426305,0.9758967423867853,0.005985620955845206,0.002992810477922603
3_1,0_1,7,1.0638278270483823,1.057973105914426,0.005854721133956353,0.0029273605669781766
3_1,0_1,8,1.1455818225207062,1.1397401996622831,0.005841622858423046,0.002920811429211523
3_1,0_1,9,1.2264989735550957,1.2205963011332746,0.005902672421821187,0.0029513362109105934
3_1,0_1,10,1.2663959620377656,1.260505841191325,0.005890120846440583,0.0029450604232202915
3_1,0_1,11,1.3055474038963284,1.2996675844576844,0.005879819438644018,0.002939909719322009
3_1,0_1,12,1.3445934419381695,1.3387232788305337,0.005870163107635884,0.002935081553817942
3_1,0_1,13,1.3828466618139175,1.376998653184651,0.005848008629266488,0.002924004314633244
3_1,0_1,14,1.420802246377708,1.4149821472928783,0.005820099084829611,0.0029100495424148054
3_1,0_1,15,1.4582030631448955,1.4523986367485888,0.005804426396306628,0.002902213198153314
3_1,0_1,16,1.4951600869056694,1.4893629193953528,0.005797167510316559,0.0028985837551582794
3_1,0_1,17,1.5181342540858689,1.5123392210528515,0.005795033033017427,0.0028975165165087136
3_1,0_1,18,1.5403628222315418,1.5345722007281444,0.005790621503397375,0.0028953107516986876
3_1,0_1,19,1.5620709643390776,1.5562834925652942,0.005787471773783359,0.0028937358868916796
3_1,0_1,20,1.583416694307206,1.5776313398776276,0.005785354429578504,0.002892677214789252
3_1,0_1,21,1.6044656606009433,1.5986812261493173,0.005784434451626019,0.0028922172258130097
