normalizer,n_runs,n_valid,pass_count,pass_fraction,alpha_inv_blind_v13_mean,alpha_inv_blind_v13_std,alpha_inv_blind_v13_span,alpha_inv_blind_v13_cv_abs,abs_correction_ratio_mean,abs_correction_ratio_max,DeltaF_phys_cert_mean,DeltaF_phys_cert_std,stability_gate
raw,4,4,0,0.0,192.83871659045113,289.66879338395904,642.7175769716534,1.502129854966597,1.3498270034454878,3.511642352790722,111.36802237322851,579.3375867679181,FAIL_CERTIFIED_STABILITY_GATE
Mmax,4,4,4,1.0,137.2091374773331,0.28315620076633086,0.6282674261697423,0.0020636832646303035,0.0013194789867502325,0.0034326904719361897,0.10886414699240327,0.5663124015326667,PASS_CERTIFIED_STABLE_NORMALIZER
sqrtM,4,4,3,0.75,138.89568104682363,9.05657302820277,20.094738561077094,0.06520413709012073,0.04220270568096736,0.10979244621226132,3.4819512859734845,18.113146056405533,FAIL_CERTIFIED_STABILITY_GATE
Lcert,4,4,2,0.5,140.55595423354245,17.69333105687349,39.25799093710994,0.12588104967417404,0.08244911632511079,0.2144954931990443,6.802497659411121,35.386662113746965,FAIL_CERTIFIED_STABILITY_GATE
Lcert2,4,4,4,1.0,137.36245792300804,1.0807307208725447,2.3979270330212046,0.007867729925729029,0.005036094822106719,0.013101652156045501,0.4155050383422942,2.161461441745072,PASS_CERTIFIED_STABLE_NORMALIZER
Lcert3,4,4,4,1.0,137.16739518673222,0.06601237987822739,0.14646837289521386,0.0004812541623930507,0.0003076109507013086,0.000800265248737527,0.025379565790659427,0.13202475975646616,PASS_CERTIFIED_STABLE_NORMALIZER
NsoftV,4,4,2,0.5,140.47810001566216,17.28833262244575,38.35937977015665,0.12306781356324041,0.08056186496897635,0.20958571455656133,6.646789223650543,34.576665244891494,FAIL_CERTIFIED_STABILITY_GATE
NsoftV_Lcert,4,4,4,1.0,137.35770249031182,1.0559929115485347,2.3430387425617027,0.007687904590738306,0.004920819156262526,0.012801756755085722,0.4059941729498732,2.1119858230970734,PASS_CERTIFIED_STABLE_NORMALIZER
leading_full_cert,4,4,4,1.0,137.35770249031182,1.0559929115485347,2.3430387425617027,0.007687904590738306,0.004920819156262526,0.012801756755085722,0.4059941729498732,2.1119858230970734,PASS_CERTIFIED_STABLE_NORMALIZER
leading_half_cert,4,4,4,1.0,137.56069957678676,2.1119858230970694,4.6860774851234055,0.015353119238232378,0.009841638312525052,0.025603513510171445,0.8119883458997464,4.223971646194147,FAIL_CERTIFIED_STABILITY_GATE
M_Lcert,4,4,4,1.0,137.15803018275153,0.017295533779934355,0.038375357709782065,0.0001260993159269604,8.059542162767429e-05,0.00020967301387980872,0.0066495578293363855,0.03459106755986996,PASS_CERTIFIED_STABLE_NORMALIZER
sqrtM_Lcert,4,4,4,1.0,137.26104636674648,0.5531867722331519,1.2274116852870236,0.004030180352516747,0.002577793881025298,0.006706259503082149,0.21268192581923753,1.1063735444662948,PASS_CERTIFIED_STABLE_NORMALIZER
M_Lcert2,4,4,4,1.0,137.1549084854783,0.0010564327672274534,0.0023440146950406415,7.702478743874532e-06,4.9228688388139976e-06,1.2807089106593843e-05,0.0004061632828370422,0.0021128655344526607,PASS_CERTIFIED_STABLE_NORMALIZER
