run_id,returncode,run_dir,h,Rinv,n_center,n_theta,n_sphere,tube_fraction,outer_factor,L_cert_target_database,L_v8_geom_raw_if_available,delta_L_v8_geom_minus_cert,scale_geom_to_cert,target,reference,normalizer,L_cert_target,NsoftV,leading_full_cert,leading_half_alpha_inv_cert,DeltaF_pair_raw,normalizer_denominator,DeltaF_phys_cert_normalized,finite_correction_half_cert,alpha_inv_pred_blind_v13,correction_to_leading_ratio,subleading_threshold,gate,status
g001_nc64_nt10_ns384_tf0p28_of4p0,0,outputs_routeB_BEM_v14_stageD\grids\D3_ultra_tube_anchored\runs\g001_nc64_nt10_ns384_tf0p28_of4p0,0.015625,0.25,64,10,384,0.28,4.0,16.371637,16.372460337048228,0.0008233370482280122,0.999949712075566,3_1,0_1,raw,16.371637,16.755160819145562,274.30941080767377,137.15470540383689,-322.1586091820108,1.0,-322.1586091820108,-161.0793045910054,-23.924599187168525,1.1744351323326836,0.05,FAIL_NOT_SUBLEADING,ALPHA_BLIND_CERTIFIED_LENGTH_CANDIDATE_NOT_CODATA_COMPARISON
g001_nc64_nt10_ns384_tf0p28_of4p0,0,outputs_routeB_BEM_v14_stageD\grids\D3_ultra_tube_anchored\runs\g001_nc64_nt10_ns384_tf0p28_of4p0,0.015625,0.25,64,10,384,0.28,4.0,16.371637,16.372460337048228,0.0008233370482280122,0.999949712075566,3_1,0_1,Mmax,16.371637,16.755160819145562,274.30941080767377,137.15470540383689,-322.1586091820108,1023.0,-0.3149155514975668,-0.1574577757487834,136.9972476280881,0.001148030432387765,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_CERTIFIED_LENGTH_CANDIDATE_NOT_CODATA_COMPARISON
g001_nc64_nt10_ns384_tf0p28_of4p0,0,outputs_routeB_BEM_v14_stageD\grids\D3_ultra_tube_anchored\runs\g001_nc64_nt10_ns384_tf0p28_of4p0,0.015625,0.25,64,10,384,0.28,4.0,16.371637,16.372460337048228,0.0008233370482280122,0.999949712075566,3_1,0_1,sqrtM,16.371637,16.755160819145562,274.30941080767377,137.15470540383689,-322.1586091820108,31.984371183438952,-10.07237589053556,-5.03618794526778,132.1185174585691,0.036719031479374185,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_CERTIFIED_LENGTH_CANDIDATE_NOT_CODATA_COMPARISON
g001_nc64_nt10_ns384_tf0p28_of4p0,0,outputs_routeB_BEM_v14_stageD\grids\D3_ultra_tube_anchored\runs\g001_nc64_nt10_ns384_tf0p28_of4p0,0.015625,0.25,64,10,384,0.28,4.0,16.371637,16.372460337048228,0.0008233370482280122,0.999949712075566,3_1,0_1,Lcert,16.371637,16.755160819145562,274.30941080767377,137.15470540383689,-322.1586091820108,16.371637,-19.677849513888614,-9.838924756944307,127.31578064689258,0.07173596216020937,0.05,FAIL_NOT_SUBLEADING,ALPHA_BLIND_CERTIFIED_LENGTH_CANDIDATE_NOT_CODATA_COMPARISON
g001_nc64_nt10_ns384_tf0p28_of4p0,0,outputs_routeB_BEM_v14_stageD\grids\D3_ultra_tube_anchored\runs\g001_nc64_nt10_ns384_tf0p28_of4p0,0.015625,0.25,64,10,384,0.28,4.0,16.371637,16.372460337048228,0.0008233370482280122,0.999949712075566,3_1,0_1,Lcert2,16.371637,16.755160819145562,274.30941080767377,137.15470540383689,-322.1586091820108,268.030498059769,-1.2019475825104486,-0.6009737912552243,136.55373161258166,0.004381722008630498,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_CERTIFIED_LENGTH_CANDIDATE_NOT_CODATA_COMPARISON
g001_nc64_nt10_ns384_tf0p28_of4p0,0,outputs_routeB_BEM_v14_stageD\grids\D3_ultra_tube_anchored\runs\g001_nc64_nt10_ns384_tf0p28_of4p0,0.015625,0.25,64,10,384,0.28,4.0,16.371637,16.372460337048228,0.0008233370482280122,0.999949712075566,3_1,0_1,Lcert3,16.371637,16.755160819145562,274.30941080767377,137.15470540383689,-322.1586091820108,4388.098019163743,-0.07341645691939348,-0.03670822845969674,137.11799717537718,0.000267641043386834,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_CERTIFIED_LENGTH_CANDIDATE_NOT_CODATA_COMPARISON
g001_nc64_nt10_ns384_tf0p28_of4p0,0,outputs_routeB_BEM_v14_stageD\grids\D3_ultra_tube_anchored\runs\g001_nc64_nt10_ns384_tf0p28_of4p0,0.015625,0.25,64,10,384,0.28,4.0,16.371637,16.372460337048228,0.0008233370482280122,0.999949712075566,3_1,0_1,NsoftV,16.371637,16.755160819145562,274.30941080767377,137.15470540383689,-322.1586091820108,16.755160819145562,-19.227425666597657,-9.613712833298829,127.54099257053805,0.07009393374432407,0.05,FAIL_NOT_SUBLEADING,ALPHA_BLIND_CERTIFIED_LENGTH_CANDIDATE_NOT_CODATA_COMPARISON
g001_nc64_nt10_ns384_tf0p28_of4p0,0,outputs_routeB_BEM_v14_stageD\grids\D3_ultra_tube_anchored\runs\g001_nc64_nt10_ns384_tf0p28_of4p0,0.015625,0.25,64,10,384,0.28,4.0,16.371637,16.372460337048228,0.0008233370482280122,0.999949712075566,3_1,0_1,NsoftV_Lcert,16.371637,16.755160819145562,274.30941080767377,137.15470540383689,-322.1586091820108,274.30941080767377,-1.1744351323326836,-0.5872175661663418,136.56748783767054,0.00428142486571893,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_CERTIFIED_LENGTH_CANDIDATE_NOT_CODATA_COMPARISON
g001_nc64_nt10_ns384_tf0p28_of4p0,0,outputs_routeB_BEM_v14_stageD\grids\D3_ultra_tube_anchored\runs\g001_nc64_nt10_ns384_tf0p28_of4p0,0.015625,0.25,64,10,384,0.28,4.0,16.371637,16.372460337048228,0.0008233370482280122,0.999949712075566,3_1,0_1,leading_full_cert,16.371637,16.755160819145562,274.30941080767377,137.15470540383689,-322.1586091820108,274.30941080767377,-1.1744351323326836,-0.5872175661663418,136.56748783767054,0.00428142486571893,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_CERTIFIED_LENGTH_CANDIDATE_NOT_CODATA_COMPARISON
g001_nc64_nt10_ns384_tf0p28_of4p0,0,outputs_routeB_BEM_v14_stageD\grids\D3_ultra_tube_anchored\runs\g001_nc64_nt10_ns384_tf0p28_of4p0,0.015625,0.25,64,10,384,0.28,4.0,16.371637,16.372460337048228,0.0008233370482280122,0.999949712075566,3_1,0_1,leading_half_cert,16.371637,16.755160819145562,274.30941080767377,137.15470540383689,-322.1586091820108,137.15470540383689,-2.348870264665367,-1.1744351323326836,135.9802702715042,0.00856284973143786,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_CERTIFIED_LENGTH_CANDIDATE_NOT_CODATA_COMPARISON
