knot,reference,M,S_M_knot,S_M_reference,DeltaS_M,alpha_inv_pred_blind_M
K11a247,0_1,1,0.22932071380771532,0.2148918161053173,0.014428897702398025,0.007214448851199012
K11a247,0_1,2,0.4561860486471565,0.4297655884205816,0.026420460226574904,0.013210230113287452
K11a247,0_1,3,0.6792129579127913,0.6437846224864516,0.03542833542633972,0.01771416771316986
K11a247,0_1,4,0.8540479579127223,0.7711177576265413,0.08293020028618092,0.04146510014309046
K11a247,0_1,5,0.9459480256534414,0.8556656527853396,0.09028237286810181,0.045141186434050906
K11a247,0_1,6,1.0375142944567535,0.940209481938169,0.09730481251858447,0.048652406259292236
K11a247,0_1,7,1.1280671438411136,1.0246541423212767,0.1034130015198369,0.05170650075991845
K11a247,0_1,8,1.2171826621104267,1.1090305190498184,0.10815214306060827,0.05407607153030414
K11a247,0_1,9,1.30589652511297,1.1930740779731719,0.11282244713979805,0.05641122356989903
K11a247,0_1,10,1.3556178979783686,1.2357225864760812,0.11989531150228738,0.05994765575114369
K11a247,0_1,11,1.4019499542790579,1.278269253012524,0.12368070126653397,0.06184035063326698
K11a247,0_1,12,1.4471344826271684,1.320815511036523,0.12631897159064542,0.06315948579532271
K11a247,0_1,13,1.4920884693449707,1.3633552865248566,0.12873318282011414,0.06436659141005707
K11a247,0_1,14,1.5365710871279563,1.4058568189692744,0.13071426815868192,0.06535713407934096
K11a247,0_1,15,1.5806867642736255,1.4482651498615882,0.13242161441203737,0.06621080720601868
K11a247,0_1,16,1.6247629626334765,1.4906380352126614,0.13412492742081517,0.06706246371040758
K11a247,0_1,17,1.6681100526723236,1.5154632902404572,0.15264676243186637,0.07632338121593318
K11a247,0_1,18,1.7086667291585265,1.5400758609428216,0.1685908682157049,0.08429543410785245
K11a247,0_1,19,1.7416589411046677,1.5646814173766599,0.1769775237280078,0.0884887618640039
K11a247,0_1,20,1.7719441274827894,1.5892728230955573,0.18267130438723211,0.09133565219361606
K11a247,0_1,21,1.8013434647946933,1.6138542479597766,0.1874892168349167,0.09374460841745835
K11a247,0_1,22,1.8285379737711,1.6384292867864472,0.19010868698465289,0.09505434349232644
K11a247,0_1,23,1.85420895122003,1.662999335209106,0.191209616010924,0.095604808005462
K11a247,0_1,24,1.8796482974355113,1.6874302724606096,0.1922180249749017,0.09610901248745085
K11a247,0_1,25,1.9050331432282952,1.711850896044031,0.19318224718426413,0.09659112359213207
K11a247,0_1,26,1.930112040980185,1.7275506775831273,0.20256136339705777,0.10128068169852888
K11a247,0_1,27,1.955112533045339,1.7430658948729696,0.21204663817236935,0.10602331908618468
K11a247,0_1,28,1.9800537490916936,1.7585517716902361,0.2215019774014575,0.11075098870072875
K11a247,0_1,29,2.0048878102065304,1.7740115704108308,0.2308762397956996,0.1154381198978498
