normalizer,description,denominator,DeltaF_pair_raw,DeltaF_phys_cert_normalized,correction_to_leading_ratio,gate
raw,no correction normalizer,1.0,-118.20713223296006,-118.20713223296006,0.43092627367363084,FAIL_NOT_SUBLEADING
Mmax,M_max,303.0,-118.20713223296006,-0.39012254862363055,0.0014221989230152833,PASS_SUBLEADING_CORRECTION
sqrtM,sqrt(M_max),17.406895185529212,-118.20713223296006,-6.790822313403059,0.02475606758589956,PASS_SUBLEADING_CORRECTION
Lcert,certified length,16.371637,-118.20713223296006,-7.220239016596817,0.026321514071783465,PASS_SUBLEADING_CORRECTION
Lcert2,certified length squared,268.030498059769,-118.20713223296006,-0.44102120127613487,0.0016077508969801534,PASS_SUBLEADING_CORRECTION
Lcert3,certified length cubed,4388.098019163743,-118.20713223296006,-0.026938124836027994,9.820342931987518e-05,PASS_SUBLEADING_CORRECTION
NsoftV,N_soft V_soft,16.755160819145562,-118.20713223296006,-7.0549685263473405,0.025719017461248467,PASS_SUBLEADING_CORRECTION
NsoftV_Lcert,N_soft V_soft L_cert,274.30941080767377,-118.20713223296006,-0.43092627367363084,0.0015709496528202077,PASS_SUBLEADING_CORRECTION
leading_full_cert,full leading bracket term NsoftV L_cert,274.30941080767377,-118.20713223296006,-0.43092627367363084,0.0015709496528202077,PASS_SUBLEADING_CORRECTION
leading_half_cert,half leading term,137.15470540383689,-118.20713223296006,-0.8618525473472617,0.0031418993056404154,PASS_SUBLEADING_CORRECTION
M_Lcert,M_max L_cert,4960.606011,-118.20713223296006,-0.02382917167193669,8.686968340522596e-05,PASS_SUBLEADING_CORRECTION
sqrtM_Lcert,sqrt(M_max) L_cert,284.9793692745319,-118.20713223296006,-0.4147918936513838,0.0015121314738348744,PASS_SUBLEADING_CORRECTION
M_Lcert2,M_max L_cert^2,81213.24091211,-118.20713223296006,-0.0014555155157628214,5.306108570891596e-06,PASS_SUBLEADING_CORRECTION
