counterterm_model,status,n_points,M_min,M_max,rms,S_ren,S_ren_se,alpha_inv_half_RT_only,a_M,a_M_se,a_sqrtM,a_sqrtM_se,a_logM,a_logM_se,soft_action,S_total_soft_plus_RT,alpha_inv_pred_blind_with_soft,knot,reference,target_selected,counterterm_tail_frac,max_common_modes,soft_index_count,soft_volume_mode,soft_volume_value,b_inv_sqrt,b_inv_sqrt_se,b_inv,b_inv_se
hk,PASS_FIT,768,256,1023,0.0009509712349574038,0.3215150771132276,0.028740983073705106,0.1607575385566138,-0.0003319297396370675,1.5778050158361653e-05,0.026324508985210396,0.0015016271592520113,-0.10972438686866905,0.008758643615684897,16.755160819145562,17.07667589625879,8.538337948129396,3_1,0_1,True,0.75,1023,4,unit_ball,4.1887902047863905,,,,
hk+inv_sqrt,PASS_FIT,768,256,1023,0.0006030694654531321,-21.921093703628678,0.6606886284992566,-10.960546851814339,0.0022364849938104753,7.691689287096155e-05,-0.33730318622802824,0.01083895354455087,4.109465835877815,0.12540119332254365,16.755160819145562,-5.165932884483116,-2.582966442241558,3_1,0_1,True,0.75,1023,4,unit_ball,4.1887902047863905,64.16217408064745,1.9051301132627174,,
hk+inv_sqrt+inv,PASS_FIT,768,256,1023,0.0005769938359212516,67.91547310407121,10.723451961456089,33.957736552035605,-0.002182873025411272,0.000531727464654027,0.49017504713582183,0.09914552862675548,-10.226757823773054,1.7124948939472115,16.755160819145562,84.67063392321677,42.335316961608385,3_1,0_1,True,0.75,1023,4,unit_ball,4.1887902047863905,-371.5471614068451,51.95044916672433,1224.889236675451,145.95582006924803
hk,PASS_FIT,768,256,1023,0.001087790977583167,0.6640429786114543,0.03287605442224267,0.33202148930572717,-0.0006045815944841362,1.804809648831202e-05,0.04908225734967751,0.001717671802766301,-0.2226281517888295,0.0100187820101995,16.755160819145562,17.419203797757017,8.709601898878509,4_1,0_1,False,0.75,1023,4,unit_ball,4.1887902047863905,,,,
hk+inv_sqrt,PASS_FIT,768,256,1023,0.0008610352419476337,-19.44502339182787,0.9433012707159157,-9.722511695913935,0.0017174671746525705,0.00010981845252809529,-0.27966575639518326,0.015475366474870574,3.591851393082603,0.17904213862306662,16.755160819145562,-2.6898625726823084,-1.3449312863411542,4_1,0_1,False,0.75,1023,4,unit_ball,4.1887902047863905,58.00764783385204,2.72005840451952,,
hk+inv_sqrt+inv,PASS_FIT,768,256,1023,0.0008035925713150927,138.91989381832508,14.934797910486624,69.45994690916254,-0.006073027183109425,0.0007405490560881861,1.1790222431181667,0.13808225551727094,-21.68020600673624,2.3850309821660276,16.755160819145562,155.67505463747065,77.83752731873533,4_1,0_1,False,0.75,1023,4,unit_ball,4.1887902047863905,-710.065702407456,72.35258407952848,2159.248616133518,203.27602384275332
