observable,E_candidate,value_interp,d2_interp,classification,derives_E0,is_interior,bracket_E_lo,bracket_E_hi,reason
action_total,274.0748411655114,3890.7691357247463,20209.06147749806,interior_minimum,True,True,273.9313476574032,274.1195450381919,sign_change_in_log_derivative
action_bem,290.0,1645.3209658663538,0.004179830820652908,no_interior_stationary_point,False,False,,,closest_abs_derivative_at_boundary
lambda_min,290.0,133.69553967197803,0.001433534139631471,no_interior_stationary_point,False,False,,,closest_abs_derivative_at_boundary
