target,reference,soft_index_count,soft_volume_mode,soft_volume,S_soft_per_unit_length,length_source,length_coeff,L_long_target,leading_length_term_half_NsoftVsoftL,DeltaF_pair_target_reference,finite_correction_half_pair,alpha_inv_pred_blind_v8,status
3_1,0_1,4,unit_ball,4.1887902047863905,16.755160819145562,geometric_raw,A_M,16.372458932038228,137.16159120557836,43.66409947620959,21.832049738104796,158.99364094368315,ALPHA_BLIND_BEMV8_PAIR_LENGTH_BUDGET_NOT_CODATA_COMPARISON
