normalizer,n_runs,n_valid,pass_count,pass_fraction,alpha_inv_blind_v13_mean,alpha_inv_blind_v13_std,alpha_inv_blind_v13_span,alpha_inv_blind_v13_cv_abs,abs_correction_ratio_mean,abs_correction_ratio_max,DeltaF_phys_cert_mean,DeltaF_phys_cert_std,stability_gate
raw,3,3,0,0.0,263.1452564408797,257.5989954813781,477.44222409284686,0.97892319612933,1.7381909749112676,2.2516649581198203,251.98110207408567,515.1979909627562,FAIL_CERTIFIED_STABILITY_GATE
Mmax,3,3,3,1.0,138.31969986034025,4.194478183950386,7.937238014568351,0.03032451768031235,0.025932086244147477,0.03171359095943409,2.329988913006723,8.388956367900759,FAIL_CERTIFIED_STABILITY_GATE
sqrtM,3,3,0,0.0,149.6701954981182,32.61958305611701,61.246095260122445,0.21794307776211286,0.21080027522457787,0.26722346726944335,25.03098018856262,65.23916611223403,FAIL_CERTIFIED_STABILITY_GATE
Lcert,3,3,0,0.0,144.850365345298,15.734467816589026,29.1627663191437,0.10862566883473715,0.10617087191166454,0.13753450300173528,15.391319882922254,31.468935633178052,FAIL_CERTIFIED_STABILITY_GATE
Lcert2,3,3,3,1.0,137.62476590795515,0.9610809118592685,1.7812981267018984,0.006983342754617648,0.0064850492294487435,0.008400778920381345,0.9401210082365162,1.9221618237185476,PASS_CERTIFIED_STABLE_NORMALIZER
Lcert3,3,3,3,1.0,137.18341728549652,0.05870402036518612,0.10880391048874571,0.00042792358964943575,0.0003961148924477584,0.0005131300504880083,0.05742376331924023,0.11740804073035259,PASS_CERTIFIED_STABLE_NORMALIZER
NsoftV,3,3,0,0.0,144.6742125214933,15.374307549888051,28.495233751936865,0.10626847232781025,0.10374063213556833,0.13438635310184058,15.039014235312814,30.74861509977611,FAIL_CERTIFIED_STABILITY_GATE
NsoftV_Lcert,3,3,3,1.0,137.61400627385106,0.9390818737239369,1.7405244052220894,0.00682402830315956,0.006336607153919205,0.008208485999404984,0.9186017400283685,1.878163747447864,PASS_CERTIFIED_STABLE_NORMALIZER
leading_full_cert,3,3,3,1.0,137.61400627385106,0.9390818737239369,1.7405244052220894,0.00682402830315956,0.006336607153919205,0.008208485999404984,0.9186017400283685,1.878163747447864,PASS_CERTIFIED_STABLE_NORMALIZER
leading_half_cert,3,3,3,1.0,138.07330714386524,1.8781637474478676,3.481048810444179,0.013602656344654063,0.01267321430783841,0.016416971998809968,1.837203480056737,3.756327494895728,FAIL_CERTIFIED_STABILITY_GATE
M_Lcert,3,3,3,1.0,137.22586471774687,0.2562039571211132,0.4848163940214647,0.0018670238125158586,0.001583964159732315,0.0019371056760807785,0.14231862781997442,0.5124079142422202,PASS_CERTIFIED_STABLE_NORMALIZER
sqrtM_Lcert,3,3,3,1.0,137.9191671430192,1.9924448029306332,3.740987859682093,0.014446467769519744,0.012875943634993732,0.016322342553126687,1.528923478364602,3.984889605861284,FAIL_CERTIFIED_STABILITY_GATE
M_Lcert2,3,3,3,1.0,137.15905190345143,0.01564925713422667,0.029613189812465635,0.0001140956934088641,9.675050575164324e-05,0.00011832082986452598,0.008692999229092023,0.03129851426844,PASS_CERTIFIED_STABLE_NORMALIZER
