t,phi_real,phi_imag,phi_abs
0.0,0.14564505327285313,0.0,0.14564505327285313
0.01,0.1454940436545477,-0.006580241773028103,0.14564276954501704
0.02,0.14504135679465013,-0.013146325645866569,0.14563591953505212
0.03,0.144288017780622,-0.019684127998695188,0.14562450676355992
0.04,0.14323573210239426,-0.026179593674169273,0.14560853709811614
0.05,0.1418868811784251,-0.03261876996333086,0.1455880187531282
0.06,0.14024451611177824,-0.03898784029805716,0.14556296228963478
0.07,0.13831234969573197,-0.0452731575537696,0.14553338061504273
0.08,0.13609474669388563,-0.05146127686744307,0.14549928898280062
0.09,0.13359671242509297,-0.057538987877591305,0.1454607049920032
0.1,0.13082387968880863,-0.0634933462948535,0.14541764858692377
0.11,0.12778249407156042,-0.06931170471406324,0.14537014205646862
0.12,0.1244793976802421,-0.07498174258123491,0.14531821003354822
0.13,0.12092201135273757,-0.08049149523174315,0.1452618794943578
0.14,0.11711831540102655,-0.08582938191909188,0.14520117975756144
0.15,0.11307682894635625,-0.09098423275705196,0.14513614248336945
0.16,0.10880658791029595,-0.0959453145015877,0.14506680167250374
0.17,0.10431712172948072,-0.10070235510286521,0.14499319366503677
0.18,0.099618428865616,-0.1052455669617427,0.14491535713909848
0.19,0.09472095118580912,-0.10956566882945007,0.14483333310943705
0.2,0.08963554729153105,-0.11365390629367247,0.14474716492582224
0.21,0.08437346487746902,-0.11750207079893348,0.1446568982712787
0.22,0.07894631220419754,-0.12110251715401295,0.14456258116013504
0.23,0.07336602877097004,-0.12444817948411789,0.14446426393587455
0.24,0.0676448552769995,-0.12753258559062647,0.1443619992687711
0.25,0.06179530296135605,-0.13034986968643447,0.14425584215329454
0.26,0.055830122413049674,-0.13289478348022413,0.144145849905267
0.27,0.049762271943989286,-0.13516270558833335,0.14403208215875385
0.28,0.04360488561830732,-0.13714964925829978,0.14391460086266547
0.29,0.03737124103201466,-0.13885226839358933,0.14379347027705502
0.3,0.03107472693709949,-0.14026786187443852,0.14366875696908446
0.31,0.024728810804010924,-0.141394376175168,0.14354052980864146
0.32,0.018347006415971593,-0.14223040628369743,0.14340885996357874
0.33,0.011942841587749808,-0.14277519493432617,0.14327382089455465
0.34,0.005529826100393975,-0.14302863017009435,0.1431354883494454
0.35000000000000003,-0.0008785800580036612,-0.14299124125620458,0.14299394035730476
0.36,-0.0072689980571847305,-0.14266419297103175,0.14284925722183905
0.37,-0.01362816110894392,-0.1420492783061757,0.14270152151437168
0.38,-0.019942944786703526,-0.14114890961178175,0.14255081806626171
0.39,-0.026200396699046752,-0.13996610822797262,0.14239723396074788
0.4,-0.03238776543866127,-0.1385044926476635,0.14224085852418222
0.41000000000000003,-0.03849252873124641,-0.1367682652602747,0.14208178331661905
0.42,-0.04450242071227469,-0.1347621977298821,0.14192010212172246
0.43,-0.05040545826306064,-0.13249161506515666,0.14175591093595638
0.44,-0.056189966341355896,-0.12996237844200922,0.14158930795701608
0.45,-0.06184460224565702,-0.12718086684318483,0.1414203935714628
0.46,-0.06735837875654616,-0.12415395758211299,0.1412492703415187
0.47000000000000003,-0.07272068610268694,-0.12088900578111977,0.14107604299098106
0.48,-0.07792131270353876,-0.11739382287662359,0.1409008183902093
0.49,-0.08295046464541568,-0.11367665422617902,0.1407237055401421
0.5,-0.08779878385219202,-0.1097461558941733,0.14054481555529583
0.51,-0.09245736491671497,-0.10561137069463498,0.14036426164569885
0.52,-0.09691777056381144,-0.10128170357096224,0.14018215909771065
0.53,-0.10117204572065838,-0.09676689639342906,0.13999862525367748
0.54,-0.10521273017519239,-0.0920770022560726,0.139813779490373
0.55,-0.10903286980815648,-0.08722235935500428,0.13962774319617108
0.56,-0.11262602638929603,-0.0822135645303288,0.1394406397469007
0.5700000000000001,-0.11598628593310085,-0.0770614465536872,0.13925259448032493
0.58,-0.11910826561433506,-0.07177703924298477,0.13906373466919392
0.59,-0.12198711924837305,-0.06637155448510579,0.1388741894928145
0.6,-0.12461854134605542,-0.060856355246379265,0.13868409000708062
0.61,-0.1269987697573806,-0.055242928649234135,0.13849356911291058
0.62,-0.12912458692282275,-0.04954285919188919,0.1383027615230331
0.63,-0.13099331975542,-0.043767802186062355,0.1381118037270674
0.64,-0.13260283818097054,-0.037929457485570355,0.13792083395483928
0.65,-0.13395155236771464,-0.0320395435763328,0.1377299921378794
0.66,-0.1350384086807318,-0.02610977209570664,0.1375394198690473
0.67,-0.13586288439994798,-0.020151822846269367,0.13734926036022566
0.68,-0.13642498124410588,-0.01417731936615834,0.1371596583980315
0.6900000000000001,-0.13672521774629434,-0.008197805114869235,0.1369707602974919
0.7000000000000001,-0.13676462052964347,-0.0022247203300395212,0.1367827138536309
0.71,-0.13654471453457154,0.003730620392797205,0.13659566829091904
0.72,-0.13606751225149782,0.00965704974918239,0.13640977421053704
0.73,-0.13533550201520972,0.015543568558934896,0.13622518353540633
0.74,-0.13435163541908945,0.021379365743011143,0.13604204945294443
0.75,-0.13311931390915144,0.027153837407462557,0.13586052635550222
0.76,-0.13164237461932055,0.03285660500201462,0.13568076977844704
0.77,-0.1299250755105843,0.038477532524939295,0.13550293633585508
0.78,-0.1279720798775798,0.04400674275007311,0.13532718365378324
0.79,-0.12578844028682892,0.04943463245603655,0.13515367030109302
0.8,-0.12337958201120874,0.05475188664191808,0.1349825557178039
0.81,-0.12075128602534581,0.05994949171787315,0.13481400014095796
0.8200000000000001,-0.1179096716264523,0.06501874766324779,0.13464816452798345
0.8300000000000001,-0.11486117874468185,0.06995127914893981,0.134485210477549
0.84,-0.11161255000638251,0.07473904562474998,0.13432530014790844
0.85,-0.10817081261266369,0.07937435037642367,0.1341685961727381
0.86,-0.10454326009448939,0.08384984856093909,0.13401526157448068
0.87,-0.10073743400405778,0.08815855423232467,0.13386545967521132
0.88,-0.09676110560054783,0.0922938463738936,0.13371935400505133
0.89,-0.09262225758641161,0.09624947395623427,0.13357710820816343
0.9,-0.0883290659482777,0.1000195600435851,0.1334388859463669
0.91,-0.08388988195421992,0.1035986049743433,0.13330485080042279
0.92,-0.0793132143566492,0.1069814886443865,0.13317516616904512
0.93,-0.07460771184741913,0.1101634719246192,0.1330499951657041
0.9400000000000001,-0.06978214580890763,0.11314019724668413,0.13292950051329552
0.9500000000000001,-0.06484539340187184,0.11590768839308356,0.13281384443675925
0.96,-0.05980642102777574,0.11846234953004334,0.132703188553741
0.97,-0.0546742682000844,0.1208009635232973,0.13259769376339758
0.98,-0.04945803185571916,0.12292068957858449,0.13249752013345784
0.99,-0.04416685113448753,0.12481906025001711,0.1324028267856596
1.0,-0.03880989265086384,0.1264939778605984,0.1323137717796947
1.01,-0.03339633627901406,0.12794371038003352,0.13223051199579802
1.02,-0.02793536146844934,0.12916688680559935,0.13215320301613367
1.03,-0.022436134104175595,0.13016249209219732,0.13208199900513273
1.04,-0.016907793921699315,0.13092986167782933,0.1320170525889522
1.05,-0.01135944248376765,0.13146867565059625,0.1319585147342289
1.06,-0.005800131722280584,0.1317789526029355,0.13190653462631233
1.07,-0.0002388530454385425,0.13186104321818737,0.13186125954716948
1.08,0.00531547299311658,0.1317156236337133,0.13182283475315865
1.09,0.010854006469615794,0.13134368862369905,0.13179140335288062
1.1,0.016367997319480763,0.13074654464345273,0.13176710618531814
1.11,0.02184879403317188,0.12992580277547908,0.13175008169848187
1.12,0.027287851833929556,0.12888337161587396,0.13174046582878762
1.1300000000000001,0.03267674035545986,0.12762145013764947,0.13173839188139003
1.1400000000000001,0.038007150840135805,0.1261425205654901,0.13174399041170692
1.1500000000000001,0.043270902880631866,0.12444934129415125,0.13175738910836543
1.16,0.048459950730063574,0.12254493988027337,0.13177871267780697
1.17,0.053566389207663906,0.12043260613479795,0.1318080827307882
1.18,0.05858245922877222,0.11811588534045746,0.1318456176710127
1.19,0.06350055298945069,0.11559857161598522,0.1318914325861316
1.2,0.06831321883734362,0.11288470144576294,0.13194563914134425
1.21,0.0730131658614779,0.10997854739061934,0.13200834547583112
1.22,0.07759326823454152,0.10688461199241828,0.13207965610224504
1.23,0.08204656934177994,0.10360762188195587,0.13215967180948143
1.24,0.08636628573100855,0.10015252209653513,0.1322484895689443
1.25,0.09054581091835578,0.09652447061042023,0.1323462024445149
1.26,0.09457871908421829,0.09272883307821315,0.132452899506423
1.27,0.09845876869353987,0.08877117778805604,0.1325686657492133
1.28,0.10217990607390305,0.084657270818463,0.13269358201398526
1.29,0.10573626898407318,0.08039307138953938,0.13282772491507883
1.3,0.10912219020453746,0.07598472739637957,0.132971166771362
1.31,0.11233220118026635,0.07143857110955143,0.13312397554226763
1.32,0.11536103574437785,0.0667611150248037,0.13328621476871003
1.33,0.11820363394962824,0.06195904784148175,0.1334579435190005
1.34,0.12085514603268725,0.05703923054662575,0.13363921633986517
1.35,0.1233109365339962,0.052008692579363844,0.13383008321265447
1.36,0.12556658859365616,0.04687462804802238,0.13403058951481542
1.37,0.1276179084412778,0.04164439197036216,0.13424077598668568
1.3800000000000001,0.12946093009503923,0.03632549650553442,0.1344606787036501
1.3900000000000001,0.1310919202823703,0.03092560714473181,0.1346903290536838
1.4000000000000001,0.13250738359172104,0.025452538826116183,0.13492975372029126
1.41,0.13370406786178998,0.019914251938431736,0.13517897467083215
1.42,0.134678969811412,0.014318848176773575,0.13543800915021129
1.43,0.1354293409100349,0.008674566213288801,0.13570686967989198
1.44,0.13595269348538352,0.0029897771451373716,0.13598556406217618
1.45,0.13624680706152492,-0.002727020318148506,0.13627409538968144
1.46,0.1363097349171325,-0.00846720496570394,0.1365724620599269
1.47,0.13613981085031773,-0.014222038532238619,0.13688065779493014
1.48,0.13573565613297073,-0.019982671517688205,0.13719867166569763
1.49,0.13509618663415143,-0.025740149415634475,0.13752648812148394
1.5,0.1342206200887108,-0.03148541938539643,0.13786408702367828
1.51,0.1331084834840247,-0.0372093374013178,0.13821144368416816
1.52,0.13175962053450038,-0.04290267591113883,0.1385685289080163
1.53,0.1301741992103995,-0.04855613203345039,0.1389353090402819
1.54,0.12835271928450945,-0.05416033632208875,0.13931174601680163
1.55,0.12629601985733085,-0.059705862122954874,0.1396977974187446
1.56,0.12400528681872501,-0.06518323554612877,0.14009341653074336
1.57,0.12148206020141743,-0.07058294607332045,0.14049855240240047
1.58,0.11872824137938615,-0.0758954578176524,0.14091314991296178
1.59,0.11574610006200066,-0.08111122144952884,0.14133714983894777
1.6,0.1125382810328244,-0.08622068679891182,0.1417704889245255
1.61,0.10910781058028002,-0.09121431614072548,0.14221309995440815
1.62,0.10545810256589241,-0.09608259816634697,0.14266491182906182
1.6300000000000001,0.10159296407460798,-0.10081606264023941,0.14312584964200306
1.6400000000000001,0.09751660059073228,-0.10540529573675547,0.14359583475896956
1.6500000000000001,0.09323362064234673,-0.10984095604800365,0.14407478489874795
1.6600000000000001,0.08874903985667396,-0.11411379124944535,0.1445626142154447
1.67,0.08406828436875972,-0.11821465540559803,0.14505923338199103
1.68,0.07919719352603748,-0.12213452689387067,0.1455645496746727
1.69,0.07414202183184891,-0.12586452692018577,0.14607846705848376
1.7,0.06890944007180286,-0.1293959385956572,0.1466008862731071
1.71,0.0635065355679822,-0.1327202265392165,0.14713170491932845
1.72,0.05794081150744458,-0.13582905696674094,0.14767081754569988
1.73,0.05222018529321254,-0.13871431822294786,0.1482181157352727
1.74,0.046352985868009934,-0.14136814170810624,0.14877348819222844
1.75,0.04034794996336784,-0.14378292314750016,0.14933682082824173
1.76,0.034214217229397895,-0.1459513441475817,0.1499079968484212
