t,phi_real,phi_imag,phi_abs
1.77,0.027961324203498,-0.1478663939788858,0.15048689683667543
1.78,0.021599197079515898,-0.14952139152208463,0.15107339884036597
1.79,0.015138143242437355,-0.15091000731003507,0.15166737845411382
1.8,0.008588841537477621,-0.15202628559535167,0.15226870890263478
1.81,0.0019623312465281498,-0.15286466636993756,0.15287726112248812
1.82,-0.0047300002507693235,-0.153420007260041,0.15349290384263148
1.83,-0.011476431149497906,-0.15368760521779712,0.1541155036636828
1.84,-0.018264920238891865,-0.1536632179278793,0.15474492513579888
1.85,-0.025083123277146215,-0.15334308484583833,0.15538103083508772
1.86,-0.03191841072488317,-0.1527239477829678,0.1560236814384823
1.87,-0.03875788683522718,-0.15180307095110596,0.15667273579700708
1.8800000000000001,-0.04558841009297231,-0.1505782603796984,0.15732805100738162
1.8900000000000001,-0.052396614989731444,-0.14904788261669208,0.1579894824819088
1.9000000000000001,-0.05916893511626243,-0.14721088262443813,0.15865688401660535
1.9100000000000001,-0.06589162754738404,-0.1450668007817485,0.15933010785753798
1.92,-0.07255079848906097,-0.14261578890358936,0.16000900476533655
1.93,-0.07913243015136376,-0.13985862519060738,0.16069342407786094
1.94,-0.08562240880512399,-0.13679672802178572,0.1613832137710059
1.95,-0.09200655397424061,-0.13343216850500303,0.1620782205176327
1.96,-0.09827064870975709,-0.12976768170214226,0.1627782897446247
1.97,-0.10440047088606251,-0.12580667644764715,0.16348326568806534
1.98,-0.11038182545389146,-0.12155324368206902,0.16419299144654684
1.99,-0.11620057757922944,-0.11701216322516667,0.16490730903261858
2.0,-0.12184268659180489,-0.11218890891652666,0.16562605942239134
2.0100000000000002,-0.12729424066158573,-0.10708965205544094,0.16634908260331677
2.02,-0.1325414921166213,-0.10172126307591983,0.16707621762016542
2.0300000000000002,-0.13757089331071393,-0.09609131139720137,0.16780730261922977
2.04,-0.14236913294476933,-0.09020806339496414,0.16854217489078296
2.05,-0.1469231727413221,-0.08408047844359984,0.16928067090982665
2.06,-0.1512202843676385,-0.07771820298539514,0.17002262637516377
2.07,-0.15524808649902372,-0.07113156258824757,0.17076787624683437
2.08,-0.15899458191051055,-0.06433155195960055,0.17151625478195598
2.09,-0.16244819448198827,-0.05732982289062241,0.17226759556901008
2.1,-0.16559780599909674,-0.05013867011121383,0.17302173156062106
2.11,-0.16843279262983238,-0.042771015043243044,0.17377849510487034
2.12,-0.1709430609548637,-0.035240387446385454,0.17453771797519757
2.13,-0.17311908342798096,-0.027560904958146254,0.1752992313989317
2.14,-0.17495193314199692,-0.019747250536948594,0.17606286608450625
2.15,-0.1764333177747111,-0.011814647824652101,0.17682845224740487
2.16,-0.17755561258932304,-0.003778834452402253,0.17759581963489013
2.17,-0.17831189236389217,0.004343966678632041,0.17836479754956508
2.18,-0.17869596212513084,0.012537078102421963,0.17913521487181805
2.19,-0.17870238656297457,0.020783400432210025,0.1799069000812042
2.2,-0.1783265180040035,0.02906544688901483,0.1806796812768119
2.21,-0.17756452282390187,0.03736537965224933,0.18145338619666676
2.22,-0.1764134061817289,0.04566504796263768,0.1822278422362227
2.23,-0.17487103496184145,0.05394602790012479,0.1830028764659906
2.24,-0.17293615881284444,0.06218966375214717,0.1837783156483552
2.25,-0.17060842917695207,0.0703771108804315,0.18455398625362612
2.2600000000000002,-0.16788841620761055,0.07848937998751343,0.18532971447537536
2.27,-0.16477762347815114,0.08650738267737408,0.18610532624510503
2.2800000000000002,-0.16127850038960123,0.09441197819808632,0.18688064724629602
2.29,-0.15739445219157186,0.10218402124808865,0.187655502927878
2.3000000000000003,-0.15312984753634065,0.10980441072178272,0.18842971851717258
2.31,-0.14849002349285062,0.11725413926450905,0.18920311903234632
2.32,-0.14348128795432483,0.12451434350172061,0.1899755292944235
2.33,-0.1381109193805371,0.13156635480227544,0.19074677393889378
2.34,-0.13238716382346136,0.13839175043131224,0.19151667742696094
2.35,-0.12631922919301156,0.144972404944128,0.1922850640564701
2.36,-0.11991727672788081,0.15129054166887287,0.1930517579725502
2.37,-0.11319240964503229,0.15732878412277582,0.1938165831780134
2.38,-0.10615665895019771,0.16307020720395796,0.19457936354354324
2.39,-0.09882296640073107,0.1684983879987841,0.19533992281770976
2.4,-0.09120516462136413,0.17359745604307764,0.19609808463684292
2.41,-0.08331795438273151,0.17835214287446993,0.19685367253479996
2.42,-0.07517687906200204,0.18274783071261275,0.19760650995265477
2.43,-0.06679829631448059,0.18677060010403093,0.19835642024834232
2.44,-0.05819934699465826,0.19040727636897212,0.1991032267062861
2.45,-0.049397921374781634,0.19364547468879173,0.19984675254703688
2.46,-0.04041262271864003,0.19647364367413886,0.20058682093694896
2.47,-0.031262728277796054,0.19888110725653796,0.20132325499792086
2.48,-0.021968147786979222,0.20085810474884552,0.2020558778172235
2.49,-0.012549379544689366,0.20239582892353628,0.20278451245744095
2.5,-0.0030274641742791125,0.20348646196180414,0.20350898196654443
2.5100000000000002,0.006576063830234045,0.20412320913106888,0.20422910938812175
2.52,0.016239226660558822,0.20430033005363105,0.2049447177717825
2.5300000000000002,0.025939655731159268,0.20401316743491685,0.2056556301837576
2.54,0.03565464606708903,0.2032581731259833,0.20636166971771086
2.5500000000000003,0.0453612124049107,0.20203293140169976,0.20706265950578184
2.56,0.05503614686139463,0.20033617934326098,0.20775842272987208
2.57,0.06465607801754879,0.198167824221415,0.20844878263319502
2.58,0.07419753125875028,0.19552895778496304,0.20913356253209833
2.59,0.08363699020546067,0.19242186736771225,0.20981258582817613
2.6,0.09295095906317292,0.18885004373608055,0.21048567602068124
2.61,0.10211602571489226,0.18481818560897226,0.21115265671924913
2.62,0.11110892537467017,0.18033220079130233,0.2118133516569449
2.63,0.1199066046164301,0.17539920387264707,0.21246758470364208
2.64,0.12848628558866276,0.1700275104528778,0.2131151798797422
2.65,0.13682553022244826,0.1642266278672961,0.21375596137024447
2.66,0.144902304237802,0.1580072423946506,0.2143897535391708
2.67,0.15269504075145515,0.15138120294250265,0.21501638094435438
2.68,0.16018270328797762,0.14436150121561725,0.21563566835259637
2.69,0.16734484799556054,0.136962248384419,0.21624744075519728
2.7,0.1741616848678762,0.12919864828196057,0.2168515233838655
2.71,0.18061413777417135,0.1210869671693379,0.21744774172700818
2.72,0.18668390310118857,0.1126445001209414,0.2180359215464065
2.73,0.19235350681259522,0.10388953409238269,0.21861588889427835
2.74,0.1976063597343851,0.0948413077452767,0.21918747013072964
2.75,0.20242681087815192,0.08551996811431968,0.21975049194159577
2.7600000000000002,0.20680019861825888,0.07594652421316295,0.22030478135667386
2.77,0.21071289954368966,0.06614279768649424,0.22085016576834518
2.7800000000000002,0.21415237481080535,0.0561313706263581,0.22138647295058755
2.79,0.2171072138292847,0.04593553068115008,0.22191353107837664
2.8000000000000003,0.21956717512022617,0.03557921359574355,0.2224311687474748
2.81,0.22152322419268083,0.025086943330943336,0.22293921499460498
2.82,0.22296756829278122,0.014483769919745707,0.22343749931800658
2.83,0.2238936878880862,0.003795205226793972,0.22392585169837192
2.84,0.22429636475876547,-0.006952843214168353,0.22440410262015706
2.85,0.22417170657677482,-0.017734140102114392,0.22487208309326673
2.86,0.22351716786418396,-0.028522191819669123,0.22532962467510526
2.87,0.2223315672323018,-0.03929031723619003,0.22577655949299075
2.88,0.22061510081415514,-0.050011719659731176,0.22621272026692793
2.89,0.21836935181418035,-0.0606595597290132,0.226637940332732
2.9,0.21559729611066655,-0.07120702903148407,0.22705205366549994
2.91,0.2123033038584789,-0.08162742422924227,0.22745489490342102
2.92,0.20849313705188538,-0.0918942214709007,0.22784629937192136
2.93,0.20417394301983902,-0.1019811508645439,0.22822610310813557
2.94,0.1993542438388165,-0.1118622707846571,0.22859414288569657
2.95,0.19404392166122159,-0.12151204178443316,0.22895025623983942
2.96,0.1882541999703986,-0.13090539988406877,0.22929428149280734
2.97,0.18199762078641293,-0.1400178290056839,0.2296260577795558
2.98,0.1752880178599127,-0.14882543232622317,0.22994542507374288
2.99,0.1681404859045198,-0.15730500232124395,0.230252224214001
3.0,0.16057134593129763,-0.16543408927475378,0.23054629693047698
3.0100000000000002,0.15259810676182492,-0.1731910680333351,0.23082748587163662
3.02,0.14423942280926053,-0.18055520278658163,0.23109563463131935
3.0300000000000002,0.13551504822943192,-0.18750670966046157,0.23135058777603718
3.04,0.12644578755641808,-0.19402681691551055,0.23159219087250735
3.0500000000000003,0.11705344294922802,-0.20009782254782352,0.23182029051540862
3.06,0.1073607581880162,-0.20570314909755952,0.2320347343553514
3.0700000000000003,0.09739135956972084,-0.21082739547715526,0.2322353711270518
3.08,0.08716969386408079,-0.2154563856395759,0.2324220506776997
3.09,0.07672096350157108,-0.21957721391575036,0.23259462399550984
3.1,0.06607105917493616,-0.2231782868597689,0.23275294323844586
3.11,0.05524649004557739,-0.22624936145047497,0.23289686176310695
3.12,0.04427431175508045,-0.2287815795087095,0.23302623415376653
3.13,0.033182052450613675,-0.2307674982006285,0.2331409162515502
3.14,0.021997637040707188,-0.2322011165092123,0.2332407651837463
3.15,0.010749309905085925,-0.23307789756822855,0.23332563939323347
3.16,-0.0005344437113511298,-0.23339478676551947,0.23339539866801767
3.17,-0.011824977384554972,-0.2331502255354721,0.23344990417086645
3.18,-0.023093564036550836,-0.2323441607738829,0.23348901846902825
3.19,-0.03431147705480589,-0.23097804982209666,0.23351260556402828
3.2,-0.04545007175728599,-0.22905486098122754,0.2335205309215272
3.21,-0.05648086695208135,-0.22657906953143517,0.23351266150123345
3.22,-0.06737562633869831,-0.22355664924555713,0.23348886578685707
3.23,-0.078106439497102,-0.21999505940086983,0.23344901381609368
3.24,-0.08864580221047612,-0.2159032273072881,0.23339297721062935
3.25,-0.09896669586833498,-0.21129152638489648,0.2333206292061525
3.2600000000000002,-0.10904266569819687,-0.20617174983825934,0.23323184468236427
3.27,-0.11884789757639541,-0.20055707998945366,0.23312650019297568
3.2800000000000002,-0.12835729317186767,-0.19446205334613387,0.23300447399567975
3.29,-0.13754654318081297,-0.1879025214951562,0.23286564608208934
3.3000000000000003,-0.14639219841505136,-0.18089560792626586,0.23270989820762905
3.31,-0.15487173851261146,-0.17345966090409,0.23253711392137083
3.3200000000000003,-0.1629636380456432,-0.16561420252006853,0.23234717859580237
3.33,-0.17064742980804223,-0.15737987406902657,0.23213997945651965
3.34,-0.17790376507329098,-0.14877837790770201,0.23191540561183013
3.35,-0.18471447062183768,-0.13983241596475013,0.23167334808226137
3.36,-0.19106260234689557,-0.13056562508341393,0.23141369982995938
3.37,-0.19693249525779716,-0.12100250938919385,0.23113635578797256
3.38,-0.20230980971092763,-0.11116836988541917,0.2308412128894083
3.39,-0.20718157370981172,-0.10108923148953755,0.23052817009645363
3.4,-0.2115362211280336,-0.09079176773224162,0.23019712842925225
3.41,-0.2153636257213612,-0.0803032233500979,0.22984799099462727
3.42,-0.2186551308086166,-0.06965133501022716,0.22948066301464298
3.43,-0.22140357451450782,-0.05886425041263964,0.22909505185499568
3.44,-0.2236033104817069,-0.04797044602216129,0.2286910670532273
3.45,-0.22525022397393418,-0.03699864368734161,0.22826862034675366
3.46,-0.22634174330659362,-0.025977726408409105,0.2278276257006996
3.47,-0.22687684655659437,-0.014936653520102337,0.22736799933553545
3.48,-0.22685606351829563,-0.0039043755581435694,0.22688965975450712
3.49,-0.2262814728880171,0.007090250919885389,0.22639252777085497
3.5,-0.22515669467517382,0.018018548287354955,0.22587652653481544
3.5100000000000002,-0.22348687785380097,0.028852102303000747,0.22534158156040038
3.52,-0.2212786832839576,0.039562845795528566,0.22478762075195063
3.5300000000000002,-0.21854026194819026,0.050123141308658116,0.2242145744304579
3.54,-0.2152812285638544,0.06050586243936776,0.22362237535965448
3.5500000000000003,-0.21151263064755157,0.07068447360559041,0.22301095877186614
3.56,-0.20724691312323051,0.0806331079839421,0.22238026239362593
3.5700000000000003,-0.20249787858052282,0.09032664336335802,0.22173022647105073
3.58,-0.19728064330462386,0.09974077566661907,0.22106079379497637
3.59,-0.19161158921340385,0.10885208989878789,0.2203719097258542
3.6,-0.18550831185142141,0.11763812828940046,0.21966352221840943
3.61,-0.17898956460403312,0.12607745540394427,0.2189355818460647
3.62,-0.172075199307813,0.13414972000962716,0.21818804182513057
3.63,-0.16478610344598518,0.14183571349065535,0.2174208580387682
3.64,-0.157144134129437,0.1491174246192387,0.21663398906073075
3.65,-0.14917204907514034,0.15597809050018177,0.21582739617888866
3.66,-0.1408934348043553,0.16240224351927893,0.21500104341854784
3.67,-0.13233263229285253,0.168375754138668,0.21415489756557166
3.68,-0.1235146603144568,0.17388586939585157,0.21328892818931508
3.69,-0.11446513672753217,0.1789212469771588,0.21240310766538728
3.7,-0.10521019796147771,0.18347198475099769,0.21149741119825477
3.71,-0.09577641696694404,0.18752964566124566,0.21057181684370366
3.72,-0.08619071989919609,0.19108727789653884,0.20962630553117786
3.73,-0.07648030180890633,0.19413943026695102,0.20866086108601617
3.74,-0.06667254161855077,0.19668216273559483,0.2076754702516125
3.75,-0.05679491666556367,0.19871305206892093,0.20667012271151822
3.7600000000000002,-0.04687491709541919,0.2002311925859557,0.20564481111152916
3.77,-0.03693996038884517,0.20123719200324963,0.20459953108177498
3.7800000000000002,-0.02701730630745302,0.20173316238895372,0.20353428125885506
3.79,-0.017133972541164083,0.20172270625605954,0.20244906330805743
3.8000000000000003,-0.0073166513389135825,0.20121089784141916,0.2013438819457031
3.81,0.0024083725987322268,0.2002042596336292,0.20021874496166422
3.8200000000000003,0.01201530269026621,0.19871073422916224,0.19907366324210612
3.83,0.02147890923722836,0.19673965161220414,0.19790865079251224
3.84,0.030774606117253932,0.19430169196944816,0.19672372476105277
3.85,0.03987852514859478,0.191408844166549,0.19551890546236533
3.86,0.048767587876129836,0.18807436002800262,0.19429421640182395
3.87,0.05741957453736119,0.18431270457682358,0.19304968430037647
3.88,0.06581318997621362,0.18013950240450893,0.19178533912004134
3.89,0.07392812628265717,0.17557148035532863,0.19050121409016282
3.9,0.08174512194711932,0.1706264067219424,0.1891973457345296
3.91,0.08924601733042231,0.16532302716164654,0.18787377389947899
3.92,0.09641380626242357,0.15968099755416504,0.1865305417831123
3.93,0.10323268359571319,0.15372081403276883,0.1851676959657643
3.94,0.10968808855450637,0.14746374043060237,0.18378528644188388
3.95,0.11576674373327248,0.14093173339336212,0.18238336665349414
3.96,0.12145668961457312,0.13414736541789893,0.18096199352541975
3.97,0.12674731449103627,0.12713374608383884,0.1795212275024869
3.98,0.13162937969226315,0.11991444175194291,0.17806113258892317
3.99,0.13609504003375228,0.1125133940085841,0.17658177639020262
4.0,0.14013785942152474,0.10495483714044103,0.17508323015761257
4.01,0.14375282156303104,0.09726321492720624,0.17356556883583954
4.0200000000000005,0.14693633575201645,0.08946309704284061,0.17202887111390933
4.03,0.1496862377122914,0.08157909535758998,0.17047321947984487
4.04,0.15200178550271778,0.0736357804336438,0.16889870027944567
4.05,0.15388365050311287,0.065657598506976,0.1673054037796372
4.0600000000000005,0.15533390351815735,0.057668789246482735,0.1656934242368823
4.07,0.15635599605367725,0.04969330457911946,0.16406285997120332
4.08,0.1569547368368144,0.04175472886625926,0.16241381344641992
4.09,0.15713626366852834,0.03387620071203399,0.16074639135727828
4.1,0.15690801071353846,0.02608033667890786,0.15906070472421868
4.11,0.15627867134914675,0.018389157179257064,0.1573568689966156
4.12,0.15525815671032134,0.0108240148042799,0.15563500416541895
4.13,0.15385755008391738,0.0034055253431322305,0.15389523488622986
4.14,0.15208905731990427,-0.003846498264118302,0.15213769061397306
4.15,0.14996595344189367,-0.010913108806378838,0.1503625057504566
4.16,0.1475025256530845,-0.017776284291982657,0.14856981980627237
4.17,0.14471401294688852,-0.02441898383935924,0.1467597775786646
4.18,0.1416165425439443,-0.030825199770247703,0.1449325293471982
4.19,0.1382270633888961,-0.03698000572123724,0.14308823108928503
4.2,0.13456327695119422,-0.04286960060353504,0.14122704471789535
4.21,0.13064356558418325,-0.04848134825566128,0.13934913834407264
4.22,0.12648691870589635,-0.05380381264912844,0.13745468656722676
4.23,0.12211285707317515,-0.05882678852311206,0.13554387079656774
4.24,0.11754135542799682,-0.06354132734051823,0.13361687960750154
4.25,0.11279276380116061,-0.06793975847471681,0.13167390913733543
4.26,0.10788772776375295,-0.07201570555341798,0.1297151635252497
4.2700000000000005,0.10284710792102689,-0.0757640979037223,0.12774085540219374
