t,phi_model_real,phi_model_imag,phi_model_abs
21.01,-1.8231366205063722e-05,0.0017957714753221168,0.0017958640188762275
21.02,4.14239912488917e-06,0.0020223771108578413,0.0020223813532546774
21.03,3.578966488094322e-05,0.0022794469167120614,0.002279727866702606
21.04,7.940648641632743e-05,0.002571179596059265,0.002572405470620149
21.05,0.00013838180747203108,0.002902310722331312,0.0029056078630122347
21.06,0.00021696301756728842,0.0032781575218469097,0.003285329464305426
21.07,0.0003204580148164523,0.003704657137702221,0.0037184913402061475
21.08,0.0004554807353010104,0.004188393000498085,0.004213086591425781
21.09,0.000630247988673963,0.004736601835837606,0.004778347986332489
21.1,0.0008549362220775528,0.005357151114204496,0.005424940921728337
21.11,0.0011421073927374065,0.006058473253028958,0.00616518511110678
21.12,0.001507213275461656,0.006849438456224731,0.007013308707260651
21.13,0.0019691869962756817,0.007739142559964928,0.007985738850586196
21.14,0.00255112899545639,0.008736579490981082,0.00910143287365729
21.15,0.0032810914793825023,0.009850159815383112,0.010382254556918971
21.16,0.004192960058557688,0.011087027315460227,0.011853399881317651
21.17,0.0053274228392886,0.012452114663027126,0.013543876612320012
21.18,0.006733004680969866,0.013946867356157825,0.01548704171506692
21.19,0.008467126377230249,0.015567552768250177,0.017721199967277664
21.2,0.010597123701961501,0.017303059506084562,0.020290266115203553
21.21,0.013201127989141874,0.019132083011831807,0.023244491402423243
21.22,0.016368666608588264,0.02101958905259954,0.026641253170286018
21.23,0.020200787027626958,0.022912451085217278,0.03054590334673401
21.24,0.024809441403789833,0.02473417543958745,0.0350326678607892
21.25,0.030315790301213483,0.026378666292048738,0.040185584193021484
21.26,0.036846996556043024,0.027703048495081338,0.04609945825193475
21.27,0.04453098883680894,0.028519669837723628,0.05288081442675373
21.28,0.053488588452760576,0.028587555373105623,0.06064880391960893
21.29,0.06382232727107556,0.027603794891422593,0.06953602627921733
21.3,0.07560126072383067,0.0251956180842536,0.07968920751067982
21.31,0.0888411269786854,0.02091425309859241,0.09126966541800668
21.32,0.10347935840110212,0.014232066810454783,0.10445347931400366
21.33,0.11934475803634781,0.00454492926926845,0.11943126748392591
21.34,0.13612215877585696,-0.008817809068759773,0.13640746264985912
21.35,0.15331312970438712,-0.02657295510186103,0.15559896427225905
21.36,0.1701948129848234,-0.049449726899605397,0.17723303827837678
21.37,0.1857802678445221,-0.07813968021292929,0.20154433146124753
21.38,0.19878522212172503,-0.11322785455720658,0.2287708713573725
21.39,0.20760777642768685,-0.15510377726504124,0.25914893508392417
21.4,0.21032917579548405,-0.2038528135059682,0.2929066946403013
21.41,0.20474496515497032,-0.25913106778351847,0.33025658365418914
21.42,0.1884362877999307,-0.32003064076636006,0.37138638314987443
21.43,0.15889030716384325,-0.3849463819770056,0.4164490925765203
21.44,0.11367625064225434,-0.45145999794359215,0.46555173687068213
21.45,0.05067898141514452,-0.5162618651726982,0.5187433590792945
21.46,-0.031614911077916315,-0.5751342831670891,0.5760025575260808
21.47,-0.13379261690981142,-0.6230210980754988,0.6372250410857814
21.48,-0.25517700012940964,-0.6542064612268897,0.7022117880711308
21.49,-0.3935107202566384,-0.662618915399235,0.7706584937582645
21.5,-0.5447080364378226,-0.6422653953103186,0.842147067306577
21.51,-0.7027256793488763,-0.5877831912860425,0.9161399785921058
21.52,-0.8596039976419777,-0.49507758031505694,0.9919782473888632
21.53,-1.0057211886545896,-0.3619909821704734,1.0688838012064477
21.54,-1.130285590058305,-0.1889295759567357,1.1459667969730376
21.55,-1.2220640082983925,0.02064049719196465,1.2222383034836803
21.56,-1.270310086625403,0.2599186395476793,1.296628480084621
21.57,-1.2658200132438546,0.5187978941368244,1.3680100733874279
21.58,-1.2020093854264933,0.7842506837200011,1.4352267059836454
21.59,-1.075881567774173,1.0410870945084965,1.4971250736756618
21.6,-0.8887507446060888,1.2730503893400962,1.5525898298767928
21.61,-0.646596435475251,1.4641612829108281,1.6005796489848239
21.62,-0.3599615564413634,1.600175471888228,1.6401627550180506
21.63,-0.043360044683102464,1.6699872916400453,1.6705501033235053
21.64,0.2857746363582918,1.6668037355445822,1.6911244293697278
21.65,0.6085024967997346,1.588931363197471,1.7014635363604138
21.66,0.9059981965929567,1.440062890920275,1.7013564770603924
21.67,1.1611923503037973,1.2290144226849116,1.6908116765540695
21.68,1.3602381232646532,0.9689380794973113,1.6700565121822926
21.69,1.493631249177013,0.6761057531765143,1.6395283766975386
21.7,1.5568605242553224,0.3684157370783959,1.5998577584621627
21.71,1.5505320564820664,0.06380584199534167,1.551844336153353
21.72,1.4799824112899889,-0.22124020434762548,1.4964274675865543
21.73,1.3544611217466562,-0.4729307655070562,1.4346527242807927
21.74,1.1860116119899973,-0.6810326115467294,1.367636268079079
21.75,0.9882050569006452,-0.8393079886057158,1.296528879054138
21.76,0.7748824474805356,-0.9455251462906477,1.2224813330604993
21.77,0.5590390522520301,-1.0010973071325493,1.14661261125582
21.78,0.3519488451599488,-1.0104423621308745,1.0699821291956435
21.79,0.16258229685556413,-0.9801744963858534,0.9935668304729642
21.8,-0.002672873699338915,-0.9182397407198896,0.9182436309014851
21.81,-0.14001538902862715,-0.8330933122805967,0.8447773529939671
21.82,-0.24801208251926785,-0.7329925539653503,0.7738139810343253
21.83,-0.32722489135832383,-0.6254508513803064,0.7058788118486182
21.84,-0.3797527941624411,-0.5168700903317561,0.6413788856469622
21.85,-0.40875146091675907,-0.41234573551058257,0.5806089582458646
21.86,-0.4179805902378511,-0.31562159597164224,0.5237602177134772
21.87,-0.411413426052418,-0.22916140632408363,0.47093094746960534
21.88,-0.39292753425076604,-0.1543008996631872,0.42213838348254457
21.89,-0.36608255183403265,-0.09144571729921415,0.3773310932982929
21.9,-0.3339804029587195,-0.04028560235999269,0.3364013069504578
21.91,-0.2991967430130254,-2.2032897345496435e-06,0.2991967430211379
21.92,-0.2637688993284376,0.03054491427903675,0.2655315876524847
21.93,-0.22922472603129188,0.05266277704468818,0.23519639263853379
21.94,-0.19663783158134626,0.06770328360709321,0.2079667555649133
21.95,-0.16669682928609,0.07697445168728063,0.1836107271010965
21.96,-0.13977897074164208,0.08168118698825702,0.16189495659038744
21.97,-0.11602127363448494,0.08289070313356302,0.14258963707697872
21.98,-0.09538473639619528,0.08151724765086374,0.12547234596493329
21.99,-0.07770927519639137,0.07832098004620387,0.1103308994205447
22.0,-0.06275856819629662,0.07391644698509243,0.09696534956854017
22.01,-0.05025506903020281,0.0687868979869689,0.08518925576561938
22.02,-0.03990612190742205,0.06330153043159538,0.07483035694604313
22.03,-0.031422459641144845,0.05773354536605652,0.06573076319680066
22.04,-0.02453048008341693,0.0522775797186723,0.057746773021226494
22.05,-0.01897965359516861,0.04706563313745605,0.050748409563474976
22.06,-0.014546277767254865,0.0421810282168239,0.04461875545452414
22.07,-0.011034613531158565,0.037670244221203956,0.039253152681882474
22.08,-0.008276242495526514,0.0335526659999818,0.03455832150945838
22.09,-0.006128300139337087,0.02982841288267169,0.030451441307382043
22.1,-0.004471075341930216,0.026484477074047424,0.02685922635890617
22.11,-0.00320532886783056,0.023499424842849802,0.023717021336915275
22.12,-0.0022495726213459556,0.020846910690207686,0.020967934144884296
22.13,-0.0015374658292565534,0.018498235449100283,0.018562018098969783
22.14,-0.0010154205021038992,0.016424151692732713,0.016455510858736287
22.15,-0.0006404627705896532,0.014596089250890718,0.014610133948067655
22.16,-0.00037836525511891696,0.012986943466106377,0.012992453996767675
22.17,-0.00020204513323147385,0.011571541062684314,0.011573304834888422
22.18,-9.021015942014357e-05,0.010326874148235072,0.01032726815505187
22.19,-2.622824358932647e-05,0.009232172250084278,0.009232209506720912
22.2,2.8065047697361927e-06,0.008268865323415541,0.008268865799688193
22.21,6.838478012764137e-06,0.007420477035633851,0.007420480186696199
22.22,-6.528233365894046e-06,0.006672476902949042,0.006672480096502299
22.23,-3.1528735537442484e-05,0.006012111570302631,0.0060121942412842385
22.24,-6.383562926990074e-05,0.0054282292417833725,0.005428604580268889
22.25,-0.00010023882529633652,0.0049111065861139926,0.004912129448850979
22.26,-0.0001383916764642857,0.0044522840160802915,0.004454434331759606
22.27,-0.00017661068520392003,0.004044412783979719,0.004048267049163973
22.28,-0.00021371822717250986,0.0036811156132578087,0.0036873144209297057
22.29,-0.00024891962361731757,0.003356861412883926,0.00336607776563924
22.3,-0.0002817075053198864,0.0030668538499739792,0.003079764870189569
22.31,-0.00031178776212429163,0.0028069330755871764,0.0028241963280614467
22.32,-0.00033902249247281467,0.002573489623580103,0.002595724386963481
22.33,-0.00036338628745942415,0.0023633893695859474,0.0023911626682819815
22.34,-0.0003849329333106466,0.002173908399980009,0.0022077253213773633
22.35,-0.00040377022233232856,0.002002676665372886,0.002042974355803655
22.36,-0.0004200410496681141,0.0018476293557019993,0.0018947740549886353
22.37,-0.00043390936295815166,0.001706965017588597,0.0017612515171133247
22.38,-0.0004455498422610665,0.0015791095278234657,0.00164076249433052
22.39,-0.00045514043362146706,0.0014626851320420008,0.0015318618115919798
22.4,-0.00046285705400688924,0.0013564838500251778,0.0014332777427362308
22.41,-0.000468869938364962,0.0012594446357152064,0.0013438898055771434
22.42,-0.0004733412196660294,0.0011706337594378628,0.0012627095109210783
22.43,-0.0004764234268121735,0.0010892279513179527,0.0011888636639866485
22.44,-0.00047825865867665224,0.0010144999084274909,0.001121579871787372
22.45,-0.0004789782496653694,0.0009458058241206483,0.001060173957703659
22.46,-0.0004787027865374033,0.0008825746468245631,0.0010040390256639315
22.47,-0.00047754237055887304,0.0008242988179105437,0.0009526359519185214
22.48,-0.0004755970455623085,0.0007705262748335005,0.0009054851130506717
22.49,-0.00047295733286945236,0.0007208535371793765,0.0008621591852894712
22.5,-0.0004697048296608733,0.000674919720227648,0.0008222768729320536
22.51,-0.0004659128392899539,0.000632401343709411,0.0007854974432426212
22.52,-0.00046164701108321684,0.0005930078231466697,0.0007515159620096034
22.53,-0.0004569659739749279,0.0005564775479659823,0.0007200591383775964
22.54,-0.0004519219534064489,0.0005225744649001471,0.0006908816999576525
22.55,-0.0004465613646593065,0.0004910850973839085,0.0006637632298334587
22.56,-0.0004409253785011105,0.0004618159420207173,0.0006385054061719682
22.57,-0.0004350504569294475,0.00043459119200910947,0.0006149295929180997
22.58,-0.00042896885809488053,0.00040925074489480003,0.0005928747366958509
22.59,-0.00042270911030968923,0.00038564845834699614,0.0005721955307097599
22.6,-0.0004162964555191323,0.0003636506230008607,0.0005527608112798039
22.61,-0.000409753262821598,0.0003431346259035977,0.0005344521567801439
22.62,-0.0004030994126446751,0.00032398778185708735,0.0005171626622902679
22.63,-0.0003963526520820278,0.00030610631307056394,0.0005007958663109263
22.64,-0.00038952892172169673,0.000289394460101098,0.0004852648085271317
22.65,-0.0003826426540983694,0.0002737637091507315,0.00047049119990007324
22.66,-0.00037570704371506735,0.0002591321224714558,0.00045640468840019285
22.67,-0.0003687342884419467,0.00024542375997117045,0.0004429422055202862
22.68,-0.0003617358020313276,0.0002325681811745993,0.00043004738037349916
22.69,-0.0003547223975125275,0.00022050001753481105,0.0004176700097324293
22.7,-0.0003477044413550364,0.00020915860576876675,0.0004057655738294617
22.71,-0.0003406919785183361,0.00019848767345847465,0.00039429478913840144
22.72,-0.0003336948288332565,0.00018843506866920992,0.00038322319070539844
22.73,-0.00032672265557016477,0.00017895252582971862,0.00037252073789744464
22.74,-0.0003197850075179119,0.00016999546063617465,0.00036216143868465095
22.75,-0.00031289133639868856,0.00016152278730581163,0.0003521229887587514
22.76,-0.00030605099194173983,0.0001534967521399676,0.0003423864228996845
22.77,-0.00029927319740032836,0.0001458827780607113,0.0003329357770155179
22.78,-0.0002925670086884083,0.0001386493155607922,0.00032375776018245386
22.79,-0.00028594126060568076,0.0001317676963357427,0.00031484143678111107
22.8,-0.00027940450379102346,0.00012521198672792215,0.0003061779194505401
22.81,-0.0002729649360800817,0.0001189588389773347,0.000297760074052984
22.82,-0.00026663033183829226,0.0001129873391089947,0.00028958223815546565
22.83,-0.0002604079726026502,0.00010727885106321812,0.0002816399546947605
22.84,-0.0002543045820067969,0.00010181685736094693,0.000273929722506542
22.85,-0.00024832626750917236,9.65867971699683e-05,0.0002664487652862922
22.86,-0.00024247847091759652,9.157590308216172e-05,0.00025919482032604193
22.87,-0.00023676592914058058,8.677303821754706e-05,0.00025216594806457573
22.88,-0.00023119264602322744,8.216853543964029e-05,0.0002453603631223201
22.89,-0.00022576187557579432,7.775404050419815e-05,0.0002387762870936495
22.9,-0.00022047611640080641,7.352236088597734e-05,0.00023241182296395728
22.91,-0.0002153371166887867,6.946732185378854e-05,0.00022626485062726378
22.92,-0.00021034588879965558,6.558363111625382e-05,0.0002203329426239071
22.93,-0.00020550273218165183,6.186675306232803e-05,0.00021461329890898835
22.94,-0.00020080726320588198,5.831279329531398e-05,0.00020910269921294266
22.95,-0.00019625845040733097,5.491839382848065e-05,0.0002037974713704439
22.96,-0.00019185465361517724,5.1680638991316125e-05,0.00019869347387458497
22.97,-0.0001875936655150581,4.859697180416463e-05,0.0001937860908577039
22.98,-0.00018347275430190325,4.5665120324715676e-05,0.00018907023770386845
22.99,-0.00017948870623932337,4.288303325988738e-05,0.00018454037555243766
23.0,-0.0001756378671289509,4.024882397457502e-05,0.00018019053305027798
23.01,-0.00017191618189700702,3.776072191401352e-05,0.0001760143338410604
23.02,-0.00016831923171681926,3.541703038819821e-05,0.00017200502843597
23.03,-0.00016484226829478082,3.32160896406406e-05,0.000168155529280436
23.04,-0.0001614802451479547,3.1156244135000035e-05,0.00016445844800934753
23.05,-0.00015822784588811098,2.9235813037133373e-05,0.0001609061340606194
23.06,-0.00015507950969637356,2.745306294187028e-05,0.00015749071398834255
23.07,-0.00015202945432290138,2.58061819873363e-05,0.0001542041309773596
23.08,-0.0001490716970753673,2.429325461271509e-05,0.00015103818420720064
23.09,-0.00014620007436852008,2.291223634213087e-05,0.00014798456784259116
23.1,-0.0001434082604942,2.1660928116623692e-05,0.0001450349095385172
23.11,-0.00014068978633713792,2.0536949844642455e-05,0.00014218080843950381
23.12,-0.00013803805880587924,1.9537712997813218e-05,0.00013941387272463343
23.13,-0.00013544638177091407,1.8660392240625672e-05,0.00013672575680319423
23.14,-0.00013290797930078807,1.7901896249817187e-05,0.00013410819829957424
23.15,-0.00013041602196228652,1.725883804846927e-05,0.00013155305498258445
23.16,-0.00012796365689954266,1.672750535041001e-05,0.00012905234179336642
23.17,-0.0001255440423273188,1.6303831578588612e-05,0.00012659826810832207
23.18,-0.0001231503869642989,1.598336838396868e-05,0.0001241832753407407
23.19,-0.00012077599478999839,1.5761260643446063e-05,0.00012180007493669435
23.2,-0.00011841431533348847,1.5632225051217945e-05,0.00011944168675948429
23.21,-0.00011605899949195405,1.5590533530297627e-05,0.00011710147778244614
23.22,-0.00011370396063450825,1.563000277142648e-05,0.00011477320092516632
23.23,-0.0001113434404735099,1.574399124626125e-05,0.00011245103377399601
23.24,-0.00010897207888773873,1.5925405031238055e-05,0.00011012961682728463
23.25,-0.00010658498656759325,1.6166713708091105e-05,0.00010780409080240607
23.26,-0.00010417781903270411,1.6459977468926905e-05,0.0001054701324389442
23.27,-0.00010174685026165741,1.6796886341401668e-05,0.00010312398813532233
23.28,-9.928904388930523e-05,1.7168812159412485e-05,0.00010076250467022726
23.29,-9.680211968792796e-05,1.7566873537954923e-05,9.83831561903481e-05
23.3,-9.428461287623572e-05,1.7982013672568437e-05,9.598406659931675e-05
23.31,-9.173592371409515e-05,1.8405090285851746e-05,9.356402646374641e-05
23.32,-8.91563548613497e-05,1.8826976503307955e-05,9.112250356755472e-05
23.33,-8.654713412016724e-05,1.9238670881560725e-05,8.865964629809454e-05
23.34,-8.391042045279349e-05,1.9631414263068706e-05,8.617627914068233e-05
23.35,-8.124929157287788e-05,1.9996810624789637e-05,8.367388969241375e-05
23.36,-7.856771194203283e-05,2.03269486591346e-05,8.115460677988243e-05
23.37,-7.587048064903775e-05,2.061452050765941e-05,7.862116947538188e-05
23.38,-7.316315938089352e-05,2.0852933892034576e-05,7.60768870452754e-05
23.39,-7.045198147899424e-05,2.10364138770908e-05,7.352559012428807e-05
23.4,-6.774374386800664e-05,2.1160090672355177e-05,7.09715736793005e-05
23.41,-6.504568440440396e-05,2.122007023513079e-05,6.841953259429067e-05
23.42,-6.236534786816322e-05,2.1213484971055317e-05,6.587449096072166e-05
23.43,-5.971044437109409e-05,2.113852251534769e-05,6.334172638257804e-05
23.44,-5.708870434079645e-05,2.0994431385861825e-05,6.082669079052822e-05
23.45,-5.4507734431999054e-05,2.0781503183936832e-05,5.8334929394774385e-05
23.46,-5.1974878702278224e-05,2.0501031930729358e-05,5.5871999484010944e-05
23.47,-4.94970891652005e-05,2.0155252012187847e-05,5.344339079346118e-05
23.48,-4.7080809414557694e-05,1.9747257013527762e-05,5.1054449117468946e-05
23.49,-4.4731874424894495e-05,1.9280902408407214e-05,4.871030473367061e-05
23.5,-4.245542891382434e-05,1.8760695592189933e-05,4.641580704199386e-05
23.51,-4.02558658464579e-05,1.8191677088360628e-05,4.417546661140321e-05
23.52,-3.813678582073043e-05,1.7579296901012858e-05,4.199340558076025e-05
23.53,-3.6100977244184646e-05,1.6929289936998486e-05,3.987331708995498e-05
23.54,-3.4150416443283405e-05,1.6247554193850955e-05,3.781843413643412e-05
23.55,-3.228628617342668e-05,1.5540035029915936e-05,3.5831507972780284e-05
23.56,-3.050901045091608e-05,1.4812618334678928e-05,3.3914795895345933e-05
23.57,-2.8818303224586835e-05,1.4071034837986914e-05,3.2070058031691705e-05
23.58,-2.721322815220294e-05,1.3320777176277956e-05,3.0298562524382215e-05
23.59,-2.5692266641427614e-05,1.2567030709303957e-05,2.8601098335952116e-05
23.6,-2.4253391345471196e-05,1.1814618485349634e-05,2.697799476816137e-05
23.61,-2.2894142450525003e-05,1.1067960213961427e-05,2.5429146699068847e-05
23.62,-2.161170433269144e-05,1.0331044642241541e-05,2.3954044492812935e-05
23.63,-2.0402980470865483e-05,9.60741435673869e-06,2.2551807526595002e-05
23.64,-1.9264664853518486e-05,8.900161752908154e-06,2.1221220302949584e-05
23.65,-1.8193308487558256e-05,8.211934727297857e-06,1.9960770167727992e-05
23.66,-1.71853799857211e-05,7.544950547763126e-06,1.8768685729741826e-05
23.67,-1.6237319557909337e-05,6.901016334324061e-06,1.7642975170652838e-05
23.68,-1.53455860487339e-05,6.281554625268388e-06,1.6581463737840737e-05
23.69,-1.4506696939307114e-05,5.687632596270024e-06,1.5581829823196495e-05
23.7,-1.3717261461367613e-05,5.119993630878207e-06,1.4641639142519342e-05
23.71,-1.2974007154300921e-05,4.579090095752965e-06,1.375837663915603e-05
23.72,-1.2273800332115931e-05,4.06511634206128e-06,1.2929475838839825e-05
23.73,-1.1613661021004237e-05,3.578041125413313e-06,1.215234547755873e-05
23.74,-1.0990772983720107e-05,3.1176388030073402e-06,1.1424393309304824e-05
23.75,-1.0402489470140058e-05,2.6835188221416113e-06,1.0743047074511173e-05
23.76,-9.84633532999369e-06,2.2751531548995494e-06,1.0105772672533819e-05
23.77,-9.320006099737073e-06,1.891901457197644e-06,9.510089632747043e-06
23.78,-8.821364636315927e-06,1.5330338353317413e-06,8.953584019101912e-06
23.79,-8.348435821076748e-06,1.1977511897149285e-06,8.433918933159181e-06
23.8,-7.899399801509663e-06,8.852031744963343e-07,7.948842801579944e-06
23.81,-7.472584180332895e-06,5.945038645839335e-07,7.49619564693763e-06
23.82,-7.066455503400441e-06,3.2474526004431063e-07,7.073913546648675e-06
23.83,-6.679610342105291e-06,7.500878388101688e-08,6.6800314849571835e-06
23.84,-6.310766213812585e-06,-1.5562505522074029e-07,6.312684798341423e-06
23.85,-5.958752536375761e-06,-3.680686565052058e-07,5.970109406507231e-06
23.86,-5.622501770444379e-06,-5.632207980495457e-07,5.650641010186875e-06
23.87,-5.30104086628558e-06,-7.41961410645542e-07,5.352713424135174e-06
23.88,-4.9934831001289724e-06,-9.051474887743881e-07,5.074856199707361e-06
23.89,-4.699020358340796e-06,-1.0536099837741033e-06,4.8156916768009275e-06
