normalizer,description,denominator,DeltaF_pair_raw,DeltaF_phys_cert_normalized,correction_to_leading_ratio,gate
raw,no correction normalizer,1.0,-247.3113337492331,-247.3113337492331,0.9015780137511585,FAIL_NOT_SUBLEADING
Mmax,M_max,47.0,-247.3113337492331,-5.261943271260279,0.019182510930875713,PASS_SUBLEADING_CORRECTION
sqrtM,sqrt(M_max),6.855654600401044,-247.3113337492331,-36.07406559466485,0.1315086693105014,FAIL_NOT_SUBLEADING
Lcert,certified length,16.371637,-247.3113337492331,-15.10608461140649,0.055069509160944545,FAIL_NOT_SUBLEADING
Lcert2,certified length squared,268.030498059769,-247.3113337492331,-0.9226984822230355,0.003363714279820921,PASS_SUBLEADING_CORRECTION
Lcert3,certified length cubed,4388.098019163743,-247.3113337492331,-0.056359573708055916,0.00020545986206638473,PASS_SUBLEADING_CORRECTION
NsoftV,N_soft V_soft,16.755160819145562,-247.3113337492331,-14.760307968314976,0.053808974051801135,FAIL_NOT_SUBLEADING
NsoftV_Lcert,N_soft V_soft L_cert,274.30941080767377,-247.3113337492331,-0.9015780137511585,0.003286719223728277,PASS_SUBLEADING_CORRECTION
leading_full_cert,full leading bracket term NsoftV L_cert,274.30941080767377,-247.3113337492331,-0.9015780137511585,0.003286719223728277,PASS_SUBLEADING_CORRECTION
leading_half_cert,half leading term,137.15470540383689,-247.3113337492331,-1.803156027502317,0.006573438447456554,PASS_SUBLEADING_CORRECTION
M_Lcert,M_max L_cert,769.466939,-247.3113337492331,-0.3214060555618402,0.0011716916842754157,PASS_SUBLEADING_CORRECTION
sqrtM_Lcert,sqrt(M_max) L_cert,112.23828851514594,-247.3113337492331,-2.2034489034092837,0.008032713485554403,PASS_SUBLEADING_CORRECTION
M_Lcert2,M_max L_cert^2,12597.433408809144,-247.3113337492331,-0.019631882600490116,7.156838893236001e-05,PASS_SUBLEADING_CORRECTION
