E_eff,E_eff_over_2,L_K,a,R,R_accessible,accessible_area_fraction,M_phi_canonical,M_pressure_canonical,gamma_canonical,M_accessible,Lambda_phi,Lambda_over_Eeff_over_2,noncanonical_gamma,M_phi_noncanonical,M_pressure_noncanonical,Lambda_noncanonical,Lambda_noncanonical_over_target,status
274.0748756568,137.0374378284,16.371637,0.015270311698213197,1.0,0.9847296883017868,0.969692559022934,137.0374378284,137.0374378284,1.0,132.88418376976742,137.0374378284,1.0,1.05,140.37981436080003,133.695061296,140.37981436080003,1.0243902439024393,PHASE_PRESSURE_HALF_BUDGET_DERIVED_WITHIN_CANONICAL_NORMAL_MODE_REDUCTION
