normalizer,description,denominator,DeltaF_pair_raw,DeltaF_phys_cert_normalized,correction_to_leading_ratio,gate
raw,no correction normalizer,1.0,-184.1967862687102,-184.1967862687102,0.6714927706138959,FAIL_NOT_SUBLEADING
Mmax,M_max,103.0,-184.1967862687102,-1.7883183132884486,0.006519347287513552,PASS_SUBLEADING_CORRECTION
sqrtM,sqrt(M_max),10.14889156509222,-184.1967862687102,-18.149448645433083,0.06616414869615313,FAIL_NOT_SUBLEADING
Lcert,certified length,16.371637,-184.1967862687102,-11.250969360529446,0.04101561564148386,PASS_SUBLEADING_CORRECTION
Lcert2,certified length squared,268.030498059769,-184.1967862687102,-0.6872232361693241,0.0025052849413582682,PASS_SUBLEADING_CORRECTION
Lcert3,certified length cubed,4388.098019163743,-184.1967862687102,-0.041976452090241444,0.00015302592778952212,PASS_SUBLEADING_CORRECTION
NsoftV,N_soft V_soft,16.755160819145562,-184.1967862687102,-10.99343588861497,0.040076772635127655,PASS_SUBLEADING_CORRECTION
NsoftV_Lcert,N_soft V_soft L_cert,274.30941080767377,-184.1967862687102,-0.6714927706138959,0.0024479392399872815,PASS_SUBLEADING_CORRECTION
leading_full_cert,full leading bracket term NsoftV L_cert,274.30941080767377,-184.1967862687102,-0.6714927706138959,0.0024479392399872815,PASS_SUBLEADING_CORRECTION
leading_half_cert,half leading term,137.15470540383689,-184.1967862687102,-1.3429855412277918,0.004895878479974563,PASS_SUBLEADING_CORRECTION
M_Lcert,M_max L_cert,1686.278611,-184.1967862687102,-0.10923271223814997,0.0003982098605969307,PASS_SUBLEADING_CORRECTION
sqrtM_Lcert,sqrt(M_max) L_cert,166.1539686560517,-184.1967862687102,-1.1085909518659058,0.004041388695348739,PASS_SUBLEADING_CORRECTION
M_Lcert2,M_max L_cert^2,27607.141300156207,-184.1967862687102,-0.006672070254071108,2.4323154770468625e-05,PASS_SUBLEADING_CORRECTION
