status,preferred_observable,E_star_derived,classification,bracket_E_lo,bracket_E_hi,value_interp,d2_interp,message
E0_derived,action_total,274.22889292259634,interior_minimum,274.1195450381919,274.3078717150775,3696.635234938636,19.721393215942037,Interior stationary eigenvalue found. This E_star is used as E0 downstream.
