normalizer,n_runs,n_valid,pass_count,pass_fraction,alpha_inv_blind_v13_mean,alpha_inv_blind_v13_std,alpha_inv_blind_v13_span,alpha_inv_blind_v13_cv_abs,abs_correction_ratio_mean,abs_correction_ratio_max,DeltaF_phys_cert_mean,DeltaF_phys_cert_std,stability_gate
raw,4,4,0,0.0,224.5836339901859,77.5723305226919,187.9858233521411,0.3454050909430103,0.696631902419785,1.2522428108939982,174.85785717269798,155.14466104538386,FAIL_CERTIFIED_STABILITY_GATE
Mmax,4,4,4,1.0,137.75061603652694,0.7964728729981595,1.8452995406671562,0.005781991369003831,0.004747421091955669,0.012648917281757559,1.1918212653800642,1.5929457459963363,PASS_CERTIFIED_STABLE_NORMALIZER
sqrtM,4,4,3,0.75,144.15649054786593,7.696836245175454,18.600650531303955,0.05339222823699211,0.05593171745080611,0.1258551378834959,14.003570288058096,15.393672490350914,FAIL_CERTIFIED_STABILITY_GATE
Lcert,4,4,3,0.75,142.49497336765438,4.7382146649532935,11.482408469729762,0.03325180217219398,0.042551145155477435,0.076488552176792,10.68053592763497,9.476429329906583,FAIL_CERTIFIED_STABILITY_GATE
Lcert2,4,4,4,1.0,137.48089562927478,0.2894160593075273,0.7013598255159081,0.0021051365572126797,0.002599076998560219,0.004672016132338629,0.6523804508758024,0.5788321186150526,PASS_CERTIFIED_STABLE_NORMALIZER
Lcert3,4,4,4,1.0,137.17462950949826,0.017677893744377435,0.04283993259292629,0.00012887145245144168,0.00015875486358268382,0.00028537257039956535,0.03984821132277746,0.03535578748875586,PASS_CERTIFIED_STABLE_NORMALIZER
NsoftV,4,4,3,0.75,142.37273521149154,4.62975744369177,11.219577381634906,0.03251856780593818,0.04157715404460738,0.07473773748940102,10.436059615309318,9.259514887383547,FAIL_CERTIFIED_STABILITY_GATE
NsoftV_Lcert,4,4,4,1.0,137.4734291702907,0.2827913570091818,0.6853057749591471,0.002057061926191448,0.002539584407143121,0.0045650741883295496,0.6374475329076328,0.5655827140183689,PASS_CERTIFIED_STABLE_NORMALIZER
leading_full_cert,4,4,4,1.0,137.4734291702907,0.2827913570091818,0.6853057749591471,0.002057061926191448,0.002539584407143121,0.0045650741883295496,0.6374475329076328,0.5655827140183689,PASS_CERTIFIED_STABLE_NORMALIZER
leading_half_cert,4,4,4,1.0,137.79215293674451,0.5655827140183669,1.3706115499182943,0.004104607569910065,0.005079168814286242,0.009130148376659099,1.2748950658152656,1.1311654280367378,PASS_CERTIFIED_STABLE_NORMALIZER
M_Lcert,4,4,4,1.0,137.19110436825872,0.04864955611941165,0.11271319665021906,0.00035461159339327745,0.00028997839934733887,0.0007726116381494142,0.07279792884364981,0.09729911223882722,PASS_CERTIFIED_STABLE_NORMALIZER
sqrtM_Lcert,4,4,4,1.0,137.58238317020985,0.47013235421573996,1.1361509256101954,0.0034170970394815474,0.003416379037160798,0.0076873887372103265,0.8553555327459371,0.9402647084314728,PASS_CERTIFIED_STABLE_NORMALIZER
M_Lcert2,4,4,4,1.0,137.15692869796575,0.0029715755436904045,0.00688466258139897,2.1665515347271534e-05,1.7712242175131226e-05,4.7192082144834634e-05,0.004446588257707509,0.005943151087385286,PASS_CERTIFIED_STABLE_NORMALIZER
