a_M_exponent,b_L_exponent,n_knots,normalizer_formula,slope_logR_vs_logL,corr_logR_logL,std_logR,residual_std_after_length_fit,max_subleading_ratio,score,gate,note
1.0,0.0,5,M^1 L^0,3.0213551026992262,0.9975115748169128,0.8249999724730318,0.05816488586616461,0.0029890761653338293,3.0358963241657673,PASS_MULTIKNOT_EXPONENT_DIAGNOSTIC,
1.0,1.0,5,M^1 L^1,2.02135510269923,0.9944658685224497,0.5536341099474349,0.05816488586616407,9.112941792510613e-05,2.035896324165771,PASS_MULTIKNOT_EXPONENT_DIAGNOSTIC,
1.0,2.0,5,M^1 L^2,1.02135510269923,0.9788340963643252,0.2842089698886322,0.05816488586616454,3.1426358054892974e-06,1.0358963241657713,PASS_MULTIKNOT_EXPONENT_DIAGNOSTIC,CANONICAL_CANDIDATE_M_LCERT2
1.0,3.0,5,M^1 L^3,0.02135510269922272,0.09950618956798987,0.058455001360957125,0.0581648858661636,1.687209532499912e-07,0.03589632416576362,PASS_MULTIKNOT_EXPONENT_DIAGNOSTIC,
1.0,4.0,5,M^1 L^4,-0.9786448973007652,-0.9770109480523942,0.27283231764976984,0.05816488586616431,1.0305686184588089e-08,0.9931861187673063,PASS_MULTIKNOT_EXPONENT_DIAGNOSTIC,
