target,reference,L_cert,Mmax,DeltaF_pair_raw,leading_half_alpha_inv_cert,NsoftV,normalizer_used_source,alpha_inv_pred_blind_v13_source,source_run_dir,gate_source
3_1,0_1,16.371637,215.0,43.66409947620959,137.15470540383689,16.755160819145562,M_Lcert2,137.1550842578036,outputs_routeB_BEM_v18_production\runs\3_1,PASS_SUBLEADING_CORRECTION
4_1,0_1,21.043322,215.00000000000003,-91.87101379079677,176.29212213953193,16.755160819145562,M_Lcert2,176.29163965715853,outputs_routeB_BEM_v18_production\runs\4_1,PASS_SUBLEADING_CORRECTION
5_1,0_1,24.734148,215.00000000000003,171.3057656192022,207.2123137322738,16.755160819145562,M_Lcert2,207.21296492511027,outputs_routeB_BEM_v18_production\runs\5_1,PASS_SUBLEADING_CORRECTION
6_1,0_1,28.915367,215.0,240.2989903864684,242.24081211480728,16.755160819145562,M_Lcert2,242.2414804988501,outputs_routeB_BEM_v18_production\runs\6_1,PASS_SUBLEADING_CORRECTION
7_1,0_1,32.800343,215.0,353.1851437825582,274.78751094406766,16.755160819145562,M_Lcert2,274.788274388094,outputs_routeB_BEM_v18_production\runs\7_1,PASS_SUBLEADING_CORRECTION
