target,target_id,run_dir,returncode,command,mode
3_1,3:1:1,outputs_routeB_BEM_v18_production\runs\3_1,0,"C:\Program Files\Python313\python.exe C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\routeB_RT_bem_v13_certified_length_budget.py --ideal ideal.txt --v8-script C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\routeB_RT_bem_v8_pair_length_budget.py --outdir outputs_routeB_BEM_v18_production\runs\3_1 --ideal-xml-knot-ids 0:1:1,3:1:1 --target 3_1 --reference 0_1 --n-center 24 --n-theta 5 --n-sphere 96 --tube-fraction 0.3 --outer-factor 3.0 --pair-fit-min-M 8 --pair-fit-tail-frac 0.75 --length-samples 4000 --normalizers raw,Mmax,Lcert,Lcert2,Lcert3,M_Lcert,M_Lcert2 --preferred-normalizer M_Lcert2 --subrun-timeout 300",run_bemv13
4_1,4:1:1,outputs_routeB_BEM_v18_production\runs\4_1,0,"C:\Program Files\Python313\python.exe C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\routeB_RT_bem_v13_certified_length_budget.py --ideal ideal.txt --v8-script C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\routeB_RT_bem_v8_pair_length_budget.py --outdir outputs_routeB_BEM_v18_production\runs\4_1 --ideal-xml-knot-ids 0:1:1,4:1:1 --target 4_1 --reference 0_1 --n-center 24 --n-theta 5 --n-sphere 96 --tube-fraction 0.3 --outer-factor 3.0 --pair-fit-min-M 8 --pair-fit-tail-frac 0.75 --length-samples 4000 --normalizers raw,Mmax,Lcert,Lcert2,Lcert3,M_Lcert,M_Lcert2 --preferred-normalizer M_Lcert2 --subrun-timeout 300",run_bemv13
5_1,5:1:1,outputs_routeB_BEM_v18_production\runs\5_1,0,"C:\Program Files\Python313\python.exe C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\routeB_RT_bem_v13_certified_length_budget.py --ideal ideal.txt --v8-script C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\routeB_RT_bem_v8_pair_length_budget.py --outdir outputs_routeB_BEM_v18_production\runs\5_1 --ideal-xml-knot-ids 0:1:1,5:1:1 --target 5_1 --reference 0_1 --n-center 24 --n-theta 5 --n-sphere 96 --tube-fraction 0.3 --outer-factor 3.0 --pair-fit-min-M 8 --pair-fit-tail-frac 0.75 --length-samples 4000 --normalizers raw,Mmax,Lcert,Lcert2,Lcert3,M_Lcert,M_Lcert2 --preferred-normalizer M_Lcert2 --subrun-timeout 300",run_bemv13
6_1,6:1:1,outputs_routeB_BEM_v18_production\runs\6_1,0,"C:\Program Files\Python313\python.exe C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\routeB_RT_bem_v13_certified_length_budget.py --ideal ideal.txt --v8-script C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\routeB_RT_bem_v8_pair_length_budget.py --outdir outputs_routeB_BEM_v18_production\runs\6_1 --ideal-xml-knot-ids 0:1:1,6:1:1 --target 6_1 --reference 0_1 --n-center 24 --n-theta 5 --n-sphere 96 --tube-fraction 0.3 --outer-factor 3.0 --pair-fit-min-M 8 --pair-fit-tail-frac 0.75 --length-samples 4000 --normalizers raw,Mmax,Lcert,Lcert2,Lcert3,M_Lcert,M_Lcert2 --preferred-normalizer M_Lcert2 --subrun-timeout 300",run_bemv13
7_1,7:1:1,outputs_routeB_BEM_v18_production\runs\7_1,0,"C:\Program Files\Python313\python.exe C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\routeB_RT_bem_v13_certified_length_budget.py --ideal ideal.txt --v8-script C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\routeB_RT_bem_v8_pair_length_budget.py --outdir outputs_routeB_BEM_v18_production\runs\7_1 --ideal-xml-knot-ids 0:1:1,7:1:1 --target 7_1 --reference 0_1 --n-center 24 --n-theta 5 --n-sphere 96 --tube-fraction 0.3 --outer-factor 3.0 --pair-fit-min-M 8 --pair-fit-tail-frac 0.75 --length-samples 4000 --normalizers raw,Mmax,Lcert,Lcert2,Lcert3,M_Lcert,M_Lcert2 --preferred-normalizer M_Lcert2 --subrun-timeout 300",run_bemv13
