t,phi_model_real,phi_model_imag,phi_model_abs
21.61,-0.5144637786908263,3.6148497578812995,3.6512753596023586
21.62,-0.06171839743449517,3.658811999776053,3.6593325088446282
21.63,0.38432332689994864,3.6335131711141346,3.6537819289414823
21.64,0.8118071905231421,3.543485629851422,3.6352883411840393
21.65,1.2105452350023052,3.39532520553387,3.604670999872305
21.66,1.572334755988123,3.1971611432579197,3.5628746765563504
21.67,1.8911209835837184,2.958100553414854,3.51093968314238
21.68,2.163014105567094,2.6876900205960146,3.4499721256400933
21.69,2.386181527398872,2.395428823769518,3.3811154271106196
21.7,2.5606427216977834,2.090358240048993,3.3055239705566426
21.71,2.687996760439136,1.7807410456883477,3.224339506927042
21.72,2.771112120337632,1.4738357405872584,3.1386707654219674
21.73,2.813805350631563,1.1757620139221399,3.0495765057832305
21.74,2.8205305486615315,0.8914479811021874,2.9580520750899715
21.75,2.7960961347521205,0.6246458685038921,2.865019381402983
21.76,2.7454198670890486,0.37800095551712326,2.771320076963162
21.77,2.6733279295967427,0.1531583834466252,2.6777116554218434
21.78,2.5843996121190123,-0.0491065002404149,2.584866109392663
21.79,2.482855757293179,-0.2287467006106804,2.49337076355767
21.8,2.37248680216381,-0.38630113646985154,2.4037308906113766
21.81,2.2566148193191182,-0.522758840314789,2.3163737280279104
21.82,2.13808332114629,-0.6394350844511971,2.231653538386068
21.83,2.019268560203442,-0.7378626437950582,2.1498573904643803
21.84,1.9021064638212484,-0.8196996861192711,2.0712113786706094
21.85,1.7881300221780554,-0.8866544453733592,1.9958870413214351
21.86,1.678512772483626,-0.9404258689221199,1.9240077812546894
21.87,1.5741148839811983,-0.9826587941181605,1.8556551332693525
21.88,1.4755291755240962,-1.0149118485354025,1.79087476059058
21.89,1.3831251423653197,-1.0386361220931732,1.7296820960973813
21.9,1.2970897061569473,-1.05516267130728,1.6720675730180974
21.91,1.2174639231831335,-1.0656970356571103,1.6180014141096473
21.92,1.144175293334897,-1.0713191317752562,1.567437968146008
21.93,1.0770656164371102,-1.0729871101514814,1.520319598197129
21.94,1.0159145573743587,-1.0715439871416694,1.476580138111239
21.95,0.9604592226210705,-1.067726085616375,1.4361479423177606
21.96,0.9104101335894873,-1.0621725200347953,1.3989485600476865
21.97,0.8654640206799759,-1.055435140306406,1.3649070688091378
21.98,0.8253138681734977,-1.0479885012446608,1.3339501039171338
21.99,0.7896566241805212,-1.0402395508715596,1.3060076214592473
22.0,0.758198959731623,-1.0325368330060458,1.2810144316330985
22.01,0.7306614228838247,-1.025179080065987,1.258911538232754
22.02,0.7067812919032544,-1.0184231338066894,1.23964731841644
22.03,0.6863143893371657,-1.012491177875757,1.2231785749789292
22.04,0.6690360781952104,-1.007577299470413,1.2094714913278932
22.05,0.6547416237854246,-1.0038534206597847,1.1985025173471788
22.06,0.6432460706599079,-1.001474655361814,1.1902592124203346
22.07,0.6343837538299177,-1.0005841574595087,1.1847410701424563
22.08,0.628007536828944,-1.001317530693543,1.1819603477224485
22.09,0.6239878460446291,-1.003806873039654,1.1819429217915152
22.1,0.6222115505988772,-1.0081845282709148,1.184729191310616
22.11,0.6225807194534438,-1.0145866160669528,1.1903750475112278
22.12,0.6250112718365919,-1.0231564099274146,1.1989529303097557
22.13,0.6294315230140942,-1.034047629657141,1.2105529903987657
22.14,0.6357806143365937,-1.0474277125686111,1.225284376225752
22.15,0.6440068038840533,-1.063481124907717,1.243276665301789
22.16,0.6540655813880574,-1.082412772379251,1.2646814597226583
22.17,0.6659175579597983,-1.1044515659283858,1.2896741664004925
22.18,0.6795260669940377,-1.1298541959529498,1.318455983276223
22.19,0.6948543969669524,-1.1589091645661318,1.3512561136585752
22.2,0.7118625592227942,-1.1919411210004227,1.3883342317882141
22.21,0.7305034737589142,-1.2293155391745398,1.4299832236882468
22.22,0.7507184330048831,-1.2714437681207424,1.4765322282789426
22.23,0.7724316772071372,-1.318788474459669,1.5283500045214422
22.24,0.7955438848781321,-1.3718694802516431,1.5858486509162546
22.25,0.8199243475586676,-1.4312699778890372,1.6494877039026363
22.26,0.8454015597223711,-1.497643074420601,1.719778641436452
22.27,0.8717519121175196,-1.571718578616882,1.7972898170996305
22.28,0.8986861306284696,-1.6543098925302353,1.88265184829999
22.29,0.925833053790764,-1.746320802104624,1.9765634792120563
22.3,0.9527202920559142,-1.8487518748292893,2.07979793479557
22.31,0.9787512633623217,-1.962706062218878,2.193209776150944
22.32,1.003178056418806,-2.089392966252963,2.3177422592487646
22.33,1.0250695408816282,-2.2301310565829566,2.4544351882213324
22.34,1.0432741300027384,-2.3863469138934277,2.604433240415591
22.35,1.056376616709958,-2.55957031899948,2.768994722680901
22.36,1.06264856212696,-2.7514237024915364,2.9495006962573735
22.37,1.0599918338244458,-2.963604112958651,3.147464380437044
22.38,1.0458750917580646,-3.197855452654393,3.3645407121375976
22.39,1.0172633300500828,-3.455928271878755,3.602535898923904
22.4,0.9705410349851677,-3.739523917616764,3.8634167560616484
22.41,0.9014301513970719,-4.0502193175385734,4.1493195632549655
22.42,0.8049049028897668,-4.38936817904328,4.462558113223143
22.43,0.6751066302409074,-4.757973942689003,4.805630551915406
22.44,0.5052632401031483,-5.156529518696528,5.181224528910919
22.45,0.2876196296520097,-5.584818748037184,5.5922200868518015
22.46,0.013387594891756215,-6.041674789067293,6.041689621666137
22.47,-0.3272737611664373,-6.5246913923093395,6.532894142692319
22.48,-0.7452332706683501,-7.029884478555076,7.069274956425208
22.49,-1.252301683345933,-7.551303797816194,7.654439793546249
22.5,-1.8610643686555721,-8.080597958484164,8.292142301657503
22.51,-2.5846098342050006,-8.60654102034424,8.986253742797231
22.52,-3.436128904117127,-9.114535359380515,9.7407256743585
22.53,-4.428358323843395,-9.586113786092508,10.559542365285813
22.54,-5.572843355903043,-9.998473955656449,11.446661719094044
22.55,-6.878997449602443,-10.324089770848925,12.405943555739091
22.56,-8.352944265093038,-10.530457282715865,13.441064261391444
22.57,-9.996139208175046,-10.580045692875752,14.555417064878396
22.58,-11.803785110835378,-10.430536137645037,15.751997557817802
22.59,-13.763080447833255,-10.035440134432173,17.03327455615338
22.6,-15.851368704908962,-9.345193491750374,18.401047014157122
22.61,-18.034293642193287,-8.308817240410317,19.856288452462433
22.62,-20.264105592899664,-6.876221554291418,21.398981245467954
22.63,-22.478305612923993,-5.001198554744273,23.027944116051405
22.64,-24.598852698533282,-2.6451027406642154,24.740657278916572
22.65,-26.53218825962351,0.2188478168725102,26.533090815264124
22.66,-28.170344033344325,3.6007997910866956,28.399542990908643
22.67,-29.393386299523446,7.489270453443669,30.332496271784773
22.68,-30.073402457601954,11.846284164043523,32.32249965383506
22.69,-30.08014920304108,16.603094059445304,34.35808650702191
22.7,-29.28835153644212,21.65702667084415,36.42573732876064
22.71,-27.58647076405695,26.87003460695895,38.50989650720111
22.72,-24.88655658958509,32.06953564683351,40.59305132027089
22.73,-21.134580466100218,37.052039036264404,42.65587987866299
22.74,-16.320439644054026,41.58990023917762,44.67747253460021
22.75,-10.486655227294566,45.44130172855842,46.63562844695063
22.76,-3.7346973909416787,48.36323986934925,48.507225598482954
22.77,3.772111050347003,50.126931188325834,50.268658746134285
22.78,11.810011434863016,50.534674179599875,51.896335752439334
22.79,20.101153840328745,49.43686530819566,53.36721875096399
22.8,28.325055351000884,46.7476253378358,54.659392928973624
22.81,36.134839691285144,42.45739658793546,55.752642668667384
22.82,43.177366274826774,36.64096227671866,56.629012661306994
22.83,49.11582694431592,29.459632481916415,57.27333063820869
22.84,53.65296648839927,21.15682515090952,57.67366871867485
22.85,56.5528400431743,12.046901396654206,57.82172213112965
22.86,57.65900905286969,2.4978204708576506,57.71308718188228
22.87,56.90731944045685,-7.091129022627615,57.34742467377023
22.88,54.33188580969298,-16.31468435202587,56.728500254667004
22.89,50.06357138174468,-24.78782733559057,55.864099057570925
22.9,44.321021971160846,-32.17051198150721,54.76581807770629
22.91,37.39508286570156,-38.18869182513301,53.448745596577545
22.92,29.62809782560473,-42.649841311581,51.93104220662864
22.93,21.390072766209503,-45.45177124464376,50.23344226926085
22.94,13.053925476660357,-46.58426150912268,48.378697695375514
22.95,4.972016926921292,-46.12377673251479,46.39098762036075
22.96,-2.5441118544845804,-44.222196638662496,44.295317818892116
22.97,-9.239338528177752,-41.09100435379459,42.11693264284373
22.98,-14.925019098755628,-36.98268278731974,39.88076003846637
22.99,-19.483253104789757,-32.17115443288179,37.61090704954654
23.0,-22.86567459946965,-26.932978483140893,35.33021942844626
23.01,-25.087557921509784,-21.530731712940465,33.059914860140346
23.02,-26.218348818156187,-16.199603037818836,30.8192951466029
23.03,-26.36989075857614,-11.137788404415103,28.625538757563373
23.04,-25.683621353897006,-6.500840884165219,26.493571636372252
23.05,-24.317890729747063,-2.3997570782923363,24.436011204342094
23.06,-22.436339534786896,1.0977040604371828,22.463176220751635
23.07,-20.198009883021538,3.9631562084241,20.583153557387806
23.08,-17.749586375947803,6.201941544185449,18.80191201539687
23.09,-15.219907993075035,7.846466905543617,17.123452987568264
23.1,-12.716677274471444,8.94920358294248,15.549987963725533
23.11,-10.325133114325133,9.575912995960206,14.082133486611074
23.12,-8.10835090693168,9.799517031055254,12.719115082106999
23.13,-6.108784891456346,9.694885502152593,11.458972805183448
23.14,-4.350663692953146,9.334678872135251,10.298762266169122
23.15,-2.8428801223744418,8.786271729038054,9.234746249176805
23.16,-1.5820686149962107,8.109696384736116,8.262573240532157
23.17,-0.5556275239650178,7.356487167870276,7.3774403011090195
23.18,0.2554900373593636,6.569272368654919,6.574238709749053
23.19,0.8743306031046492,5.781948352764603,5.847681656653571
23.2,1.3258995847285089,5.020274206981849,5.192413968672998
23.21,1.6355412071381954,4.302740420221962,4.603104405079134
23.22,1.8277224901915303,3.6415869897483804,4.074521481727222
23.23,1.9251826165735457,3.0438711846871636,3.6015940770894486
23.24,1.9483962165561788,2.5125101038551123,3.179458261821416
23.25,1.915293729699782,2.0472461295138293,2.8034918915232585
23.26,1.8411822284366646,1.645503195092636,2.4693385274949797
23.27,1.7388141709453997,1.30311789459272,2.172922218646655
23.28,1.6185579844255746,1.0149417938771632,1.910454603989944
23.29,1.4886319493537352,0.7753201220374856,1.678435692027825
23.3,1.3553706468873836,0.5784577862746605,1.4736495516050299
23.31,1.223500612034826,0.4186869201990626,1.2931560171902576
23.32,1.09640841132814,0.29065151069185674,1.1342793770048694
23.33,0.976389934266156,0.18942458132544598,0.9945948802133404
23.34,0.8648741945688996,0.11057240014729648,0.8719137733202388
23.35,0.76261842107059,0.0501786027102715,0.7642674586335303
23.36,0.6698737811632516,0.004839269084508388,0.6698912607395503
23.37,0.5865228566069044,-0.02836192072493416,0.5872081912486667
23.38,0.5121911272663746,-0.05189115983153663,0.5148130178220649
23.39,0.4463353536813525,-0.06780898130736943,0.4514568704669375
23.4,0.38831201162986656,-0.07781752263144036,0.39603255573819734
23.41,0.3374289301008314,-0.08330759431875426,0.34756069705904596
23.42,0.29298310760476304,-0.08540353187783392,0.3051767759823023
23.43,0.2542874004898762,-0.0850045716277799,0.26811911391305365
23.44,0.22068844340320848,-0.08282206737386215,0.23571780564015887
23.45,0.19157781380659955,-0.07941228559127592,0.20738459404147283
23.46,0.16639811486355835,-0.07520481048571953,0.18260365864445036
23.47,0.144645339815103,-0.07052678383564329,0.16092327851627364
23.48,0.12586860470976163,-0.06562332144375714,0.14194832147261519
23.49,0.1096680984235821,-0.0606745082784157,0.12533350616124975
23.5,0.09569189914736052,-0.055809394285193825,0.11077738060140636
23.51,0.08363214254704938,-0.05111740532761794,0.09801695972859988
23.52,0.07322089496592625,-0.04665755871860436,0.08682296496429512
23.53,0.06422598111150958,-0.04246583774511053,0.07699561042767335
23.54,0.05644693533688322,-0.038561039808241375,0.06836088282065302
23.55,0.0497111847739248,-0.03494937199472202,0.060767264990723026
23.56,0.0438705274781532,-0.03162802849082808,0.0540828565021119
23.57,0.03879793614290942,-0.02858794772385521,0.04819284805872294
23.58,0.03438469506665057,-0.025815914260362456,0.04299731019406829
23.59,0.030537862616879168,-0.023296141612772065,0.03840926017576642
23.6,0.027178041565077624,-0.021011447195177016,0.034352974493467074
23.61,0.024237433885932393,-0.018944109509890523,0.030762517557860386
23.62,0.02165815376103874,-0.017076479908934412,0.02758046030103626
23.63,0.019390771711255188,-0.015391406574248543,0.02475676521462034
23.64,0.017393063329539212,-0.013872516299311364,0.022247816981897824
23.65,0.01562893749951358,-0.012504389848258503,0.02001558025241667
23.66,0.014067520901782905,-0.011272658760559544,0.018026868276384524
23.67,0.01268237777413787,-0.010164045140943774,0.016252708070752055
23.68,0.011450846126470425,-0.009166360946256141,0.014667789540661964
23.69,0.010353473799703411,-0.008268479313722328,0.01324998754273373
23.7,0.009373539827080161,-0.007460287365962058,0.011979947265017115
23.71,0.008496648463647416,-0.006732627507850321,0.010840724527182898
23.72,0.007710384975894969,-0.006077232359475296,0.009817473688661486
23.73,0.0070040238229030875,-0.005486657033698111,0.00889717680599992
23.74,0.0063682812177948515,-0.004954211373789222,0.00806840851748975
23.75,0.005795105244195315,-0.004473893941752398,0.007321131865589422
23.76,0.005277497730767019,-0.004040328931810406,0.0066465209076234195
23.77,0.0048093629730415815,-0.0036487067288856695,0.006036806523310062
23.78,0.004385379151375685,-0.003294728501369122,0.005485142313473237
23.79,0.0040008889420721895,-0.002974554981805768,0.004985487906572539
23.8,0.0036518063696602235,-0.0026847594252789966,0.00453250735610163
23.81,0.0033345374149690876,-0.002422284625447136,0.004121480629398408
23.82,0.0030459122875560575,-0.002184403798427429,0.0037482264630180973
23.83,0.0027831276025958407,-0.0019686851043008453,0.0034090350969485338
23.84,0.002543696980531797,-0.0017729595566365415,0.0031006096042932303
23.85,0.0023254088206161572,-0.0015952920657077508,0.0028200147088108477
23.86,0.0021262901938004495,-0.0014339553661554662,0.0025646321335384553
23.87,0.0019445759623353213,-0.001287406591038316,0.002332121652903475
23.88,0.0017786823681110453,-0.0011542662687747496,0.0021203871311296666
23.89,0.0016271844437637066,-0.0010332995354097674,0.0019275469239177147
23.9,0.0014887966938188348,-0.0009233993705733818,0.0017519081006437556
23.91,0.0013623565710109801,-0.0008235716804941486,0.001591944012674049
23.92,0.0012468103383020516,-0.0007329220650162914,0.0014462747916923052
23.93,0.0011412009624395297,-0.0006506441174988984,0.0013136504117568072
23.94,0.0010446577321807512,-0.0005760091168029636,0.0011929359915960121
23.95,0.0009563873351792597,-0.0005083569794663569,0.0010830990506243848
23.96,0.0008756661632871818,-0.00044708834793021535,0.0009831984643911232
23.97,0.0008018336476512157,-0.00039165769764671726,0.0008923748935461942
23.98,0.000734286453188228,-0.000341567352409335,0.0008098424856524078
23.99,0.0006724733873242574,-0.00029636230360378745,0.0007348816718742578
24.0,0.000615890900589553,-0.0002556257355174308,0.0006668329011737785
24.01,0.0005640790769944075,-0.00021897516553078526,0.0006050911734789209
24.02,0.0005166180301758262,-0.00018605911501203522,0.0005491012505738924
24.03,0.00047312463718985633,-0.00015655423405096046,0.000498353439353353
24.04,0.00043324955558706206,-0.00013016281071831794,0.0004523798566586265
24.05,0.0003966744811233241,-0.00010661060320790084,0.0004107510982222821
24.06,0.0003631096132252725,-8.564494085355732e-05,0.00037307324630749965
24.07,0.0003322913032746989,-6.703304745092769e-05,0.0003389851614489287
24.08,0.000303979867059728,-5.056054739680637e-05,0.0003081560132963733
24.09,0.0002779575475459226,-3.60301217506515e-05,0.00028028301395395083
24.1,0.00025402661765102003,-2.3260287316335438e-05,0.0002550893244360806
24.11,0.00023200761516769367,-1.2084277164277108e-05,0.00023232211098038802
24.12,0.000211737703579112,-2.349005629494045e-06,0.00021175073304336705
24.13,0.00019306915344398235,6.08589527515215e-06,0.000193165048942287
24.14,0.0001758679394676158,1.3348977872507893e-05,0.00017637382839533105
24.15,0.0001600124484775781,1.95578265215695e-05,0.0001612032637573985
24.16,0.0001453922934116886,2.4819856256012573e-05,0.00014749557365588867
24.17,0.00013190722820713357,2.9233066101748793e-05,0.00013510769410732325
24.18,0.0001194661582260177,3.2886749724914885e-05,0.00012391005313836762
24.19,0.00010798624062222464,3.5862165316452656e-05,0.00011378542553818383
24.2,9.739206888061106e-05,3.823316614627387e-05,0.00010462786471305946
24.21,8.761493566255451e-05,4.00667929535329e-05,9.634170877005888e-05
24.22,7.859216807999564e-05,4.142382922389263e-05,8.88406579843064e-05
24.23,7.026652959078707e-05,4.2359320392451345e-05,8.204692075174605e-05
24.24,6.258568285511826e-05,4.29230580636168e-05,7.589042503487553e-05
24.25,5.550170810378879e-05,4.3160030427910856e-05,7.030809220122791e-05
24.26,4.897067183215641e-05,4.311084015706271e-05,6.524317005434796e-05
24.27,4.295224093428466e-05,4.281209115824233e-05,6.064462177817988e-05
24.28,3.7409337718470147e-05,4.2296745654616566e-05,5.646656746700546e-05
