a_M_exponent,b_L_exponent,normalizer_formula,n_points,alpha_inv_mean,alpha_inv_std,alpha_inv_span,alpha_inv_cv_abs,abs_correction_ratio_max,numeric_gate,note
0.0,0.0,M^0 L^0,145,1141.9565591863736,2962.4300671945807,16535.427306256453,2.5941705429716753,119.03640960413792,FAIL_NUMERIC_STABILITY,
0.0,1.0,M^0 L^1,145,198.529255412644,180.94892204087964,1010.0045161187275,0.9114471399430599,7.2708923123654605,FAIL_NUMERIC_STABILITY,
0.0,2.0,M^0 L^2,145,140.9035394397251,11.052585764079648,61.692335110943844,0.07844079579567736,0.4441151677358507,FAIL_NUMERIC_STABILITY,
0.0,3.0,M^0 L^3,145,137.38368886076842,0.6751057187549206,3.768244746138919,0.004914016535391672,0.02712710816492271,PASS_NUMERIC_STABILITY,
0.0,4.0,M^0 L^4,145,137.1686919988812,0.04123629901853569,0.2301690873147777,0.00030062471557920834,0.0016569575885980558,PASS_NUMERIC_STABILITY,
0.5,0.0,M^0.5 L^0,145,271.89793224015085,419.1125546530032,2364.219186915283,1.5414334018650302,17.0052013720197,FAIL_NUMERIC_STABILITY,
0.5,1.0,M^0.5 L^1,145,145.38498969589114,25.59991738474309,144.40945562837015,0.17608363448174177,1.0386989017664943,FAIL_NUMERIC_STABILITY,
0.5,2.0,M^0.5 L^2,145,137.6574214298552,1.5636748716541355,8.820709598457995,0.011359175955877706,0.06344502396226438,FAIL_NUMERIC_STABILITY,
0.5,3.0,M^0.5 L^3,145,137.18541192548884,0.09551121073928844,0.538779939871489,0.0006962198778917148,0.0038753011664175306,PASS_NUMERIC_STABILITY,
0.5,4.0,M^0.5 L^4,145,137.1565809964641,0.005833943834650546,0.03290935047431276,4.253491733510728e-05,0.0002367082269425794,PASS_NUMERIC_STABILITY,
1.0,0.0,M^1 L^0,145,155.6107408051308,59.764841428030884,346.9140259340568,0.3840662997862954,2.493921084459025,FAIL_NUMERIC_STABILITY,
1.0,1.0,M^1 L^1,145,138.28202305700097,3.6505110288012665,21.18994123398025,0.02639902821855952,0.15233180924174078,FAIL_NUMERIC_STABILITY,
1.0,2.0,M^1 L^2,145,137.22356337162375,0.22297776507024064,1.294308030038792,0.001624923297366798,0.00930461683469654,PASS_NUMERIC_STABILITY,CANONICAL_CANDIDATE_M_LCERT2
1.0,3.0,M^1 L^3,145,137.15891133436094,0.013619759897575053,0.07905794820877077,9.929912511753104e-05,0.0005683375971930321,PASS_NUMERIC_STABILITY,
1.0,4.0,M^1 L^4,145,137.15496230731722,0.0008319119155641014,0.004828958045465015,6.065489002870141e-06,3.471476903580455e-05,PASS_NUMERIC_STABILITY,
1.5,0.0,M^1.5 L^0,145,139.71467094966957,8.570005635893994,51.731550125916556,0.06133933950988747,0.3717718050246916,FAIL_NUMERIC_STABILITY,
1.5,1.0,M^1.5 L^1,145,137.3110712911231,0.5234666292621794,3.15982758021795,0.0038122681903219584,0.022708285373337536,PASS_NUMERIC_STABILITY,
1.5,2.0,M^1.5 L^2,145,137.1642564271882,0.031973994369786284,0.19300620825015358,0.0002331073357056344,0.0013870503831313588,PASS_NUMERIC_STABILITY,
1.5,3.0,M^1.5 L^3,145,137.15528879225135,0.0019530114410541983,0.011789059838690719,1.4239417657545952e-05,8.472276676616757e-05,PASS_NUMERIC_STABILITY,
1.5,4.0,M^1.5 L^4,145,137.15474103792857,0.00011929237382066202,0.0007200904734645519,8.69764857692182e-07,5.174972225817586e-06,PASS_NUMERIC_STABILITY,
2.0,0.0,M^2 L^0,145,137.51288443206826,1.234087836054469,7.715514008553896,0.008974343321727876,0.055420468543533885,FAIL_NUMERIC_STABILITY,
2.0,1.0,M^2 L^1,145,137.17658342545633,0.07537962367810075,0.4712732152901822,0.0005495079538780254,0.0033851513164831278,PASS_NUMERIC_STABILITY,
2.0,2.0,M^2 L^2,145,137.15604174067477,0.004604281397034524,0.028785955570015176,3.356965787726642e-05,0.00020676926299325644,PASS_NUMERIC_STABILITY,
2.0,3.0,M^2 L^3,145,137.1547870289571,0.0002812352483169007,0.0017582820563575297,2.0504953156139152e-06,1.262972438206738e-05,PASS_NUMERIC_STABILITY,
2.0,4.0,M^2 L^4,145,137.154710389601,1.717819960902334e-05,0.00010739806020865217,1.252468804040855e-07,7.714393119067677e-07,PASS_NUMERIC_STABILITY,
