selected_normalizer,run_id,n_center,n_theta,n_sphere,tube_fraction,outer_factor,L_cert_target,leading_half_alpha_inv_cert,DeltaF_pair_raw,normalizer_denominator,DeltaF_phys_cert_normalized,finite_correction_half_cert,alpha_inv_pred_blind_v13,correction_to_leading_ratio,gate,grid_label,stage,stage_dir,Mmax_inferred_from_denominator
M_Lcert2,g007_nc8_nt3_ns18_tf0p3_of2p2,8,3,18,0.3,2.2,16.371637,137.15470540383689,-65.36538627332716,10989.25042045053,-0.005948120551669743,-0.0029740602758348716,137.15173134356104,2.1683982821282575e-05,PASS_SUBLEADING_CORRECTION,A3_cartesian_tiny,StageA,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageA,41.0
M_Lcert2,g008_nc8_nt3_ns18_tf0p3_of2p8,8,3,18,0.3,2.8,16.371637,137.15470540383689,140.04292277602028,10989.25042045053,0.012743628311118138,0.006371814155559069,137.16107721799244,4.645713128687759e-05,PASS_SUBLEADING_CORRECTION,A3_cartesian_tiny,StageA,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageA,41.0
M_Lcert2,g009_nc8_nt4_ns14_tf0p36_of2p2,8,4,14,0.36,2.2,16.371637,137.15470540383689,30784.771047545546,12061.372412689605,2.5523439617167702,1.2761719808583851,138.43087738469526,0.00930461683469654,PASS_SUBLEADING_CORRECTION,A3_cartesian_tiny,StageA,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageA,45.0
M_Lcert2,g010_nc8_nt4_ns14_tf0p36_of2p8,8,4,14,0.36,2.8,16.371637,137.15470540383689,18289.92614025232,12061.372412689605,1.5164050585992799,0.7582025292996399,137.91290793313652,0.005528082518694465,PASS_SUBLEADING_CORRECTION,A3_cartesian_tiny,StageA,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageA,45.0
M_Lcert2,g011_nc8_nt4_ns14_tf0p3_of2p2,8,4,14,0.3,2.2,16.371637,137.15470540383689,18975.220015991035,12061.372412689605,1.57322229732559,0.786611148662795,137.94131655249967,0.0057352108069986035,PASS_SUBLEADING_CORRECTION,A3_cartesian_tiny,StageA,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageA,45.0
M_Lcert2,g012_nc8_nt4_ns14_tf0p3_of2p8,8,4,14,0.3,2.8,16.371637,137.15470540383689,10913.17143261799,12061.372412689605,0.9048034551305614,0.4524017275652807,137.60710713140216,0.003298477629573362,PASS_SUBLEADING_CORRECTION,A3_cartesian_tiny,StageA,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageA,45.0
M_Lcert2,g013_nc8_nt4_ns18_tf0p36_of2p2,8,4,18,0.36,2.2,16.371637,137.15470540383689,32652.807383171992,13133.49440492868,2.4862238773953558,1.2431119386976779,138.39781734253455,0.009063574851752057,PASS_SUBLEADING_CORRECTION,A3_cartesian_tiny,StageA,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageA,49.0
M_Lcert2,g014_nc8_nt4_ns18_tf0p36_of2p8,8,4,18,0.36,2.8,16.371637,137.15470540383689,19628.42838307524,13133.49440492868,1.4945320550568149,0.7472660275284074,137.9019714313653,0.005448344082167397,PASS_SUBLEADING_CORRECTION,A3_cartesian_tiny,StageA,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageA,49.0
M_Lcert2,g015_nc8_nt4_ns18_tf0p3_of2p2,8,4,18,0.3,2.2,16.371637,137.15470540383689,19554.968467268904,13133.49440492868,1.4889387290506935,0.7444693645253467,137.89917476836223,0.00542795350938445,PASS_SUBLEADING_CORRECTION,A3_cartesian_tiny,StageA,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageA,49.0
M_Lcert2,g016_nc8_nt4_ns18_tf0p3_of2p8,8,4,18,0.3,2.8,16.371637,137.15470540383689,11266.801169036153,13133.49440492868,0.8578677404246654,0.4289338702123327,137.5836392740492,0.0031273726187474524,PASS_SUBLEADING_CORRECTION,A3_cartesian_tiny,StageA,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageA,49.0
M_Lcert2,g017_nc10_nt3_ns14_tf0p36_of2p2,10,3,14,0.36,2.2,16.371637,137.15470540383689,-362.2374918347202,11525.311416570066,-0.03142973571316497,-0.015714867856582486,137.1389905359803,0.00011457767934619372,PASS_SUBLEADING_CORRECTION,A3_cartesian_tiny,StageA,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageA,43.0
M_Lcert2,g018_nc10_nt3_ns14_tf0p36_of2p8,10,3,14,0.36,2.8,16.371637,137.15470540383689,-272.5302192628783,11525.311416570066,-0.02364623474477736,-0.01182311737238868,137.1428822864645,8.620278347415655e-05,PASS_SUBLEADING_CORRECTION,A3_cartesian_tiny,StageA,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageA,43.0
M_Lcert2,g019_nc10_nt3_ns14_tf0p3_of2p2,10,3,14,0.3,2.2,16.371637,137.15470540383689,-418.04722934091285,11525.311416570066,-0.03627209836082015,-0.018136049180410074,137.13656935465647,0.00013223060140015233,PASS_SUBLEADING_CORRECTION,A3_cartesian_tiny,StageA,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageA,43.0
M_Lcert2,g020_nc10_nt3_ns14_tf0p3_of2p8,10,3,14,0.3,2.8,16.371637,137.15470540383689,-313.5899936758904,11525.311416570066,-0.02720880871167079,-0.013604404355835395,137.14110099948104,9.919021236477982e-05,PASS_SUBLEADING_CORRECTION,A3_cartesian_tiny,StageA,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageA,43.0
M_Lcert2,g021_nc10_nt3_ns18_tf0p36_of2p2,10,3,18,0.36,2.2,16.371637,137.15470540383689,-337.2315601875604,12597.433408809144,-0.026769862498478524,-0.013384931249239262,137.14132047258764,9.759002587500596e-05,PASS_SUBLEADING_CORRECTION,A3_cartesian_tiny,StageA,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageA,47.0
M_Lcert2,g022_nc10_nt3_ns18_tf0p36_of2p8,10,3,18,0.36,2.8,16.371637,137.15470540383689,-134.444397000165,12597.433408809144,-0.010672364174288915,-0.0053361820871444575,137.14936922174974,3.8906299797973817e-05,PASS_SUBLEADING_CORRECTION,A3_cartesian_tiny,StageA,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageA,47.0
M_Lcert2,g023_nc10_nt3_ns18_tf0p3_of2p2,10,3,18,0.3,2.2,16.371637,137.15470540383689,-339.5794203966572,12597.433408809144,-0.026956238574692194,-0.013478119287346097,137.14122728454953,9.826946328717825e-05,PASS_SUBLEADING_CORRECTION,A3_cartesian_tiny,StageA,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageA,47.0
M_Lcert2,g024_nc10_nt3_ns18_tf0p3_of2p8,10,3,18,0.3,2.8,16.371637,137.15470540383689,-154.3828935158767,12597.433408809144,-0.012255106933759991,-0.006127553466879996,137.14857785037,4.467621762474784e-05,PASS_SUBLEADING_CORRECTION,A3_cartesian_tiny,StageA,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageA,47.0
M_Lcert2,g025_nc10_nt4_ns14_tf0p36_of2p2,10,4,14,0.36,2.2,16.371637,137.15470540383689,842.9463025443321,14205.616397167758,0.05933894587723728,0.02966947293861864,137.1843748767755,0.00021632121808187442,PASS_SUBLEADING_CORRECTION,A3_cartesian_tiny,StageA,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageA,53.0
M_Lcert2,g026_nc10_nt4_ns14_tf0p36_of2p8,10,4,14,0.36,2.8,16.371637,137.15470540383689,539.2998625799003,14205.616397167758,0.03796384806557378,0.01898192403278689,137.1736873278697,0.00013839790604993615,PASS_SUBLEADING_CORRECTION,A3_cartesian_tiny,StageA,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageA,53.0
M_Lcert2,g027_nc10_nt4_ns14_tf0p3_of2p2,10,4,14,0.3,2.2,16.371637,137.15470540383689,25271.915911675525,14205.616397167758,1.7790087529545082,0.8895043764772541,138.04420978031413,0.0064854091141693365,PASS_SUBLEADING_CORRECTION,A3_cartesian_tiny,StageA,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageA,53.0
M_Lcert2,g028_nc10_nt4_ns14_tf0p3_of2p8,10,4,14,0.3,2.8,16.371637,137.15470540383689,13911.113818796432,14205.616397167758,0.9792685815146999,0.48963429075734993,137.64433969459424,0.0035699416167726495,PASS_SUBLEADING_CORRECTION,A3_cartesian_tiny,StageA,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageA,53.0
M_Lcert2,g029_nc10_nt4_ns18_tf0p36_of2p2,10,4,18,0.36,2.2,16.371637,137.15470540383689,680.038963128289,15277.738389406833,0.044511755980833484,0.022255877990416742,137.1769612818273,0.000162268424731669,PASS_SUBLEADING_CORRECTION,A3_cartesian_tiny,StageA,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageA,57.0
M_Lcert2,g030_nc10_nt4_ns18_tf0p36_of2p8,10,4,18,0.36,2.8,16.371637,137.15470540383689,245.40654127699594,15277.738389406833,0.01606301502368663,0.008031507511843314,137.16273691134873,5.855801657110799e-05,PASS_SUBLEADING_CORRECTION,A3_cartesian_tiny,StageA,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageA,57.0
M_Lcert2,g031_nc10_nt4_ns18_tf0p3_of2p2,10,4,18,0.3,2.2,16.371637,137.15470540383689,23150.90017602225,15277.738389406833,1.5153355546442955,0.7576677773221477,137.91237318115904,0.005524183622364822,PASS_SUBLEADING_CORRECTION,A3_cartesian_tiny,StageA,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageA,57.0
M_Lcert2,g032_nc10_nt4_ns18_tf0p3_of2p8,10,4,18,0.3,2.8,16.371637,137.15470540383689,14436.35665446751,15277.738389406833,0.9449275990009939,0.47246379950049694,137.6271692033374,0.0034447509336947607,PASS_SUBLEADING_CORRECTION,A3_cartesian_tiny,StageA,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageA,57.0
M_Lcert2,g001_nc12_nt4_ns24_tf0p36_of2p2,12,4,24,0.36,2.2,16.371637,137.15470540383689,561.8934826044082,19030.1653622436,0.029526463480933338,0.014763231740466669,137.16946863557735,0.00010763926543386145,PASS_SUBLEADING_CORRECTION,B1_paired_coarse,StageB,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageB,71.0
M_Lcert2,g002_nc16_nt4_ns36_tf0p32_of2p6,16,4,36,0.32,2.6,16.371637,137.15470540383689,404.39545622765297,26535.01930791713,0.015240066401873519,0.007620033200936759,137.16232543703782,5.555794224121158e-05,PASS_SUBLEADING_CORRECTION,B1_paired_coarse,StageB,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageB,99.0
M_Lcert2,g003_nc20_nt5_ns48_tf0p28_of3p0,20,5,48,0.28,3.0,16.371637,137.15470540383689,-38.1303390093567,39400.48321478604,-0.0009677632327881531,-0.00048388161639407654,137.1542215222205,3.527998656475843e-06,PASS_SUBLEADING_CORRECTION,B1_paired_coarse,StageB,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageB,147.0
M_Lcert2,g004_nc24_nt6_ns72_tf0p24_of3p4,24,6,72,0.24,3.4,16.371637,137.15470540383689,242.73955394416598,57626.55708285033,0.004212286248424952,0.002106143124212476,137.1568115469611,1.5355966957248533e-05,PASS_SUBLEADING_CORRECTION,B1_paired_coarse,StageB,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageB,215.0
M_Lcert2,g001_nc16_nt4_ns36_tf0p34_of2p4,16,4,36,0.34,2.4,16.371637,137.15470540383689,343.50198764447794,26535.01930791713,0.01294523224793693,0.006472616123968465,137.16117801996086,4.7192082144834634e-05,PASS_SUBLEADING_CORRECTION,B2_paired_medium,StageB,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageB,99.0
M_Lcert2,g002_nc20_nt5_ns48_tf0p3_of2p8,20,5,48,0.3,2.8,16.371637,137.15470540383689,-32.46965905980426,39400.48321478604,-0.000824092914871135,-0.0004120464574355675,137.15429335737946,3.0042458712761052e-06,PASS_SUBLEADING_CORRECTION,B2_paired_medium,StageB,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageB,147.0
M_Lcert2,g003_nc24_nt6_ns72_tf0p26_of3p2,24,6,72,0.26,3.2,16.371637,137.15470540383689,198.43355855467283,57626.55708285033,0.0034434394244546437,0.0017217197122273219,137.15642712354912,1.2553121725994805e-05,PASS_SUBLEADING_CORRECTION,B2_paired_medium,StageB,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageB,215.0
M_Lcert2,g004_nc32_nt7_ns96_tf0p22_of3p6,32,7,96,0.22,3.6,16.371637,137.15470540383689,189.96554155144545,85501.72888106632,0.002221774273309599,0.0011108871366547995,137.15581629097355,8.099518958419364e-06,PASS_SUBLEADING_CORRECTION,B2_paired_medium,StageB,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageB,319.0
M_Lcert2,g001_nc12_nt4_ns24_tf0p32_of2p6,12,4,24,0.32,2.6,16.371637,137.15470540383689,417.9921983978666,19030.1653622436,0.021964717092116042,0.010982358546058021,137.16568776238293,8.007277995838115e-05,PASS_SUBLEADING_CORRECTION,B3_cartesian_mesh_cross,StageB,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageB,71.0
M_Lcert2,g002_nc12_nt4_ns24_tf0p32_of3p2,12,4,24,0.32,3.2,16.371637,137.15470540383689,150.64678635785256,19030.1653622436,0.007916210053368226,0.003958105026684113,137.15866350886358,2.8858689281056088e-05,PASS_SUBLEADING_CORRECTION,B3_cartesian_mesh_cross,StageB,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageB,71.0
M_Lcert2,g003_nc12_nt4_ns24_tf0p28_of2p6,12,4,24,0.28,2.6,16.371637,137.15470540383689,1426.2969343694922,19030.1653622436,0.0749492664524769,0.03747463322623845,137.1921800370631,0.00027322892871884004,PASS_SUBLEADING_CORRECTION,B3_cartesian_mesh_cross,StageB,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageB,71.0
M_Lcert2,g004_nc12_nt4_ns24_tf0p28_of3p2,12,4,24,0.28,3.2,16.371637,137.15470540383689,845.5523069350704,19030.1653622436,0.044432210169474975,0.022216105084737488,137.17692150892162,0.0001619784390139924,PASS_SUBLEADING_CORRECTION,B3_cartesian_mesh_cross,StageB,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageB,71.0
M_Lcert2,g005_nc12_nt4_ns36_tf0p32_of2p6,12,4,36,0.32,2.6,16.371637,137.15470540383689,690.4668945297174,22246.531338960827,0.031037058497316743,0.015518529248658371,137.17022393308554,0.00011314616733684619,PASS_SUBLEADING_CORRECTION,B3_cartesian_mesh_cross,StageB,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageB,83.0
M_Lcert2,g006_nc12_nt4_ns36_tf0p32_of3p2,12,4,36,0.32,3.2,16.371637,137.15470540383689,354.8787530092567,22246.531338960827,0.0159520937265285,0.00797604686326425,137.16268145070015,5.8153650943142356e-05,PASS_SUBLEADING_CORRECTION,B3_cartesian_mesh_cross,StageB,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageB,83.0
M_Lcert2,g007_nc12_nt4_ns36_tf0p28_of2p6,12,4,36,0.28,2.6,16.371637,137.15470540383689,2110.6998332164394,22246.531338960827,0.09487770480065472,0.04743885240032736,137.2021442562372,0.00034587841708127255,PASS_SUBLEADING_CORRECTION,B3_cartesian_mesh_cross,StageB,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageB,83.0
M_Lcert2,g008_nc12_nt4_ns36_tf0p28_of3p2,12,4,36,0.28,3.2,16.371637,137.15470540383689,1332.0986492747006,22246.531338960827,0.05987893703418688,0.02993946851709344,137.18464487235397,0.00021828976577172458,PASS_SUBLEADING_CORRECTION,B3_cartesian_mesh_cross,StageB,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageB,83.0
M_Lcert2,g009_nc12_nt5_ns24_tf0p32_of2p6,12,5,24,0.32,2.6,16.371637,137.15470540383689,-384.4336360536057,22246.531338960827,-0.01728061018574787,-0.008640305092873935,137.146065098744,6.29967821186558e-05,PASS_SUBLEADING_CORRECTION,B3_cartesian_mesh_cross,StageB,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageB,83.0
M_Lcert2,g010_nc12_nt5_ns24_tf0p32_of3p2,12,5,24,0.32,3.2,16.371637,137.15470540383689,-357.55904271042846,22246.531338960827,-0.0160725749674165,-0.00803628748370825,137.14666911635317,5.8592867521725115e-05,PASS_SUBLEADING_CORRECTION,B3_cartesian_mesh_cross,StageB,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageB,83.0
M_Lcert2,g011_nc12_nt5_ns24_tf0p28_of2p6,12,5,24,0.28,2.6,16.371637,137.15470540383689,9303.814251304942,22246.531338960827,0.418214152559189,0.2091070762795945,137.36381248011648,0.0015246073815980414,PASS_SUBLEADING_CORRECTION,B3_cartesian_mesh_cross,StageB,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageB,83.0
M_Lcert2,g012_nc12_nt5_ns24_tf0p28_of3p2,12,5,24,0.28,3.2,16.371637,137.15470540383689,6564.721649633943,22246.531338960827,0.29508967261502944,0.14754483630751472,137.3022502401444,0.0010757548264427768,PASS_SUBLEADING_CORRECTION,B3_cartesian_mesh_cross,StageB,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageB,83.0
M_Lcert2,g013_nc12_nt5_ns36_tf0p32_of2p6,12,5,36,0.32,2.6,16.371637,137.15470540383689,314.9074557226224,25462.897315678056,0.012367306509488496,0.006183653254744248,137.16088905709162,4.508524324074164e-05,PASS_SUBLEADING_CORRECTION,B3_cartesian_mesh_cross,StageB,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageB,95.0
M_Lcert2,g014_nc12_nt5_ns36_tf0p32_of3p2,12,5,36,0.32,3.2,16.371637,137.15470540383689,48.86769896350333,25462.897315678056,0.0019191727617506604,0.0009595863808753302,137.15566499021776,6.996379585009016e-06,PASS_SUBLEADING_CORRECTION,B3_cartesian_mesh_cross,StageB,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageB,95.0
M_Lcert2,g015_nc12_nt5_ns36_tf0p28_of2p6,12,5,36,0.28,2.6,16.371637,137.15470540383689,11743.069835392786,25462.897315678056,0.46118356798942606,0.23059178399471303,137.3852971878316,0.0016812531754981427,PASS_SUBLEADING_CORRECTION,B3_cartesian_mesh_cross,StageB,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageB,95.0
M_Lcert2,g016_nc12_nt5_ns36_tf0p28_of3p2,12,5,36,0.28,3.2,16.371637,137.15470540383689,7180.733935196241,25462.897315678056,0.2820077325126276,0.1410038662563138,137.2957092700932,0.001028064373301255,PASS_SUBLEADING_CORRECTION,B3_cartesian_mesh_cross,StageB,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageB,95.0
M_Lcert2,g017_nc16_nt4_ns24_tf0p32_of2p6,16,4,24,0.32,2.6,16.371637,137.15470540383689,310.3759894450595,23318.653331199905,0.013310202138893777,0.006655101069446888,137.16136050490633,4.852258659191953e-05,PASS_SUBLEADING_CORRECTION,B3_cartesian_mesh_cross,StageB,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageB,87.0
M_Lcert2,g018_nc16_nt4_ns24_tf0p32_of3p2,16,4,24,0.32,3.2,16.371637,137.15470540383689,186.85478229106107,23318.653331199905,0.008013103485742593,0.004006551742871296,137.15871195557975,2.9211916070064435e-05,PASS_SUBLEADING_CORRECTION,B3_cartesian_mesh_cross,StageB,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageB,87.0
M_Lcert2,g019_nc16_nt4_ns24_tf0p28_of2p6,16,4,24,0.28,2.6,16.371637,137.15470540383689,403.4444701595495,23318.653331199905,0.01730136232265817,0.008650681161329086,137.1633560849982,6.307243441526931e-05,PASS_SUBLEADING_CORRECTION,B3_cartesian_mesh_cross,StageB,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageB,87.0
M_Lcert2,g020_nc16_nt4_ns24_tf0p28_of3p2,16,4,24,0.28,3.2,16.371637,137.15470540383689,239.89173239373125,23318.653331199905,0.010287546582836359,0.0051437732914181794,137.1598491771283,3.750344019385195e-05,PASS_SUBLEADING_CORRECTION,B3_cartesian_mesh_cross,StageB,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageB,87.0
M_Lcert2,g021_nc16_nt4_ns36_tf0p32_of2p6,16,4,36,0.32,2.6,16.371637,137.15470540383689,404.39545622765297,26535.01930791713,0.015240066401873519,0.007620033200936759,137.16232543703782,5.555794224121158e-05,PASS_SUBLEADING_CORRECTION,B3_cartesian_mesh_cross,StageB,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageB,99.0
M_Lcert2,g022_nc16_nt4_ns36_tf0p32_of3p2,16,4,36,0.32,3.2,16.371637,137.15470540383689,184.96338862614684,26535.01930791713,0.006970539063107453,0.0034852695315537264,137.15819067336844,2.5411228300857305e-05,PASS_SUBLEADING_CORRECTION,B3_cartesian_mesh_cross,StageB,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageB,99.0
M_Lcert2,g023_nc16_nt4_ns36_tf0p28_of2p6,16,4,36,0.28,2.6,16.371637,137.15470540383689,474.9212889644079,26535.01930791713,0.017897906289546503,0.008948953144773251,137.16365435698165,6.524714641341722e-05,PASS_SUBLEADING_CORRECTION,B3_cartesian_mesh_cross,StageB,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageB,99.0
M_Lcert2,g024_nc16_nt4_ns36_tf0p28_of3p2,16,4,36,0.28,3.2,16.371637,137.15470540383689,183.71919036078512,26535.01930791713,0.006923650148088254,0.003461825074044127,137.15816722891094,2.5240293899149618e-05,PASS_SUBLEADING_CORRECTION,B3_cartesian_mesh_cross,StageB,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageB,99.0
M_Lcert2,g025_nc16_nt5_ns24_tf0p32_of2p6,16,5,24,0.32,2.6,16.371637,137.15470540383689,-177.3947241837556,27607.141300156207,-0.0064256824803063505,-0.0032128412401531753,137.15149256259673,2.342494361161959e-05,PASS_SUBLEADING_CORRECTION,B3_cartesian_mesh_cross,StageB,/mnt/data/outputs_routeB_BEM_v15_normalizer_law/_extracted_inputs/outputs_routeB_BEM_v14_stageABC/outputs_routeB_BEM_v14_stageB,103.0
