n_success,n_total,E_star_mean,E_star_std,E_star_min,E_star_max,alpha_inv_mean,alpha_inv_std,alpha_rel_error_mean,alpha_rel_error_std
16,16,274.0749037578999,5.5121690151231225e-05,274.07482172041506,274.07502720759965,137.03595308953606,2.7561146509603494e-05,3.3632093312113554e-07,2.011235136177038e-07
