knot,id,conway,L_database,D_database,raw_spectrum_file,n_eigenvalues,min_eig,max_eig,S_all,boundary_nodes,selected_nodes,tube_radius,outer_radius,screening_mu,n_center,n_theta,n_sphere,boundary_subspace,operator_backend,scipy
0_1,0:1:1,0,6.283185,1.0,raw_spectrum_0_1.npy,163,0.8051468207367143,0.9999165117442548,2.2844164888937457,164,164,0.02630172810696699,0.370008761633518,2.702638703973363,20,5,64,all,BEM_V5_SOFT_INDEX_HEAT_KERNEL,True
3_1,3:1:1,3,16.371637,1.0,raw_spectrum_3_1.npy,163,0.8056560797097411,1.000812444128905,2.2228552284599714,164,164,0.008799424345827664,0.21791980628055196,4.588844020504455,20,5,64,all,BEM_V5_SOFT_INDEX_HEAT_KERNEL,True
4_1,4:1:1,2 2,21.043322,1.0,raw_spectrum_4_1.npy,163,0.805825016849656,1.0022888820229678,2.176456709113384,164,164,0.0069728206457940305,0.18042181282372236,5.542567078499708,20,5,64,all,BEM_V5_SOFT_INDEX_HEAT_KERNEL,True
