knot,reference,M,S_M_knot,S_M_reference,DeltaS_M,alpha_inv_pred_blind_M
3_1,0_1,1,0.21583484477541093,0.21606090140240916,-0.00022605662699823337,-0.00011302831349911668
3_1,0_1,2,0.4310700894339501,0.4316133460571592,-0.0005432566232090874,-0.0002716283116045437
3_1,0_1,3,0.6446208143451262,0.6452325860305415,-0.0006117716854152633,-0.00030588584270763164
3_1,0_1,4,0.82324642191422,0.8169034988506364,0.006342923063583639,0.0031714615317918193
3_1,0_1,5,0.9057438482004717,0.8993749200025647,0.00636892819790702,0.00318446409895351
3_1,0_1,6,0.9877071761658949,0.9813618876700423,0.006345288495852586,0.003172644247926293
3_1,0_1,7,1.0689990305411095,1.0627093550907505,0.006289675450358967,0.0031448377251794835
3_1,0_1,8,1.1495938349549046,1.1433592736046068,0.006234561350297874,0.003117280675148937
3_1,0_1,9,1.2284436000308039,1.2221824409063555,0.006261159124448357,0.0031305795622241783
3_1,0_1,10,1.2680950710090657,1.2618406249987335,0.006254446010332204,0.003127223005166102
3_1,0_1,11,1.3070994254956467,1.3008500102693594,0.006249415226287303,0.0031247076131436513
3_1,0_1,12,1.3458724717592259,1.339629068241892,0.006243403517333768,0.003121701758666884
3_1,0_1,13,1.3838704406701738,1.3776378131830807,0.00623262748709319,0.003116313743546595
3_1,0_1,14,1.4206719852245175,1.4144475783115042,0.006224406913013292,0.003112203456506646
3_1,0_1,15,1.45678766586006,1.4505688598450315,0.006218806015028555,0.0031094030075142776
3_1,0_1,16,1.4913943990554848,1.485178682174343,0.006215716881141864,0.003107858440570932
3_1,0_1,17,1.5139939184179443,1.5077788425604588,0.006215075857485486,0.003107537928742743
3_1,0_1,18,1.5365848269128823,1.5303705945160766,0.006214232396805741,0.0031071161984028706
3_1,0_1,19,1.5588423404853546,1.5526299833753388,0.006212357110015887,0.0031061785550079435
3_1,0_1,20,1.5802911195088976,1.5740790684617199,0.006212051047177702,0.003106025523588851
3_1,0_1,21,1.6008169328023871,1.5946051726557076,0.006211760146679568,0.003105880073339784
3_1,0_1,22,1.6203416982272993,1.614130314687048,0.006211383540251303,0.0031056917701256515
3_1,0_1,23,1.639352928865962,1.6331428949824462,0.00621003388351582,0.00310501694175791
3_1,0_1,24,1.6582127444200434,1.6520030420375962,0.006209702382447224,0.003104851191223612
