counterterm_model,status,n_points,M_min,M_max,rms,S_ren,S_ren_se,alpha_inv_half_RT_only,a_M,a_M_se,a_sqrtM,a_sqrtM_se,a_logM,a_logM_se,soft_action,S_total_soft_plus_RT,alpha_inv_pred_blind_with_soft,knot,reference,target_selected,counterterm_tail_frac,max_common_modes,soft_index_count,soft_volume_mode,soft_volume_value,b_inv_sqrt,b_inv_sqrt_se,b_inv,b_inv_se
hk,PASS_FIT,162,54,215,0.0024624783187857883,1.3213579065811631,0.08500241220973602,0.6606789532905816,-0.009241809115643625,0.0004229321373460886,0.3558843894206635,0.018451927419999528,-0.8567667978383655,0.04933046139451331,16.755160819145562,18.076518725726725,9.038259362863363,6_1,0_1,True,0.75,215,4,unit_ball,4.1887902047863905,,,,
hk+inv_sqrt,PASS_FIT,162,54,215,0.0017492443261603377,37.70524092924325,2.931275472877341,18.852620464621626,-0.03764561490581664,0.002307636282713318,2.199253766073911,0.14906084288972435,-10.660129463108236,0.7904235080475505,16.755160819145562,54.46040174838882,27.23020087419441,6_1,0_1,True,0.75,215,4,unit_ball,4.1887902047863905,-68.32169488863946,5.503176852330243,,
hk+inv_sqrt+inv,PASS_FIT,162,54,215,0.0016651193941045405,240.29899040563654,50.47600076862982,120.14949520281827,-0.10080976596495872,0.015866842592804572,7.620521379321549,1.356115922011596,-53.70989024927632,10.735861461916155,16.755160819145562,257.0541512247821,128.52707561239106,6_1,0_1,True,0.75,215,4,unit_ball,4.1887902047863905,-667.949618345386,149.2592283638982,772.4802297582364,192.1663115242754
