normalizer,description,denominator,DeltaF_pair_raw,DeltaF_phys_cert_normalized,correction_to_leading_ratio,gate
raw,no correction normalizer,1.0,-78.45497344180247,-78.45497344180247,0.28600904799729787,FAIL_NOT_SUBLEADING
Mmax,M_max,639.0,-78.45497344180247,-0.12277773621565331,0.00044758849451846303,PASS_SUBLEADING_CORRECTION
sqrtM,sqrt(M_max),25.278449319529077,-78.45497344180247,-3.1036307824939016,0.011314343074689284,PASS_SUBLEADING_CORRECTION
Lcert,certified length,16.371637,-78.45497344180247,-4.792127594925447,0.01746978924571183,PASS_SUBLEADING_CORRECTION
Lcert2,certified length squared,268.030498059769,-78.45497344180247,-0.29270912828848134,0.00106707650833645,PASS_SUBLEADING_CORRECTION
Lcert3,certified length cubed,4388.098019163743,-78.45497344180247,-0.017879038503509533,6.517836355255432e-05,PASS_SUBLEADING_CORRECTION
NsoftV,N_soft V_soft,16.755160819145562,-78.45497344180247,-4.682436312527337,0.017069907659166415,PASS_SUBLEADING_CORRECTION
NsoftV_Lcert,N_soft V_soft L_cert,274.30941080767377,-78.45497344180247,-0.28600904799729787,0.001042651242460752,PASS_SUBLEADING_CORRECTION
leading_full_cert,full leading bracket term NsoftV L_cert,274.30941080767377,-78.45497344180247,-0.28600904799729787,0.001042651242460752,PASS_SUBLEADING_CORRECTION
leading_half_cert,half leading term,137.15470540383689,-78.45497344180247,-0.5720180959945957,0.002085302484921504,PASS_SUBLEADING_CORRECTION
M_Lcert,M_max L_cert,10461.476043,-78.45497344180247,-0.007499417206456098,2.733926329532367e-05,PASS_SUBLEADING_CORRECTION
sqrtM_Lcert,sqrt(M_max) L_cert,413.84959618222706,-78.45497344180247,-0.1895736377794048,0.000691094181644101,PASS_SUBLEADING_CORRECTION
M_Lcert2,M_max L_cert^2,171271.4882601924,-78.45497344180247,-0.0004580737531901116,1.6699162884764472e-06,PASS_SUBLEADING_CORRECTION
