source,L_ref,D_ref,ropelength_L_over_D,n_s,n_theta,sphere_n,tube_radius,centerline_length_sampled,sector_nm,sector_nl,pressure_mode,pressure_scale_mode,pressure_Ep,pressure_kappa_mode,pressure_kappa_input,pressure_kappa_eff,pressure_kappa_formula,nls_shell_coeff,nls_phi,nls_phi_inv,boundary_mode,eps_factor,bem_reg,n_boundary_total,n_tube_panels,n_sphere_panels,area_tube,area_sphere,cond_G
"ideal.txt (3:1:1, 183 modes, k_max=250)",16.371637,1.0,16.371637,120,16,360,0.5,16.371756623441925,2,3,spherical,nls_shell,274.0748756567669,nls_log_core,1.0,6.074808890807205,log(8 E_p) - phi,11.0,1.618033988749895,0.6180339887498948,trig,0.06,1e-10,2280.0,1920.0,360.0,51.43339033456519,4523893.421169298,
