s_m,x_m,y_m,z_m,kappa_m_inv,tau_m_inv,phi_integrated_rad,phi_pt_rad
0.0000000000000000e+00,1.2877489972338780e-15,1.4599230796244901e-14,-6.5020692122711492e-15,1.1772004155444925e+14,7.3014578052832500e+15,0.0000000000000000e+00,0.0000000000000000e+00
5.3464470366107030e-17,1.2458092964075213e-15,1.4597940877921002e-14,-6.4689354355169624e-15,1.1828511850073494e+14,7.2993653356499850e+15,3.9036857445994722e-01,5.6299053179089675e-03
1.0692894073221406e-16,1.2039347699444397e-15,1.4596325589574706e-14,-6.4357335615953839e-15,1.1881671076529362e+14,7.2814771759896080e+15,7.8062527613919475e-01,1.3336260872376382e-02
1.6039341109832109e-16,1.1621287060019443e-15,1.4594383875586756e-14,-6.4024629687315943e-15,1.1280000070393264e+14,7.2709946093425290e+15,1.1699255968363760e+00,1.7501853690647717e-02
2.1385788146442812e-16,1.1203939867153618e-15,1.4592114707081098e-14,-6.3691235975333935e-15,1.2617943575509489e+14,3.1763269547500875e+13,1.5586654726596934e+00,1.9502902205771111e-02
2.6732235183053516e-16,1.0787329362281649e-15,1.4589517414388062e-14,-6.3357161061153865e-15,1.2001065169824006e+14,2.3157750061522516e+13,1.5603636790431463e+00,1.9454990710213949e-02
3.2078682219664217e-16,1.0371473931306799e-15,1.4586591412810431e-14,-6.3022417789236625e-15,1.2026665443563141e+14,3.7570587241172021e+12,1.5616017958850565e+00,1.7830973660816873e-02
3.7425129256274923e-16,9.9563881863019664e-16,1.4583336182922952e-14,-6.2687023828193927e-15,1.2045575177613669e+14,6.8274860792206641e+11,1.5618026650398757e+00,1.5376565557974509e-02
4.2771576292885624e-16,9.5420846634564609e-16,1.4579751275163756e-14,-6.2350999480607676e-15,1.2057604103551066e+14,7.0860319924723496e+12,1.5618391678325916e+00,1.2986527138279857e-02
4.8118023329496326e-16,9.1285758688834116e-16,1.4575836327318434e-14,-6.2014365088489619e-15,1.2063470142253767e+14,2.2481989278194871e+13,1.5622180187800663e+00,1.1561145016055097e-02
