normalizer,description,denominator,DeltaF_pair_raw,DeltaF_phys_cert_normalized,correction_to_leading_ratio,gate
raw,no correction normalizer,1.0,114.61019390265346,114.61019390265346,0.4178135688644309,FAIL_NOT_SUBLEADING
Mmax,M_max,41.0,114.61019390265346,2.795370582991548,0.010190574850351974,PASS_SUBLEADING_CORRECTION
sqrtM,sqrt(M_max),6.4031242374328485,114.61019390265346,17.899105132559974,0.06525151681766235,FAIL_NOT_SUBLEADING
Lcert,certified length,16.371637,114.61019390265346,7.000533538744688,0.025520573713210894,PASS_SUBLEADING_CORRECTION
Lcert2,certified length squared,268.030498059769,114.61019390265346,0.4276013167617073,0.001558828461271826,PASS_SUBLEADING_CORRECTION
Lcert3,certified length cubed,4388.098019163743,114.61019390265346,0.026118421558070662,9.521518595066737e-05,PASS_SUBLEADING_CORRECTION
NsoftV,N_soft V_soft,16.755160819145562,114.61019390265346,6.840292083122964,0.024936410540865074,PASS_SUBLEADING_CORRECTION
NsoftV_Lcert,N_soft V_soft L_cert,274.30941080767377,114.61019390265346,0.4178135688644309,0.0015231470463744753,PASS_SUBLEADING_CORRECTION
leading_full_cert,full leading bracket term NsoftV L_cert,274.30941080767377,114.61019390265346,0.4178135688644309,0.0015231470463744753,PASS_SUBLEADING_CORRECTION
leading_half_cert,half leading term,137.15470540383689,114.61019390265346,0.8356271377288618,0.0030462940927489506,PASS_SUBLEADING_CORRECTION
M_Lcert,M_max L_cert,671.237117,114.61019390265346,0.1707447204571875,0.0006224530173953877,PASS_SUBLEADING_CORRECTION
sqrtM_Lcert,sqrt(M_max) L_cert,104.82962568115241,114.61019390265346,1.0932996579731138,0.003985644002347618,PASS_SUBLEADING_CORRECTION
M_Lcert2,M_max L_cert^2,10989.25042045053,114.61019390265346,0.01042930040882213,3.802020637248356e-05,PASS_SUBLEADING_CORRECTION
