t,phi_model_real,phi_model_imag,phi_model_abs
20.0,1.1366717803902327e-05,9.524006328647434e-06,1.4829328042148993e-05
20.01,1.2304311649832153e-05,1.2346448733798727e-05,1.743074529423557e-05
20.02,1.316846040684172e-05,1.5743913096879975e-05,2.0525085848509058e-05
20.03,1.3909352044105681e-05,1.981585785561933e-05,2.4210293200227403e-05
20.04,1.4463622300367057e-05,2.4678170394778318e-05,2.8604343447829532e-05
20.05,1.4751386127247546e-05,3.0466017680613022e-05,3.3849396242630044e-05
20.06,1.4672679616374268e-05,3.733725124738248e-05,4.0116802687090224e-05
20.07,1.4103204607045628e-05,4.547648829620866e-05,4.7613142806827995e-05
20.08,1.2889251177741688e-05,5.5100019505180956e-05,5.6587498136905096e-05
20.09,1.084165457336949e-05,6.646172985552664e-05,6.734020351377968e-05
20.1,7.728623070212142e-06,7.986026286254263e-05,8.023336711765137e-05
20.11,3.2672523143148164e-06,9.564771283753524e-05,9.570349998164645e-05
20.12,-2.8864794254185474e-06,0.0001142401962531816,0.00011427665642395568
20.13,-1.1149460679914383e-05,0.00013613073427945865,0.00013658655603285974
20.14,-2.2025183721609842e-05,0.0001619049767086077,0.00016339623680178644
20.15,-3.6119723966370195e-05,0.00019226041562661944,0.00019562387859442732
20.16,-5.416022053426295e-05,0.00022802987829045654,0.00023437353707592596
20.17,-7.701610792972104e-05,0.00027021025571556667,0.00028097164122828193
20.18,-0.00010572332229923735,0.00031999761927014035,0.00033701023310360494
20.19,-0.00014151165494666638,0.0003788301044614748,0.00040439806692420813
20.2,-0.00018583534291354036,0.0004484402006570521,0.00048542083622474453
20.21,-0.0002404068623507887,0.0005309183780793631,0.0005828119625125865
20.22,-0.0003072337148544801,0.0006287903077465893,0.000699835556869851
20.23,-0.0003886577588144717,0.0007451102826306754,0.0008403833570274062
20.24,-0.0004873963257271765,0.0008835738230332778,0.0010090876468781065
20.25,-0.0006065839644285045,0.0010486528368670043,0.00121145238378197
20.26,-0.000749813164905013,0.0012457570937600955,0.001454004992741934
20.27,-0.0009211718211596879,0.0014814261451902772,0.001744471538246463
20.28,-0.001125274497251547,0.0017635561632142038,0.0020919782587243887
20.29,-0.0013672837656369503,0.002101666458583148,0.0025072827520859686
20.3,-0.001652917003080952,0.0025072106566441914,0.0030030384439537756
20.31,-0.001988433075616086,0.002993937641447442,0.0035940963672500374
20.32,-0.002380592347679102,0.003578307417117585,0.00429784875225118
20.33,-0.0028365824464748894,0.0042799669843084235,0.0051346194953881055
20.34,-0.0033639012407480832,0.005122291208059084,0.006128107275306616
20.35,-0.003970187594247372,0.006132993501655481,0.007305887955947866
20.36,-0.004662989663802811,0.007344811033735302,0.008699984007227352
20.37,-0.0054494598523741385,0.008796269174138463,0.01034751004186689
20.38,-0.006335964998192803,0.010532530146476695,0.012291405279493664
20.39,-0.007327599948799464,0.01260633149552245,0.014581265884162704
20.4,-0.008427592256459171,0.01507902116823908,0.017274292767963988
20.41,-0.009636585210141674,0.018021697922960815,0.020436373713033616
20.42,-0.010951785600490718,0.021516468596894385,0.024143322652863217
20.43,-0.012365961246631679,0.02565783764157501,0.02848230380419779
20.44,-0.013866271082438134,0.030554249420146746,0.03355347420700571
20.45,-0.015432907129124438,0.03632981015758612,0.03947188529247656
20.46,-0.017037522538742095,0.04312622421509756,0.04636969257294049
20.47,-0.018641412594963287,0.05110498855244902,0.05439873269187069
20.48,-0.02019340556826091,0.06044989984267694,0.06373353920373435
