knot,raw_points,raw_arclength,parse_gate_G1,alpha_blind_gate_G2,operator_gate_G3,invariance_gate_G4,invariance_rel_range_S_logdet,resolution_gate_G5,resolution_rel_range_S_logdet,candidate_status,S_logdet,S_trace,S_mean_impedance,S_rel_spread,min_impedance_eig,max_impedance_eig,positive_spectrum,n_modes_used,boundary_nodes,selected_nodes,tube_radius,outer_radius,screening_mu,operator_backend
0_1,1200,6.283178129803185,PASS,PASS_NO_ALPHA_OR_EM_CONSTANTS_USED,PASS,PASS,0.0,PASS,0.031452317883792845,BEM_V3_ROUTE_B_CANDIDATE_NOT_ALPHA_DERIVATION,0.9840715681818527,5.101741621495487,0.8502902702492477,0.061297399657933946,0.8069715872752847,0.9237614501831142,True,6,48,48,0.04616525305762813,0.5280590493711779,1.8937276071507871,BEM_V3_AREA_SYMMETRIC_STEKLOV
3_1,1200,16.37231060083242,PASS,PASS_NO_ALPHA_OR_EM_CONSTANTS_USED,PASS,PASS,0.0,PASS,0.03598482017994703,BEM_V3_ROUTE_B_CANDIDATE_NOT_ALPHA_DERIVATION,0.9861110120758485,5.100036653114438,0.8500061088524064,0.06141499198541181,0.8072544548629221,0.9238498216209251,True,6,48,48,0.010158393912621038,0.2997407240312941,3.336216669362539,BEM_V3_AREA_SYMMETRIC_STEKLOV
4_1,1200,21.044656823564374,PASS,PASS_NO_ALPHA_OR_EM_CONSTANTS_USED,PASS,PASS,0.0,PASS,0.031089600514656677,BEM_V3_ROUTE_B_CANDIDATE_NOT_ALPHA_DERIVATION,0.9925176461747562,5.094753855928951,0.8491256426548252,0.06197276270752194,0.8072138253852856,0.9238473222690583,True,6,48,48,0.00838241584634552,0.2644288535144935,3.7817355659532415,BEM_V3_AREA_SYMMETRIC_STEKLOV
