normalizer,description,denominator,DeltaF_pair_raw,DeltaF_phys_cert_normalized,correction_to_leading_ratio,gate
raw,no correction normalizer,1.0,455.63354467828844,455.63354467828844,1.6610204634858343,FAIL_NOT_SUBLEADING
Mmax,M_max,71.0,455.63354467828844,6.417373868708288,0.023394654415293443,PASS_SUBLEADING_CORRECTION
sqrtM,sqrt(M_max),8.426149773176359,455.63354467828844,54.07375336820423,0.19712686199496413,FAIL_NOT_SUBLEADING
Lcert,certified length,16.371637,455.63354467828844,27.83066498959685,0.10145720085815697,FAIL_NOT_SUBLEADING
Lcert2,certified length squared,268.030498059769,455.63354467828844,1.699931716638773,0.006197132324529122,PASS_SUBLEADING_CORRECTION
Lcert3,certified length cubed,4388.098019163743,455.63354467828844,0.10383394871501078,0.0003785285689225287,PASS_SUBLEADING_CORRECTION
NsoftV,N_soft V_soft,16.755160819145562,455.63354467828844,27.193624077761832,0.0991348565027106,FAIL_NOT_SUBLEADING
NsoftV_Lcert,N_soft V_soft L_cert,274.30941080767377,455.63354467828844,1.6610204634858343,0.006055280635816114,PASS_SUBLEADING_CORRECTION
leading_full_cert,full leading bracket term NsoftV L_cert,274.30941080767377,455.63354467828844,1.6610204634858343,0.006055280635816114,PASS_SUBLEADING_CORRECTION
leading_half_cert,half leading term,137.15470540383689,455.63354467828844,3.3220409269716686,0.012110561271632228,PASS_SUBLEADING_CORRECTION
M_Lcert,M_max L_cert,1162.386227,455.63354467828844,0.3919811970365754,0.001428974659974042,PASS_SUBLEADING_CORRECTION
sqrtM_Lcert,sqrt(M_max) L_cert,137.9498653940757,455.63354467828844,3.302892274499137,0.012040754507015037,PASS_SUBLEADING_CORRECTION
M_Lcert2,M_max L_cert^2,19030.1653622436,455.63354467828844,0.023942700234348916,8.728355386660735e-05,PASS_SUBLEADING_CORRECTION
